"","Pval","log2FoldChange_BCH_vs_BPFC","BCH_309","BCH_313","BCH_314","BCH_317","BPFC_384","BPFC_385","BPFC_386","BPFC_387"
"ENSMUSG00000028794",0.0519566309895393,-1.14020883196834,5.6773802216867,15.4430521191679,2.9679438156932,5.51937634208959,12.0021720051517,22.0615219695193,18.7173872561194,12.4782323510994
"ENSMUSG00000028906",0.108249510264979,0.285550001137204,1046.90891287903,1072.32693152472,818.163178526092,1238.5480511649,824.45689235388,978.343647340604,878.732075392553,744.534530282262
"ENSMUSG00000029026",0.0822934973062605,0.515112489165563,48.8254699065056,55.0158731745357,79.1451684184854,78.3751440576722,46.1622000198141,35.6378431815311,52.2116591881226,48.8730767084725
"ENSMUSG00000029123",0.0794784182623599,0.552027497051922,63.5866584828911,92.6583127150075,67.2733931557126,55.1937634208959,36.9297600158513,36.4863632572819,52.2116591881226,64.4708671473467
"ENSMUSG00000029186",0.0817303267972022,-0.707616897316865,40.8771375961443,30.8861042383358,30.6687527621631,26.49300644203,68.3200560293249,55.1538049237981,61.0777899936528,25.9963173981237
"ENSMUSG00000029198",0.0773929546360907,-0.248244366947911,642.679441094935,624.478420068853,744.953897738993,734.077053497915,764.446032328122,731.424305297139,799.92202378784,966.023154514275
"ENSMUSG00000029361",0.0697941448227081,0.256175796466035,1155.91461313541,1262.46951074198,932.923672732896,1262.8333070701,953.71105240936,1064.04417499143,899.419713938791,946.265953291701
"ENSMUSG00000029465",0.0571428571428571,-0.226223944019296,1708.8914467277,1744.09969870853,2100.31490690555,1876.58795631046,2116.99849290868,2046.63042271079,2113.09450865138,2414.53795993773
"ENSMUSG00000029478",0.0772035032581561,0.251977544544492,3759.56118280093,4261.3171941329,3059.95007397969,3741.03328466832,3151.95501735291,3292.25789391287,3269.63201595054,2732.73288489076
"ENSMUSG00000029510",0.153200883559203,0.788992929040099,35.1997573744576,55.9810639319837,29.679438156932,14.3503784894329,23.0811000099071,18.6674416665163,16.7471359660016,19.757201222574
"ENSMUSG00000029546",0.140723830731214,1.49043483909837,62.4511824385537,35.7120580255758,16.8183482889281,118.114653720717,19.3881240083219,16.1218814392641,25.6132667715318,21.8369066144239
"ENSMUSG00000029595",0.115696645972018,0.936628607311286,57.9092782612044,59.8418269617757,14.839719078466,78.3751440576722,33.2367840142662,24.6070821967715,30.5388949968264,21.8369066144239
"ENSMUSG00000029776",0.0566591759082348,-0.228082733890817,876.587506228427,787.595658077564,828.056324578403,905.177720102693,983.254860422041,950.34248484083,892.523834423378,1153.19663978077
"ENSMUSG00000029822",0.0512997631198938,0.262260290217103,571.144450301682,603.244223404997,644.043808005425,723.038300813736,553.023156237373,583.78181211651,531.967848331815,450.256217335502
"ENSMUSG00000029859",0.0829540658284411,1.13402036416362,12.4902364877107,20.2690059064079,21.7649213150835,33.1162580525375,20.3113680087182,4.2426003787537,3.94050258023567,11.4383796551744
