"","Pval","log2FoldChange_BCH_vs_BPFC"
"ENSMUSG00000026171",0.885714285714286,0.0507554588190414
"ENSMUSG00000026172",0.342857142857143,-0.0305963263135919
"ENSMUSG00000026234",0.485714285714286,-0.012325225037965
"ENSMUSG00000026238",0.685714285714286,-0.0500442582766148
"ENSMUSG00000026274",0.342857142857143,-0.218355718292324
"ENSMUSG00000026289",0.885714285714286,-0.0155903843874352
"ENSMUSG00000026341",0.2,-0.0583574098255988
"ENSMUSG00000026356",0.485714285714286,-0.159201459731544
"ENSMUSG00000026377",0.485714285714286,-0.102594515603803
"ENSMUSG00000026393",0.342857142857143,-0.0745047363163542
"ENSMUSG00000026414",0.2,-0.19744410209276
"ENSMUSG00000026434",0.342857142857143,-0.104357549413632
"ENSMUSG00000026516",0.685714285714286,0.0774217107647962
"ENSMUSG00000026585",0.2,-0.153606127029765
"ENSMUSG00000026603",0.342857142857143,-0.0531964145872846
"ENSMUSG00000026618",0.2,0.0375400195048459
"ENSMUSG00000026655",0.342857142857143,0.175911573522379
"ENSMUSG00000026698",0.342857142857143,-0.0761787324351584
"ENSMUSG00000026736",0.2,0.723909894336686
"ENSMUSG00000026883",0.2,0.19055678001529
"ENSMUSG00000026904",0.114285714285714,-0.218355452132584
"ENSMUSG00000026950",1,0.230033427282365
"ENSMUSG00000026965",1,0.00340888383369017
"ENSMUSG00000027007",1,-0.0868052875980737
"ENSMUSG00000027088",0.885714285714286,-0.198280930281622
"ENSMUSG00000027091",0.485714285714286,-0.147394714209457
"ENSMUSG00000027115",0.342857142857143,0.0394062794229984
"ENSMUSG00000027201",0.685714285714286,-0.0595910661248106
"ENSMUSG00000027203",0.342857142857143,-0.0434652228362324
"ENSMUSG00000027248",0.885714285714286,-0.164346528059335
"ENSMUSG00000027284",0.685714285714286,0.0898257932967527
"ENSMUSG00000027303",0.485714285714286,-0.0491674753628066
"ENSMUSG00000027315",0.685714285714286,-0.0633228157940847
"ENSMUSG00000027342",0.114285714285714,-0.253522398529011
"ENSMUSG00000027356",0.2,0.356768312064324
"ENSMUSG00000027384",0.2,-0.220970125570281
"ENSMUSG00000027400",0.485714285714286,-0.084608127449455
"ENSMUSG00000027422",0.2,0.100878894184138
"ENSMUSG00000027523",0.685714285714286,0.0259911703431542
"ENSMUSG00000027534",0.485714285714286,-0.25696297428147
"ENSMUSG00000027580",0.2,0.286531863113737
"ENSMUSG00000027603",0.0571428571428571,0.12736909319202
"ENSMUSG00000027636",0.342857142857143,0.265819577654548
"ENSMUSG00000027642",0.885714285714286,-0.00847542391707702
"ENSMUSG00000027884",0.342857142857143,-0.128529798591816
"ENSMUSG00000027905",0.2,-0.170767094779521
"ENSMUSG00000027965",0.485714285714286,-0.184079287276329
"ENSMUSG00000028018",1,0.0237963861688034
"ENSMUSG00000028041",0.2,0.0734149362975901
"ENSMUSG00000028047",0.685714285714286,0.000359945203552736
"ENSMUSG00000028096",0.685714285714286,-0.0734434066660607
"ENSMUSG00000028106",0.685714285714286,0.0438305366537075
"ENSMUSG00000028218",0.2,-0.15090029717861
"ENSMUSG00000028221",0.2,-0.136149824792948
"ENSMUSG00000028229",0.485714285714286,-0.0453717531570243
"ENSMUSG00000028284",0.342857142857143,0.0643004099615456
"ENSMUSG00000028413",0.342857142857143,-0.11440267789535
"ENSMUSG00000028419",0.0285714285714286,-0.262024643573084
"ENSMUSG00000028483",0.342857142857143,0.129602612013675
"ENSMUSG00000028575",0.114285714285714,0.749621534072026
"ENSMUSG00000028601",0.2,-0.156418897847042
"ENSMUSG00000028607",0.2,-0.281902541064378
"ENSMUSG00000028800",1,-0.0196092460986201
"ENSMUSG00000028836",1,0.00385602629827138
"ENSMUSG00000028851",0.885714285714286,0.00729732121051297
"ENSMUSG00000028871",0.685714285714286,-0.0680070056152063
"ENSMUSG00000028878",0.342857142857143,-0.0194239952257955
"ENSMUSG00000029012",0.2,-0.156688458920252
"ENSMUSG00000029016",0.0285714285714286,0.19828636134177
"ENSMUSG00000029028",0.0285714285714286,0.245033450575576
"ENSMUSG00000029029",1,0.0635630615973897
"ENSMUSG00000029101",0.2,-0.0831796836125994
"ENSMUSG00000029207",0.685714285714286,-0.0121115086433896
"ENSMUSG00000029249",0.2,-0.248139830484133
"ENSMUSG00000029307",1,0.00238563963466352
"ENSMUSG00000029376",0.485714285714286,-0.151307065569507
"ENSMUSG00000029408",0.342857142857143,-0.034802288594965
"ENSMUSG00000029434",0.342857142857143,0.0476830795300429
"ENSMUSG00000029455",0.685714285714286,0.0256325493311626
"ENSMUSG00000029465",0.0571428571428571,-0.226223944019296
"ENSMUSG00000029486",0.342857142857143,-0.119441533100762
"ENSMUSG00000029490",0.885714285714286,0.0462239199286838
"ENSMUSG00000029521",0.485714285714286,0.0861844697391887
"ENSMUSG00000029534",0.885714285714286,0.0274651960281548
"ENSMUSG00000029570",0.2,0.171168850802965
"ENSMUSG00000029577",0.0285714285714286,0.222444277641779
"ENSMUSG00000029649",0.485714285714286,-0.107124006071771
"ENSMUSG00000029816",0.485714285714286,-0.0978825033567348
"ENSMUSG00000029821",0.685714285714286,-0.144441206016385
"ENSMUSG00000029922",0.685714285714286,0.0254198676782846
"ENSMUSG00000030016",0.685714285714286,-0.0578921272860443
"ENSMUSG00000030048",0.485714285714286,-0.0366683791636134
"ENSMUSG00000030055",0.485714285714286,0.131891181803767
"ENSMUSG00000030059",0.342857142857143,-0.0818481197505196
"ENSMUSG00000030094",0.2,0.120049835754841
"ENSMUSG00000030102",0.485714285714286,0.235945221087157
"ENSMUSG00000030104",0.485714285714286,-0.0547709269723212
"ENSMUSG00000030224",0.2,-0.118238890216663
"ENSMUSG00000030243",0.342857142857143,-0.0942179241128263
"ENSMUSG00000030256",0.342857142857143,0.0852791059568783
"ENSMUSG00000030259",0.685714285714286,0.0451691141379401
"ENSMUSG00000030283",0.342857142857143,0.0553941086026194
"ENSMUSG00000030335",0.342857142857143,0.0383480891738657
"ENSMUSG00000030341",0.485714285714286,-0.10108905275411
"ENSMUSG00000030342",0.0285714285714286,-0.22562895500369
"ENSMUSG00000030400",0.485714285714286,-0.0219667572790736
"ENSMUSG00000030553",0.485714285714286,-0.00199271405038606
"ENSMUSG00000030583",0.0571428571428571,0.335505980661192
"ENSMUSG00000030592",0.685714285714286,0.197486531246735
"ENSMUSG00000030607",0.685714285714286,0.203228936434154
"ENSMUSG00000030654",1,-0.0266003822072667
"ENSMUSG00000030681",0.2,0.198570791719478
"ENSMUSG00000030757",0.485714285714286,0.0602836303964253
"ENSMUSG00000030770",0.685714285714286,0.0475835148121606
"ENSMUSG00000030805",0.885714285714286,-0.0370319788874489
"ENSMUSG00000030826",0.342857142857143,-0.0100526842906707
"ENSMUSG00000030835",0.2,0.142528813818858
"ENSMUSG00000030844",0.885714285714286,0.0112724414181203
"ENSMUSG00000030862",0.885714285714286,-0.0982874750394453
"ENSMUSG00000031007",0.2,-0.164605829203433
"ENSMUSG00000031023",0.685714285714286,0.0606716198654907
"ENSMUSG00000031149",0.685714285714286,-0.102347032798192
"ENSMUSG00000031453",0.342857142857143,-0.0212724155623024
"ENSMUSG00000031486",0.485714285714286,0.0566706672070432
"ENSMUSG00000031487",0.485714285714286,-0.0650130561030142
"ENSMUSG00000031503",0.342857142857143,0.294965287570739
"ENSMUSG00000031508",1,-0.0182344363144684
"ENSMUSG00000031517",0.2,-0.201813669135323
"ENSMUSG00000031605",0.2,-0.126531513874193
"ENSMUSG00000031654",0.342857142857143,0.684909482994875
"ENSMUSG00000031660",0.342857142857143,-0.0264277280238377
"ENSMUSG00000031700",0.342857142857143,0.0696454080688683
"ENSMUSG00000031701",0.2,-0.143675622051033
"ENSMUSG00000031714",0.342857142857143,0.00997352409861267
"ENSMUSG00000031729",0.685714285714286,0.0756153824779115
"ENSMUSG00000031751",0.685714285714286,-0.0435748278781768
"ENSMUSG00000031865",0.0571428571428571,0.133253663748381
"ENSMUSG00000031875",0.2,0.126310222742681
"ENSMUSG00000031948",0.342857142857143,-0.0428461766185815
"ENSMUSG00000031950",0.485714285714286,-0.0879600521066499
"ENSMUSG00000031954",0.2,-0.176870889734305
"ENSMUSG00000031962",0.485714285714286,0.20852112533823
"ENSMUSG00000031980",0.2,0.44536789086244
"ENSMUSG00000032002",0.2,-0.257164543209073
"ENSMUSG00000032021",1,1.61463280523292
"ENSMUSG00000032030",0.685714285714286,-0.0249619847855323
"ENSMUSG00000032033",0.0285714285714286,-0.551146935121352
"ENSMUSG00000032085",0.685714285714286,0.206736024599728
"ENSMUSG00000032179",0.485714285714286,0.217142339495923
"ENSMUSG00000032187",0.685714285714286,0.0533945696176508
"ENSMUSG00000032198",0.885714285714286,0.1593939567258
"ENSMUSG00000032290",0.485714285714286,0.0304807480892761
"ENSMUSG00000032313",0.485714285714286,0.0215607564596975
"ENSMUSG00000032338",0.685714285714286,0.122063369618957
"ENSMUSG00000032375",0.2,-0.153657893151116
"ENSMUSG00000032458",0.485714285714286,-0.0476243716277797
"ENSMUSG00000032531",0.114285714285714,0.191673989221502
"ENSMUSG00000032744",0.485714285714286,0.107478810553936
"ENSMUSG00000032782",0.342857142857143,0.0220413245217862
"ENSMUSG00000032854",0.685714285714286,-0.172829098765035
"ENSMUSG00000032913",0.485714285714286,0.0154328323789465
"ENSMUSG00000033060",0.2,0.101330261877272
"ENSMUSG00000033083",0.2,0.267375463494021
"ENSMUSG00000033088",0.114285714285714,0.262142014948858
"ENSMUSG00000033152",1,0.0371716525023837
"ENSMUSG00000033272",0.885714285714286,-0.016223381314338
"ENSMUSG00000033405",0.2,0.420488862907403
"ENSMUSG00000033478",0.2,0.094481567910665
"ENSMUSG00000033488",0.485714285714286,0.167864397655059
"ENSMUSG00000033565",0.2,0.103527297168787
"ENSMUSG00000033585",0.485714285714286,0.0229608730534827
"ENSMUSG00000033597",0.2,0.200795615353626
"ENSMUSG00000033774",0.2,-0.29124062106754
"ENSMUSG00000033933",0.342857142857143,-0.119085225910363
"ENSMUSG00000034021",0.485714285714286,-0.0870861434295154
"ENSMUSG00000034024",0.685714285714286,-0.0783840579709776
"ENSMUSG00000034201",0.0285714285714286,0.13944498189861
"ENSMUSG00000034248",0.485714285714286,-0.0154144974060243
"ENSMUSG00000034312",0.2,0.131186800522538
"ENSMUSG00000034390",0.485714285714286,0.0912217961345893
"ENSMUSG00000034401",0.342857142857143,-0.104450657802127
"ENSMUSG00000034403",0.685714285714286,-0.0577754356500024
"ENSMUSG00000034518",0.2,0.32378262420801
"ENSMUSG00000034616",0.685714285714286,0.180398672925216
"ENSMUSG00000034800",0.685714285714286,-0.127873181472072
"ENSMUSG00000034853",0.0285714285714286,0.292983587963897
"ENSMUSG00000034880",0.2,-0.0641740428612873
"ENSMUSG00000034917",0.2,0.99642910096875
"ENSMUSG00000034949",0.685714285714286,0.111592276473512
"ENSMUSG00000035126",0.485714285714286,0.0952014027168766
"ENSMUSG00000035142",0.685714285714286,-0.021409073649502
"ENSMUSG00000035237",1,0.0181368234026025
"ENSMUSG00000035238",0.2,-0.885714756887869
"ENSMUSG00000035273",0.485714285714286,-0.252825353752553
"ENSMUSG00000035329",0.485714285714286,-0.157930314709591
"ENSMUSG00000035392",0.2,0.0959098756317105
"ENSMUSG00000035486",0.685714285714286,0.0575160155382462
"ENSMUSG00000035509",0.485714285714286,0.165405712648248
"ENSMUSG00000035580",0.485714285714286,-0.519926126832098
"ENSMUSG00000035704",0.342857142857143,-0.00764146020321283
"ENSMUSG00000035754",0.485714285714286,-0.0561777964261275
"ENSMUSG00000035762",0.0571428571428571,-0.21193313392558
"ENSMUSG00000035829",0.2,0.122686979845611
"ENSMUSG00000035847",0.885714285714286,-0.0411674947979489
"ENSMUSG00000036103",0.342857142857143,0.185082178508323
"ENSMUSG00000036112",0.342857142857143,-0.0187246941787519
"ENSMUSG00000036181",0.885714285714286,-0.0900476380884578
"ENSMUSG00000036275",0.0285714285714286,-0.114814731524381
"ENSMUSG00000036281",0.685714285714286,0.158853685280687
"ENSMUSG00000036403",0.685714285714286,0.148121516623375
"ENSMUSG00000036555",0.685714285714286,0.16297502696438
"ENSMUSG00000036594",0.2,-0.507277473816147
"ENSMUSG00000036599",0.342857142857143,0.0385434622141741
"ENSMUSG00000036622",0.0285714285714286,0.153621453709938
"ENSMUSG00000036632",0.685714285714286,0.081264355329312
"ENSMUSG00000036707",0.2,-0.134979606442722
"ENSMUSG00000036777",0.2,-0.157271881783109
"ENSMUSG00000036779",1,0.0436371077168426
"ENSMUSG00000036834",0.342857142857143,0.272312063403571
"ENSMUSG00000036975",0.114285714285714,-0.386868057850551
"ENSMUSG00000037325",0.342857142857143,-0.0981333135677844
"ENSMUSG00000037337",0.342857142857143,-0.169604480904853
"ENSMUSG00000037364",0.2,0.135260854654943
"ENSMUSG00000037405",0.342857142857143,-0.978928448493555
"ENSMUSG00000037432",0.485714285714286,0.0505714353163079
"ENSMUSG00000037656",0.2,0.147792445409415
"ENSMUSG00000037709",0.485714285714286,0.0789909319864054
"ENSMUSG00000037747",0.2,-0.0753620348368486
"ENSMUSG00000037846",0.2,-0.175658150862991
"ENSMUSG00000037958",0.2,-0.0983403578136568
"ENSMUSG00000037965",0.485714285714286,-0.0433730914215783
"ENSMUSG00000037979",0.685714285714286,0.0932902370890484
"ENSMUSG00000038069",1,-0.056332770197039
"ENSMUSG00000038070",0.885714285714286,-0.00681281809095574
"ENSMUSG00000038077",0.885714285714286,-0.0472584832013504
"ENSMUSG00000038126",0.885714285714286,0.113084823990594
"ENSMUSG00000038256",0.114285714285714,0.186235750390283
"ENSMUSG00000038271",0.685714285714286,0.12208958880238
"ENSMUSG00000038346",0.685714285714286,0.129656891947091
"ENSMUSG00000038374",0.342857142857143,0.00722241481180441
"ENSMUSG00000038388",0.342857142857143,0.0108840942989052
"ENSMUSG00000038417",0.685714285714286,0.0292009852655999
"ENSMUSG00000038486",0.885714285714286,0.0280305189621678
"ENSMUSG00000038500",0.485714285714286,-0.0106448129073666
"ENSMUSG00000038518",0.0571428571428571,0.204244560893573
"ENSMUSG00000038539",0.342857142857143,-0.0867690842528641
"ENSMUSG00000038604",0.2,0.0855912523173626
"ENSMUSG00000038733",0.2,0.090851598535247
"ENSMUSG00000038760",0.2,-0.21858252274089
"ENSMUSG00000038811",0.342857142857143,-0.216248650464804
"ENSMUSG00000038866",0.685714285714286,-0.0232416485426221
"ENSMUSG00000038886",0.0571428571428571,0.259591245057534
"ENSMUSG00000039047",0.485714285714286,0.0443468421282358
"ENSMUSG00000039148",0.685714285714286,0.088308070141571
"ENSMUSG00000039218",0.685714285714286,0.170023837436017
"ENSMUSG00000039221",0.0285714285714286,-0.359346350220871
"ENSMUSG00000039529",0.685714285714286,-0.0770773644837233
"ENSMUSG00000039533",0.485714285714286,-0.10092285897603
"ENSMUSG00000039611",0.2,-0.152380427321338
"ENSMUSG00000039629",0.342857142857143,0.090798751021794
"ENSMUSG00000039660",0.885714285714286,0.0110663262657746
"ENSMUSG00000039756",0.485714285714286,0.0511904372492847
"ENSMUSG00000039809",0.2,0.12251472673231
"ENSMUSG00000039824",0.485714285714286,-0.0243758293086922
"ENSMUSG00000039831",0.2,-0.246981558803269
"ENSMUSG00000039968",1,-0.0099931102085397
"ENSMUSG00000040010",0.885714285714286,0.11931094298158
"ENSMUSG00000040034",0.0285714285714286,-0.534387613702663
"ENSMUSG00000040139",0.342857142857143,-0.0655336642097498
"ENSMUSG00000040212",0.2,0.243246308948115
