"","Pval","log2FoldChange_BCH_vs_BPFC"
"ENSMUSG00000030307",0.34479468375358,0.160889724331312
"ENSMUSG00000030317",0.262689335987941,0.264807231665488
"ENSMUSG00000030407",0.0245786322528874,0.132212355869954
"ENSMUSG00000030446",0.476202207956417,-0.0998463899243288
"ENSMUSG00000030469",0.759451979963164,-0.0372322270286212
"ENSMUSG00000030495",0.0969747348158603,0.152766265805661
"ENSMUSG00000030519",0.828532503083845,0.0241603410621727
"ENSMUSG00000030554",0.956735971315674,-0.00600838097806908
"ENSMUSG00000030652",0.813987272467769,0.0347108266341376
"ENSMUSG00000030662",0.233051762955201,-0.0845952900015763
"ENSMUSG00000030691",0.511471855979311,0.0696499147854828
"ENSMUSG00000030733",0.958552519185013,0.002193315782024
"ENSMUSG00000030779",0.939849779697199,0.00557604213404068
"ENSMUSG00000030830",0.186133654673295,-0.975157072583947
"ENSMUSG00000030871",0.409214922724857,0.146957028938324
"ENSMUSG00000030881",0.585530823623534,-0.0265684134855189
"ENSMUSG00000030917",0.112020119395271,-0.174747913984004
"ENSMUSG00000030930",0.137690931396443,0.14849215080987
"ENSMUSG00000031075",0.775742678361185,0.0543865706903359
"ENSMUSG00000031111",0.186002775479964,0.329843057151152
"ENSMUSG00000031200",0.721490552862278,0.175036772475252
"ENSMUSG00000031216",0.28835509937447,-0.0566839454724892
"ENSMUSG00000031273",0.308418431950758,0.449967110584616
"ENSMUSG00000031278",0.379959938873922,-0.108221768103675
"ENSMUSG00000031365",0.116316096607819,0.19922766747132
"ENSMUSG00000031380",0.444987905432269,-0.145891401028981
"ENSMUSG00000031388",0.243837203287994,-0.12939078299496
"ENSMUSG00000031433",0.540127136368731,-0.179986246876402
"ENSMUSG00000031504",0.14496530565126,-1.01837365724664
"ENSMUSG00000031516",0.348744357249273,-0.0540462036144045
"ENSMUSG00000031527",0.52880293151654,0.101891114282892
"ENSMUSG00000031574",0.936172121531351,-0.0171786053559373
"ENSMUSG00000031604",0.683134108855302,-0.041002963210315
"ENSMUSG00000031627",0.0203420603218318,0.236464886165258
"ENSMUSG00000031641",0.169367643524787,-0.151946048278084
"ENSMUSG00000031652",0.231829736474916,0.135722706123769
"ENSMUSG00000031657",0.246247638209222,-0.0782222311604142
"ENSMUSG00000031684",0.459729613008728,0.141715050973039
"ENSMUSG00000031688",0.454545685819844,0.694872412281706
"ENSMUSG00000031711",0.366377194749848,0.0736571992179034
"ENSMUSG00000031760",0.92622900631286,0.0164552614228201
"ENSMUSG00000031775",0.814918306966639,-0.0208522873722565
"ENSMUSG00000031787",0.338020145115416,0.080249095259559
"ENSMUSG00000031791",0.650943870254005,-0.056893779187312
"ENSMUSG00000031812",0.488814112813331,-0.0760056258992289
"ENSMUSG00000031820",0.929234224956468,0.0138562576716276
"ENSMUSG00000031834",0.925070500156441,-0.00892012427227762
"ENSMUSG00000031840",0.960012702996728,-0.00628378458665969
"ENSMUSG00000031910",0.191895172504837,0.37093596565227
"ENSMUSG00000031924",0.277601383155034,-0.0677933732945218
"ENSMUSG00000031932",0.467181049426789,-0.0691674476047002
"ENSMUSG00000031949",0.512254265059071,0.141716312091184
"ENSMUSG00000031963",0.230688022029153,-0.171314870212157
"ENSMUSG00000031974",0.79735373342748,-0.0320334751511741
"ENSMUSG00000032000",0.274414961534583,-0.665489507286867
"ENSMUSG00000032010",0.672072547565167,-0.052492535096308
"ENSMUSG00000032046",0.77637777231377,-0.0359402231841668
"ENSMUSG00000032067",0.73908010129643,-0.0360117994065554
"ENSMUSG00000032121",0.743357757312844,-0.0213846457568003
