"","log2FoldChange","pvalue","padj","BInt_390","BInt_391","BInt_392","BInt_398","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000017978",0.412904367522655,0.0132967854160078,0.0974910149066289,947.121255030171,721.472960801083,1102.50823175791,752.225843834531,1064.4276841645,1287.4120212388,1099.22395083027,1244.89672798312,"Cadps2"
"ENSMUSG00000017999",-0.250904114803939,0.145415865416376,0.341313087695672,775.495255796516,758.862154547012,688.959725092257,545.547334440664,625.295593542661,630.097875865753,621.841225447932,447.637378649774,"Ddx27"
"ENSMUSG00000018001",0.313199131077687,0.0781368711562513,0.239723538286055,654.721404483944,365.583227737977,496.430879609082,505.680413846923,642.219548353645,621.850521469604,588.357467154582,663.877557049439,"Cyth3"
"ENSMUSG00000018008",-0.191410599970449,0.263002641837352,0.481056937216465,281.805653062668,303.267904828094,272.821144272122,324.181012196472,252.077853237284,220.204362377168,323.357437232924,239.480945237012,"Cyth4"
"ENSMUSG00000018012",-0.230994172452032,0.158748429882393,0.359775448088616,448.134553554544,497.137798325506,336.709640082682,494.139989464525,363.419661204282,382.677243981295,405.631814753728,358.716183793837,"Rac3"
"ENSMUSG00000018040",-0.115401133306284,0.378249979335924,0.591396898267165,2475.86395190773,3097.76394109793,2454.5269403976,2917.62910976825,2342.63163962564,2429.67060510538,2565.812564079,2763.63031739759,"Rrp7a"
"ENSMUSG00000018042",-0.40069028024019,0.00957364413812162,0.0835171977695381,1570.06006706344,2307.0517326192,1599.80246941849,1792.96229722903,1339.66463345892,1304.73146547071,1332.65358007534,1526.81733440137,"Cyb5r3"
"ENSMUSG00000018068",0.235780314440402,0.313447706407598,0.530789594101896,278.627393817601,276.956990710588,253.827267139253,151.074646460492,328.681017118578,285.358462106742,320.48740080778,195.020347809044,"Ints2"
"ENSMUSG00000018076",0.309805995610495,0.0518843154206112,0.191117209708829,1254.35298205338,1024.74086562918,940.196918077027,872.875735105063,1222.97841870951,1407.82339542257,1373.79076883574,1066.04387014788,"Med13l"
"ENSMUSG00000018102",-0.3571064606349,0.0672517031406092,0.220677116007473,474.620047263441,898.725434855859,599.170487736875,709.211534772864,475.652203635016,494.841263768916,532.870096268458,588.09244779722,"H2bc4"
"ENSMUSG00000018126",-0.474493659311242,0.0688096830335708,0.223326101443276,168.447739988587,200.793818265177,100.149533973311,173.10636573598,147.861920980173,100.617723633013,130.108317939875,81.8479179923965,"Baiap2l2"
"ENSMUSG00000018143",0.116020951624084,0.495523781091462,0.69104031508957,238.369443380077,225.71994742913,194.255561586163,267.528019773787,244.951977527396,281.234784908667,217.166089502585,258.679839580908,"Mafk"
"ENSMUSG00000018160",0.118062585907354,0.447149643722651,0.650181972810889,727.821367120501,545.605271699859,676.87271237134,565.480794737535,571.851525718502,701.849859112246,745.252791729137,714.400963217584,"Med1"
"ENSMUSG00000018166",0.220386570623841,0.256075882876995,0.473668868822533,221.418727406382,177.252474054777,132.093781878591,167.860718289435,195.070847558181,211.957007981019,220.03612592773,184.915666575414,"Erbb3"
"ENSMUSG00000018167",0.0733788186910819,0.644121847723621,0.798984217049117,755.366280577754,508.21607795393,598.307129685381,745.931066898677,656.471299773421,715.045626146083,712.725712244168,661.856620802713,"Stard3"
"ENSMUSG00000018169",-0.232822810196992,0.333397837741594,0.548126531288915,64.6246046497097,76.1631724454118,68.2052860680304,73.4390642516279,54.3348022878951,75.0509250049522,59.3140861196489,50.523406168146,"Mfng"
"ENSMUSG00000018171",0.0128797948808741,0.930691987440046,0.96427681660693,1666.46726416382,1686.66807342748,2269.76831737787,1999.6408066229,1687.94180877969,1864.7268289692,2127.65366984031,2014.87343798566,"Vmp1"
"ENSMUSG00000018189",-0.0309597670973,0.856383537427596,0.924618445647426,645.186626748741,783.788283710965,886.668718884396,618.986398692292,668.050847801989,723.292980542232,615.144473789262,866.981649845386,"Uchl5"
"ENSMUSG00000018196",0.140201487588138,0.223290164515113,0.437947141308445,1110.27189627698,1171.52807070579,1057.61361308022,1059.62078420206,1140.14011358206,1241.22683662036,1302.99653701551,1161.027873744,"Glrx2"
"ENSMUSG00000018199",0.00662701876209604,0.972104583160173,0.985233718226185,857.07057641992,1505.26124451205,1057.61361308022,1090.04553939202,1019.00022651397,1047.41400831087,1057.13008326148,1404.55069147446,"Ro60"
"ENSMUSG00000018209",0.43595108552618,0.0466060487298339,0.179993275756506,518.056256946033,243.722151825318,543.915572441255,403.914853383953,571.851525718502,596.283722841544,590.270824771344,559.799340343058,"Stk4"
"ENSMUSG00000018217",0.0694974372854917,0.732015922221425,0.855187930433336,325.24186274526,270.033065942824,474.846928321731,362.998803300904,327.790282654842,367.007270628613,340.57765578379,472.899081733847,"Pmp22"
"ENSMUSG00000018238",-0.535521889326606,0.226633720408396,0.442343500935509,10.594197483559,30.4652689781647,31.9442479052801,19.9334602968704,16.9239548109837,16.4947087922972,12.4368245089586,18.1884262205326,"Gdf9"
"ENSMUSG00000018239",-0.214280083237032,0.327150074315249,0.543197247600156,135.605727789555,268.648280989271,208.069290410068,202.481991436631,167.458079182365,151.751320889134,179.855615975709,202.093624672584,"Zcchc10"
"ENSMUSG00000018286",-0.656788273313607,0.00133453048007822,0.0350697035237585,2064.80908954564,4357.91824883111,2581.44057396723,2938.61169955442,1777.90598961703,1813.59323171308,1904.74750748743,2076.5119935108,"Psmb6"
"ENSMUSG00000018287",-0.46538407186573,0.00244641618446737,0.0458305421028839,923.814020566341,1271.2325873616,1172.44023392893,1125.71594202852,807.005424144802,786.797609392576,703.158924160354,956.913312824685,"Spag7"
"ENSMUSG00000018293",-0.393991445529857,0.0148458248121867,0.103690376881616,3475.9561943557,5529.4463195369,3637.32747094446,4116.7841160484,3031.16938009356,3108.42787190841,3258.44802134716,3352.73323331817,"Pfn1"
"ENSMUSG00000018322",-0.0695252548064419,0.624865492843362,0.785290038982231,1369.82973462417,1159.06500612381,1671.46118769249,1269.44668206385,1263.06146957763,1288.23675667841,1324.0434707999,1341.90166782596,"Tomm34"
"ENSMUSG00000018326",0.00236415392593547,0.983852638341303,0.991535456371529,9914.05000511448,11554.6456524457,11909.160962309,10693.7768845263,10426.0468980297,10369.3986822776,11452.4020151341,11897.251684475,"Ywhab"
"ENSMUSG00000018334",0.145307477335574,0.518011958833192,0.709105124117936,1423.86014179032,595.457530027765,954.874004952426,941.069151910146,1176.66022659524,1142.25858386658,1120.27088461466,893.253821052821,"Ksr1"
"ENSMUSG00000018339",-0.260729055943035,0.296967385584578,0.514243444335094,316.766504758413,652.233713123436,297.858527765449,454.273068870784,287.707231786723,323.296292329025,367.36466241847,455.721123636677,"Gpx3"
"ENSMUSG00000018340",-0.118122586537572,0.262208539811632,0.480204955214291,2315.89156990599,2250.27554952353,2293.94234281971,2230.44929427087,1975.64904056641,2047.8180965637,2088.42983869667,2265.46953257967,"Anxa6"
"ENSMUSG00000018341",-0.504434222640966,0.217487156386915,0.430544098916253,19.0695554704061,59.5457530027765,25.0373834933276,44.0634385509767,16.9239548109837,28.0410049469052,25.8303278262987,32.3349799476134,"Il12rb2"
"ENSMUSG00000018347",-0.0564927792321094,0.727787797910537,0.852973519559679,266.973776585686,238.183012011106,252.963909087758,282.215832624113,244.06124306366,235.87433572985,221.949483544493,300.109032638787,"Zkscan6"
"ENSMUSG00000018362",0.0928464744062222,0.642409905413115,0.798327574328164,290.281011049516,288.035270339012,454.989693137368,268.577149263096,325.118079263634,399.171952773592,305.180539873677,361.747588163925,"Kpna2"
"ENSMUSG00000018363",0.501110487608053,0.00248660431543676,0.0464801692700171,458.728751038103,312.961399502965,437.722532107487,324.181012196472,560.271977689934,545.150125585422,513.73652010083,555.757467849606,"Smurf2"
"ENSMUSG00000018372",-0.107113510624102,0.499712065018626,0.694123628142365,218.240468161315,210.487312940047,244.330328572818,226.611969690737,212.8855368329,188.864415671803,236.299665670214,199.062220302495,"Cep95"
"ENSMUSG00000018377",0.112770317417377,0.364949093289943,0.57921932230989,623.998231781623,588.53360526,658.742193289965,575.972089630624,681.411864758028,646.59258465805,615.144473789262,705.306750107318,"Vezf1"
"ENSMUSG00000018378",-0.405140348617515,0.0297343146275814,0.143417612075655,1193.96605639709,1550.95914797929,858.177903185092,1211.74456015186,918.3472321118,1020.19773880358,939.458589830568,753.809220028738,"Cuedc1"
