"","log2FoldChange","pvalue","padj","BInt_390","BInt_391","BInt_392","BInt_398","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000084202",-1.32111484934123,0.00251793801066173,0.0468600275557936,22.2478147154738,77.5479573989647,28.4908156993039,44.0634385509767,21.3776271296636,11.546296154608,16.2635397424844,19.1988943438955,"Gm5398"
"ENSMUSG00000084383",-1.84910924603034,0.00123598983358029,0.0343804969239323,21.1883949671179,96.9349467487059,20.7205932358574,39.8669205937409,8.01661017362386,4.1236771980743,17.2202185508658,20.2093624672584,"Gm13370"
"ENSMUSG00000084911",1.90818404289444,6.17847169676139e-06,0.00243875508414593,14.8318764769825,9.69349467487059,17.2671610298811,4.19651795723588,38.3015819406473,47.009920058047,55.4873708861231,34.3559161943393,"Gm16185"
"ENSMUSG00000084947",-1.93851047847491,1.72057168579698e-05,0.00431421060415837,51.9115676694389,260.339571267953,94.9693856643462,95.4707835271163,25.8312994483436,14.8452379130675,44.9639039939274,45.4710655513314,"Gm15594"
"ENSMUSG00000085456",-2.01849616652883,0.000140438295587394,0.0138685556637651,21.1883949671179,106.628441423577,36.2610381627504,29.3756257006512,14.2517514197758,14.0205024734526,4.78339404190717,14.1465537270809,"Gm15398"
"ENSMUSG00000085791",-1.18051899528953,0.000962688292449614,0.0323452170515324,60.3869256562861,164.7894094728,98.4228178703224,84.9794886340266,39.1923164043833,28.0410049469052,39.2238311436388,73.7641730054932,"Rpl30-ps9"
"ENSMUSG00000086446",-1.20934981963394,0.000487880956724116,0.0257155752324975,143.021666028046,350.350593248894,123.46020136365,125.895538717076,65.9143503164629,54.4325390145807,88.9711291794733,111.151493569921,"Prkag2os1"
"ENSMUSG00000086567",-1.20291621973257,0.00166272089649599,0.0382679199689592,74.1593823849127,275.572205757035,79.4289407374532,93.3725245484983,63.2421469252549,53.6078035749659,62.1841225447932,46.4815336746943,"Gm2830"
"ENSMUSG00000086905",1.58461239089247,0.00057443314163592,0.02725536786605,30.723172702321,9.69349467487059,14.677086875399,14.6878128503256,47.2089265780072,90.7208983576346,48.7906192274531,23.2407668373472,"Gm13716"
"ENSMUSG00000086965",1.73462220069402,0.000209361692394268,0.01709170430188,13.7724567286266,5.53913981421177,10.3602966179287,7.34390642516279,30.2849717670235,42.8862428599727,17.2202185508658,34.3559161943393,"Rtl10"
