"","BCH_309","BCH_313","BCH_314","BCH_317","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000000001",623.3763483412,678.52910248594,641.075864189731,530.964004109019,640.73133627502,636.390056813056,557.581115103347,609.353679812019,"Gnai3"
"ENSMUSG00000000028",31.7933292414455,59.8418269617757,30.6687527621631,39.739509663045,38.7762480166439,37.3348833330326,21.6727641912962,20.7970539184989,"Cdc45"
"ENSMUSG00000000037",32.9288052857829,18.3386243915119,14.839719078466,19.8697548315225,44.3157120190216,22.0615219695193,22.6578898363551,10.3985269592495,"Scml2"
"ENSMUSG00000000056",865.232745785053,956.504040630963,855.757133524873,704.272421250632,812.454720348728,847.67155567499,823.565039269254,801.726428558134,"Narf"
"ENSMUSG00000000058",429.209944759515,386.076302979198,547.09097669278,400.706722435704,438.540900188234,437.836359087382,484.681817368987,682.143368526765,"Cav2"
"ENSMUSG00000000078",874.316554139752,735.475357175372,850.810560498718,772.712687892543,881.69802037845,755.182867418159,776.279008306426,871.396559185105,"Klf6"
"ENSMUSG00000000085",844.794176986981,846.472294281891,769.68676286977,876.476963123827,833.689332357843,878.218278402017,757.561621050307,744.534530282262,"Scmh1"
"ENSMUSG00000000088",1501.09933061396,1366.71011254636,1757.02273889037,1876.58795631046,1796.63282477117,1630.00706551717,1769.28565852581,2123.37920507874,"Cox5a"
"ENSMUSG00000000093",28.3869011084335,42.4683933277118,40.5618988144737,20.9736300999404,25.8508320110959,34.7893231057804,30.5388949968264,34.3151389655232,"Tbx2"
"ENSMUSG00000000120",130.579745098794,87.8323589277675,111.792550391111,96.0371483523589,92.3244000396282,123.035410983857,66.9885438640063,99.8258588087949,"Ngfr"
"ENSMUSG00000000125",59.0447543055417,70.4589252937036,104.867348154493,97.1410236207768,82.1687160352691,45.82008409054,57.1372874134172,80.0686575862209,"Wnt3"
"ENSMUSG00000000126",280.462582951323,164.082428766159,217.649213150835,200.905298852061,230.811000099071,291.042385982504,256.132667715318,206.930686489064,"Wnt9a"
"ENSMUSG00000000127",220.282352601444,295.348371779086,158.290336836971,189.866546167882,244.659660105015,237.585621210207,214.757390622844,227.727740407563,"Fer"
"ENSMUSG00000000131",1583.98908185059,1596.42551281898,1489.90779547799,1632.6315219901,1469.80444863088,1476.42493180629,1457.9859546872,1337.25056695948,"Xpo6"
"ENSMUSG00000000134",672.201818247706,640.886662945469,629.204088926959,718.622799740065,664.735680285323,700.029062494361,653.138302674062,645.748524169392,"Tfe3"
"ENSMUSG00000000142",548.434929414935,538.576442655981,451.127459985366,421.680352535645,455.159292195367,446.32155984489,457.098299307337,355.629622006332,"Axin2"
"ENSMUSG00000000148",462.138750045298,438.19660388139,403.640358934275,380.836967604182,375.760308161287,397.955915527097,353.660106576151,259.963173981237,"Brat1"
"ENSMUSG00000000149",2300.47446582745,2233.45141273466,1928.17416559535,2099.57076053088,1982.20486885082,2172.2113939219,2077.62998542925,2285.59622564303,"Gna12"
"ENSMUSG00000000167",23.8449969310842,26.0601504510959,29.679438156932,46.3627612735526,17.5416360075294,30.5467227270267,28.5686437067086,33.2752862695983,"Pih1d2"
"ENSMUSG00000000168",1643.03383615613,1749.89084325321,1819.34955901993,1822.49806815798,1763.3960407569,1653.76562763819,1750.56827126969,1984.0389438248,"Dlat"
"ENSMUSG00000000171",1026.47034408096,1048.19716258852,1023.94061641415,1051.99313080228,1145.74580449179,1094.59089771846,1048.17368634269,1348.68894661466,"Sdhd"
