"","BCH_309","BCH_313","BCH_314","BCH_317","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000022744",1272.86864570216,1197.80172999296,1186.18821167205,1078.48613724431,1219.60532452349,1247.32451135359,1250.12444357977,1263.42102554881,"Cldnd1"
"ENSMUSG00000022747",220.282352601444,203.655249821527,210.724010914217,172.204541873195,206.806656088767,203.644818180178,159.590354499544,212.129949968689,"St3gal6"
"ENSMUSG00000022748",219.146876557107,183.386243915119,183.023201967747,234.021556904599,223.4250480959,184.977376513661,236.43015481414,257.883468589387,"Cmss1"
"ENSMUSG00000022749",660.847057804332,632.199946128437,640.0865495845,508.88649874066,577.027500247676,588.024412495263,654.12342831912,483.5315036051,"Tbc1d23"
"ENSMUSG00000022750",1419.34505542168,1303.97271331224,1445.38863824259,1282.70306190162,1335.93406857342,1465.39417082153,1466.85208549273,1535.86243188115,"Klhl22"
"ENSMUSG00000022751",165.779502473252,143.813422859751,135.536100916656,140.192159089076,186.495288080049,169.704015150148,142.843218533543,141.419966645793,"Nit2"
"ENSMUSG00000022752",2847.77391919805,2994.98692036113,2879.89481582764,2443.97984427727,2784.50390519519,2883.27121740102,3157.32769241383,3280.73525564321,"Tomm70a"
"ENSMUSG00000022753",14.7611885763854,13.5126706042719,11.8717752627728,17.6620042946867,8.30919600356654,20.3644818180178,8.86613080553025,4.15941078369979,"Tmem30c"
"ENSMUSG00000022754",17.0321406650601,5.79114454468797,17.8076628941592,7.72712687892543,12.925416005548,13.5763212120119,11.821507740707,25.9963173981237,"Tmem45a"
"ENSMUSG00000022756",909.51631151421,857.089392613819,988.325290625836,1042.05825338651,1075.57926046167,970.706966658847,1067.87619924387,1087.68591993749,"Slc7a4"
"ENSMUSG00000022757",801.646087302162,845.507103524443,774.633335895925,895.242842686932,744.134664319404,705.120182948866,702.394584927007,839.161125611432,"Tfg"
"ENSMUSG00000022758",146.476409719517,145.743804374647,146.418561574198,117.010778452299,120.021720051517,120.489850756605,109.34894660154,95.6664480250951,"P2rx6"
"ENSMUSG00000022759",40.8771375961443,27.0253412085439,21.7649213150835,23.1813806367763,27.6973200118885,18.6674416665163,16.7471359660016,25.9963173981237,"Lrrc74b"
"ENSMUSG00000022760",325.881624724817,262.531886025855,344.281482620411,386.356343946271,377.60679616208,375.894393557578,399.96101189392,421.140341849603,"Thap7"
"ENSMUSG00000022761",2599.10466548817,2535.55611981588,2764.1450070156,2544.4324937033,2802.04554120272,2860.36117535575,2712.0509008472,2547.63910501612,"Lztr1"
"ENSMUSG00000022762",641.543965050597,719.067114298756,745.943212344224,429.40747941457,539.174496231429,836.64079469023,681.70694638077,544.882812664672,"Ncam2"
"ENSMUSG00000022763",2819.38701808962,2472.81872058176,2143.84474953572,2535.60149155596,2310.87973299189,2495.49754278293,2455.91823313188,1575.37683432629,"Aifm3"
"ENSMUSG00000022765",420.126136404816,446.883320698422,409.576246565662,453.692735319764,476.393904204482,388.622194693839,426.559404310511,344.191242351157,"Snap29"
"ENSMUSG00000022766",59.0447543055417,55.9810639319837,42.5405280249359,60.7131397629855,56.3178840241732,60.2449253783026,40.3901514474156,74.8693941065961,"Serpind1"
"ENSMUSG00000022768",38.6061855074696,31.8512949957838,32.6473819726252,32.0123827841196,33.2367840142662,53.4567647722967,50.2414078980047,40.5542551410729,"Ccdc116"
"ENSMUSG00000022769",196.43735567036,313.686996170598,271.072201833312,335.578081599047,277.896444119281,209.584458710433,264.01367287579,371.227412445206,"Sdf2l1"
"ENSMUSG00000022770",2591.15633317781,2630.14481404579,2761.17706319991,2445.08371954569,2530.61180508621,2610.04775300928,2753.42617793967,2679.70039739859,"Dlg1"
"ENSMUSG00000022771",1292.17173845589,1232.54859726109,1327.66020022009,1169.00390925458,1277.76969654845,1349.99544051943,1344.69650550542,1236.38485545476,"Ppil2"
"ENSMUSG00000022772",978.780350218788,1176.56753332911,999.207751283378,893.035092150096,875.235312375676,1012.28445037063,960.497503932444,831.882156739957,"Senp5"
"ENSMUSG00000022773",423.532564537828,360.016152528102,446.180886959211,357.655586967405,500.398248214785,451.412680299394,402.916388829097,352.510063918557,"Ypel1"
"ENSMUSG00000022774",975.373922085775,1064.60540546514,879.500684050418,830.114201850274,1001.71974042997,1072.52937574894,1002.85790666998,983.700650344999,"Ncbp2"
"ENSMUSG00000022779",669.930866159031,720.997495813652,717.253088792523,664.532911587587,672.121632288494,683.058660979346,740.814485084305,581.277657022045,"Top3b"
"ENSMUSG00000022780",12.4902364877107,16.4082428766159,8.9038314470796,19.8697548315225,20.3113680087182,19.515961742267,20.6876385462372,9.35867426332452,"Meltf"
"ENSMUSG00000022781",669.930866159031,873.497635490435,740.007324712838,740.700305108423,757.983324325348,705.120182948866,779.234385241603,802.766281254059,"Pak2"
"ENSMUSG00000022783",84.0252272809632,71.4241160511516,85.0810560498717,91.6216472786872,122.791452052706,94.1857284083322,59.107538703535,94.6265953291701,"Spag6l"
"ENSMUSG00000022787",216.875924468432,170.838764068295,172.140741310206,173.308417141613,170.800140073312,196.008137498421,162.545731434721,224.608182319788,"Wdr53"
"ENSMUSG00000022788",287.275439217347,453.639656000558,311.634100647786,290.319195593912,425.615484182686,371.651793178824,388.139504153213,344.191242351157,"Fgd4"
"ENSMUSG00000022789",3248.59696284913,3659.03816148535,3566.479151858,3069.87712147023,3218.42858538144,3506.08495300206,3575.02096591881,3577.09327398182,"Dnm1l"
"ENSMUSG00000022790",524.589932483851,559.810639319837,475.860325116143,508.88649874066,584.413452250847,487.050523480925,447.247042856748,514.727084482848,"Igsf11"
"ENSMUSG00000022791",6171.31230097345,5872.2205683136,5888.40053033531,7063.69784260626,5254.18160625524,5551.01833556135,5156.14762623837,5191.98451075326,"Tnk2"
"ENSMUSG00000022792",195.301879626023,168.908382553399,206.766752493293,216.359552609912,218.808828093919,224.009299998196,256.132667715318,263.082732069011,"Yars2"
"ENSMUSG00000022793",350.862097700238,321.408522230182,377.918179198268,364.278838577913,314.826204135132,329.225789391287,321.150960289207,478.332240125475,"B4galt4"
"ENSMUSG00000022797",1465.89957323951,1274.05179983135,1215.86764982898,1133.6799006652,1473.49742463247,1360.17768142844,1329.91962082954,1420.43878263348,"Tfrc"
"ENSMUSG00000022799",341.77828934554,447.84851145587,361.099830909339,508.88649874066,377.60679616208,335.165429921543,368.436991252035,348.350653134857,"Arhgap31"
"ENSMUSG00000022800",1166.13389753445,1251.85241241005,1472.10013258383,1037.64275231284,1305.46701656034,1137.01690150599,1321.05349002401,1430.83730959273,"Fyttd1"
"ENSMUSG00000022801",206.656640069396,277.974938145022,192.916348020058,176.620042946867,209.576388089956,220.615219695193,192.099500786489,148.698935517267,"Lrch3"
"ENSMUSG00000022802",245.262825576866,254.810359966271,274.040145649006,194.282047241554,240.96668410343,306.315747346017,266.969049810966,217.329213448314,"Lmln"
"ENSMUSG00000022805",52.2318980395177,42.4683933277118,37.5939549987805,60.7131397629855,39.6994920170401,56.0023249995489,47.286030962828,40.5542551410729,"Cfap91"
"ENSMUSG00000022807",263.430442286263,319.478140715286,325.484505121021,390.771845019943,290.821860124829,364.863632572819,334.942719320032,376.426675924831,"Osbpl11"
"ENSMUSG00000022808",724.433716287223,634.130327643333,750.88978537038,711.999548129557,704.435172302363,710.21130340337,693.528454121477,765.331584200761,"Snx4"
"ENSMUSG00000022811",1325.10054374168,1293.35561498031,1357.33963837702,1284.91081243846,1426.41198061226,1222.71742915682,1443.20907001131,1563.93845467112,"Zfp148"
"ENSMUSG00000022812",2626.35609055227,2838.62601765455,2681.04258017619,2836.95943983405,2379.19978902122,2572.71286967625,2594.82094908519,2620.42879373086,"Gsk3b"
"ENSMUSG00000022814",265.701394374938,243.228070876895,298.773010779782,344.40908374639,315.749448135529,317.346508330777,259.088044650495,320.274630344884,"Umps"
"ENSMUSG00000022816",635.866584828911,563.671402349629,571.823841823557,569.599638503646,637.038360273435,632.995976510053,628.510161547589,620.792059467193,"Fstl1"
"ENSMUSG00000022817",1008.30272737156,911.140075030907,1154.53014430466,1194.39304042819,1013.72191243512,1004.64776968888,1045.21830940751,1321.65277652061,"Itgb5"
"ENSMUSG00000022820",558.654213813972,471.013089634621,486.742785773685,517.717500888004,594.569136255206,591.418492798266,573.343125424289,825.643040564407,"Ndufb4"
"ENSMUSG00000022822",3484.7759800713,3559.6235134682,2655.32040044018,2692.3517796713,3179.6523373648,3429.71814618449,3232.1972414383,1905.0101389345,"Abcc5"
"ENSMUSG00000022827",136.257125320481,138.022278315063,169.172797494512,139.088283820658,146.795796063009,149.33953333213,132.006836437895,201.73142300944,"Rabl3"
"ENSMUSG00000022828",286.13996317301,310.791423898254,226.553044597914,239.540933246688,300.977544129188,323.286148861032,275.835180616497,312.995661473409,"Gtf2e1"
"ENSMUSG00000022829",264.5659183306,368.702869345134,203.7988086776,226.294430025673,216.03909609273,411.532236739109,263.028547230731,190.293043354265,"Stxbp5l"
"ENSMUSG00000022831",104.463796079035,98.4494572596955,133.557471706194,133.568907478568,133.870380057461,118.792810605104,123.140705632365,112.304091159894,"Hcls1"
"ENSMUSG00000022833",46.554517817831,52.1203009021917,56.3909324981708,36.4278838577913,54.4713960233807,39.8804435602848,58.1224130584761,45.7535186206976,"Ccdc14"
"ENSMUSG00000022836",356.539477921925,307.89585162591,356.153257883184,408.43384931463,406.227360174364,362.318072345566,369.422116897094,530.324874921723,"Mylk"
"ENSMUSG00000022837",540.486597104574,565.601783864525,606.449853006644,487.91286864072,526.249080225881,573.599571207501,514.235586720754,602.074710940544,"Iqcb1"
"ENSMUSG00000022838",20.4385687980721,34.7468672681278,26.7114943412388,6.62325161050751,22.1578560095108,39.8804435602848,21.6727641912962,24.9564647021987,"Eaf2"
"ENSMUSG00000022840",5929.45590352959,6192.66389978633,5588.6382049503,5766.6444022152,5114.7717621954,5191.24582344303,5007.39365383447,5243.9771455495,"Adcy5"
"ENSMUSG00000022841",9450.56711701969,8728.22001960222,11142.6503987175,11213.1649765892,9587.88894411539,9962.47420938945,9811.85142478681,12092.4470009112,"Ap2m1"
"ENSMUSG00000022842",297.494723616383,265.427458298199,237.435505255456,337.785832135883,235.427220101052,264.738263634231,299.478196097911,163.256873260217,"Ece2"
"ENSMUSG00000022843",1250.15912481541,1165.95043499718,1017.01541417754,902.969969565857,1200.21720051517,1113.25833938497,1026.50092215139,710.219391316738,"Clcn2"
"ENSMUSG00000022844",55.6383261725297,76.2500698383916,45.5084718406291,40.843384931463,92.3244000396282,64.4875257570563,81.7654285398901,54.0723401880972,"Pdia5"
"ENSMUSG00000022847",166.914978517589,123.544416953343,108.824606575417,99.3487741576126,132.023892056668,121.338370832356,103.438192731186,65.5107198432716,"Thpo"
"ENSMUSG00000022848",1296.71364263324,1258.60874771219,1299.95939127362,1353.35107908037,1435.64442061622,1327.08539847416,1285.58896680189,1442.2756892479,"Slc49a4"
"ENSMUSG00000022849",68.1285626602404,65.6329715064636,69.2520223661747,97.1410236207768,84.0152040360617,89.9431280295785,85.7059311201257,70.7099833228964,"Hspbap1"
"ENSMUSG00000022853",86.2961793696379,81.0760236256315,62.3268201295572,55.1937634208959,85.8616920368543,75.5182867418159,56.1521617683582,38.474549749223,"Ehhadh"
"ENSMUSG00000022855",1836.06476369348,1808.76747945754,1892.55883980703,1599.51526393756,1775.39821276205,1906.62461021191,1771.25590981593,1832.22045021976,"Senp2"
"ENSMUSG00000022856",222.553304690119,265.427458298199,257.221797360077,273.761066567644,321.288912137906,294.436466285507,294.552567872616,309.876103385634,"Tmem41a"
"ENSMUSG00000022858",1365.97768133782,1481.56781268267,1459.23904271582,1440.55722528538,1628.60241669904,1451.81784960952,1465.86695984767,1509.86611448302,"Tra2b"
"ENSMUSG00000022860",20.4385687980721,28.9557227234398,15.8290336836971,29.8046322472838,12.0021720051517,16.1218814392641,13.7917590308248,44.7136659247727,"Chodl"
"ENSMUSG00000022861",817.542751922885,919.826791847939,974.474886152601,1160.17290710723,842.921772361806,898.582760220035,822.579913624195,866.19729570548,"Dgkg"
"ENSMUSG00000022863",198.708307759035,158.291284221471,157.30102223174,143.503784894329,159.721212068557,173.946615528902,165.501108369898,162.217020564292,"Btg3"
"ENSMUSG00000022864",198.708307759035,227.785018757727,244.360707492074,137.98440855224,209.576388089956,220.615219695193,242.340908684493,218.369066144239,"D16Ertd472e"
"ENSMUSG00000022865",420.126136404816,471.978280392069,483.774841957992,253.891311736121,507.784200217955,412.38075681486,431.485032535805,349.390505830782,"Cxadr"
"ENSMUSG00000022867",585.905638878068,555.949876290045,500.59319024692,388.564094483107,528.095568226673,593.115532949768,541.819104782404,496.009735956199,"Usp25"
"ENSMUSG00000022876",24.9804729754215,33.7816765106798,14.839719078466,14.3503784894329,37.8530040162476,25.4556022725222,30.5388949968264,40.5542551410729,"Samsn1"
"ENSMUSG00000022881",52.2318980395177,54.0506824170877,31.6580673673941,60.7131397629855,60.0108600257583,49.214164393543,57.1372874134172,67.5904252351215,"Rfc4"
"ENSMUSG00000022883",652.898725493971,666.946813396564,573.802471034019,565.184137429974,546.560448234599,517.597246207952,563.4918689737,551.121928840222,"Robo1"
"ENSMUSG00000022884",11082.2461927324,11404.6939900055,11754.0468247503,9677.67447821989,12057.5666451754,11665.4540014212,11439.2789904241,12066.4506835131,"Eif4a2"
"ENSMUSG00000022885",351.997573744576,340.712337379142,328.452448936714,274.864941836062,371.144088159306,317.346508330777,338.883221900267,355.629622006332,"St6gal1"
"ENSMUSG00000022887",213.46949633542,223.924255727935,207.756067098524,273.761066567644,275.126712118092,254.556022725222,261.058295940613,237.086414670888,"Masp1"
"ENSMUSG00000022889",420.126136404816,458.465609787797,441.234313933056,444.861733172421,483.779856207652,509.112045450444,418.67839915004,606.234121724244,"Mrpl39"
"ENSMUSG00000022890",2938.61200274504,2802.91395962898,2722.5937935959,3121.75925908587,2970.07594927484,2962.18358444584,3064.72588177829,3735.15088376241,"Atp5pf"
"ENSMUSG00000022892",31114.3145669318,28346.6873554902,28578.3310013098,28994.387800265,25132.5481787876,30476.2955607394,28492.789032039,28338.0656693466,"App"
"ENSMUSG00000022893",218.011400512769,220.063492698143,226.553044597914,163.373539725852,159.721212068557,239.282661361709,191.11437514143,159.097462476517,"Adamts1"
"ENSMUSG00000022894",76.0768949706018,88.7975496852155,80.1344830237164,84.9983956681797,103.403328044384,52.6082446965459,68.9587951541241,69.6701306269714,"Adamts5"
"ENSMUSG00000022895",1175.21770588915,1099.35227273327,1259.39749245915,1394.19446401183,1178.05934450566,1198.9588670358,1200.86816132682,1276.93911059583,"Ets2"
"ENSMUSG00000022897",1062.80557749975,1334.85881755058,1285.11967219516,1149.13415442305,1082.96521246484,1265.14343294435,1204.80866390705,1340.37012504726,"Dyrk1a"
"ENSMUSG00000022898",583.634686789393,561.741020834733,485.753471168454,477.977991224958,637.038360273435,634.693016661554,555.610863813229,560.480603103546,"Vps26c"
"ENSMUSG00000022899",303.17210383807,356.15538949831,476.849639721374,301.357948278092,488.396076209633,375.045873481827,336.912970610149,325.473893824508,"Slc15a2"
"ENSMUSG00000022901",32.9288052857829,24.1297689361999,19.7862921046213,17.6620042946867,32.3135400138699,39.8804435602848,26.5983924165907,37.4346970532981,"Cd86"
"ENSMUSG00000022905",1633.95002780143,1796.21999961072,1941.03525546335,1743.01904883189,1991.43730885478,1751.34543634953,1897.35199238347,2125.45891047059,"Kpna1"
"ENSMUSG00000022906",48.8254699065056,77.2152605958396,65.2947639452504,37.5317591262092,72.9362760313063,39.0319234845341,67.9736695090652,64.4708671473467,"Parp9"
"ENSMUSG00000022911",161.237598295902,188.212197702359,180.055258152054,124.737905331225,179.109336076879,169.704015150148,169.441610950134,144.539524733568,"Arl13b"
"ENSMUSG00000022912",203.250211936384,210.411585123663,171.151426704975,206.424675194151,191.11150808203,174.795135604653,190.129249496371,305.716692601934,"Pros1"
"ENSMUSG00000022913",197.572831714697,240.332498604551,259.20042657054,272.657191299226,211.422876090749,280.011624997744,228.549149653669,237.086414670888,"Psmg1"
"ENSMUSG00000022914",1621.45979131372,1763.40351385749,1540.36284034477,1521.14011987989,1518.73638065188,1775.10399847055,1684.56485305075,1414.19966645793,"Brwd1"
"ENSMUSG00000022935",233.908065133492,306.930660868462,241.39276367638,260.514563346629,295.43808012681,291.042385982504,256.132667715318,276.600817116036,"Grik1"
"ENSMUSG00000022940",382.655426941684,365.80729707279,329.441763541945,278.176567641315,362.834892155739,379.288473860581,321.150960289207,420.100489153678,"Pigp"
"ENSMUSG00000022946",1384.14529804722,1369.6056848187,1213.88902061852,1642.56639940586,1161.44095249852,1488.3042128668,1376.22052614731,1199.99001109739,"Dop1b"
"ENSMUSG00000022947",211.198544246745,188.212197702359,240.403449071149,234.021556904599,251.122368107789,229.1004204527,203.921008527196,242.285678150513,"Cbr3"
"ENSMUSG00000022948",242.991873488191,212.341966638559,212.702640124679,203.113049388897,243.736416104619,227.403380301199,217.712767558021,111.264238463969,"Setd4"
"ENSMUSG00000022949",260.024014153251,307.89585162591,365.057089330264,249.475810662449,216.03909609273,184.977376513661,112.304323536716,281.80008059566,"Clic6"
"ENSMUSG00000022951",1083.24414629782,1076.18769455451,1249.50434640684,1184.45816301243,1151.28526849416,1138.71394165749,1192.98715616635,1338.29041965541,"Rcan1"
"ENSMUSG00000022952",28.3869011084335,27.9905319659918,7.91451684184853,19.8697548315225,21.2346120091145,7.63668068175667,15.7620103209427,11.4383796551744,"Runx1"
"ENSMUSG00000022956",2756.93583565106,2778.78419069278,3626.82734277709,4485.045215582,3351.3757214385,3124.25091891423,3238.10799530866,4100.13918003206,"Atp5po"
"ENSMUSG00000022957",3091.90126873058,3094.40156837827,2755.24117556852,3376.75444609041,2598.00861711514,2765.32692687166,2620.43421585672,2512.28411335467,"Itsn1"
"ENSMUSG00000022960",307.714008015419,346.50348192383,246.339336702536,225.190554757255,336.060816144247,280.860145073495,364.496488671799,241.245825454588,"Donson"
"ENSMUSG00000022961",6295.07918980622,6242.85381917363,6120.88946256461,6803.18327925963,6300.21705870423,6172.98355108664,6536.30865496591,5169.10775144291,"Son"
"ENSMUSG00000022962",572.27992634602,579.114454468797,577.759729454943,655.701909440243,570.564792244902,520.142806435204,552.655486878052,602.074710940544,"Gart"
"ENSMUSG00000022964",1390.95815431324,1398.56140754214,1503.75819995122,1276.07981029111,1416.2562966079,1397.51256476147,1537.78113193697,1610.73182598774,"Tmem50b"
"ENSMUSG00000022965",594.989447232766,572.358119166661,657.89421247866,495.639995519645,663.812436284927,674.573460221839,598.956392195821,846.440094482906,"Ifngr2"
"ENSMUSG00000022967",699.453243311802,733.544975660476,694.498852872209,607.131397629855,718.283832308308,733.969865524391,635.406041063001,571.91898275872,"Ifnar1"
"ENSMUSG00000022969",21.5740448424095,42.4683933277118,9.89314605231067,17.6620042946867,17.5416360075294,22.0615219695193,18.7173872561194,24.9564647021987,"Il10rb"
"ENSMUSG00000022971",216.875924468432,186.281816187463,219.627842361297,207.528550462569,244.659660105015,230.797460604201,171.411862240251,209.010391880914,"Ifnar2"
"ENSMUSG00000022972",480.306366754695,414.06683494519,446.180886959211,408.43384931463,383.146260164457,439.533399238884,456.113173662278,497.049588652124,"Cfap298"
"ENSMUSG00000022973",4680.43225475852,5323.99221808314,5250.29260996127,4926.59532294917,4939.35540212011,5205.67066473079,5161.07325446366,4989.21323504789,"Synj1"
"ENSMUSG00000022974",734.653000686259,885.079924579811,681.637763004205,587.261642798332,637.038360273435,684.755701130848,725.052474763363,438.817837680327,"Paxbp1"
"ENSMUSG00000022978",102.192843990361,94.5886942299035,84.0917414446407,68.4402666419109,94.1708880404208,100.973889014338,91.6166849904792,83.1882156739957,"Mis18a"
"ENSMUSG00000022982",3464.33741127323,2979.54386824196,4130.3884768397,4251.0236586774,3649.5835335665,3433.1122264875,3617.38136865634,4599.26847407604,"Sod1"
"ENSMUSG00000022983",793.697754991801,789.52603959246,696.477482082671,758.36230940311,697.972464299589,665.239739388581,690.5730771863,568.799424670946,"Scaf4"
"ENSMUSG00000022987",357.674953966262,251.914787693927,314.602044463479,243.95643432036,281.589420120866,315.649468179276,210.816888042608,266.202290156786,"Zfp641"
"ENSMUSG00000022992",776.665614326741,834.890005192515,790.462369579622,804.725070676662,836.459064359032,887.551999235275,784.160013466898,760.132320721136,"Kansl2"
"ENSMUSG00000022994",1168.40484962312,1182.35867787379,963.592425495059,933.878477081559,978.638640420059,1017.37557082514,950.646247481854,754.933057241511,"Adcy6"
"ENSMUSG00000022995",2829.60630248865,3268.13590471891,2899.68110793226,3127.27863542796,2760.49956118488,2724.59796323563,2773.12869084085,2857.51520840175,"Enah"
"ENSMUSG00000022996",46.554517817831,53.0854916596397,44.519157235398,22.0775053683584,54.4713960233807,42.426003787537,31.5240206418853,16.6376431347991,"Wnt10b"
"ENSMUSG00000022997",24.9804729754215,13.5126706042719,23.7435505255456,16.5581290262688,24.9275880106996,21.2130018937685,23.643015481414,23.9166120062738,"Wnt1"
"ENSMUSG00000022999",288.410915261685,274.114175115231,272.061516438543,268.241690225554,283.435908121659,258.798623103976,296.522819162734,149.738788213192,"Lmbr1l"
"ENSMUSG00000023004",7369.23952774934,7317.11113221325,8778.18849221526,8842.04090002752,8036.83902344964,8467.38183591664,8606.05763523469,11013.0799025411,"Tuba1b"
"ENSMUSG00000023007",1741.82025201348,1779.8117567341,1449.34589666351,1587.37263598497,1882.49451680802,1761.52767725854,1719.04425062781,1176.07339909111,"Prpf40b"
"ENSMUSG00000023008",270.243298552287,266.392649055647,225.563729992683,240.644808515106,323.135400138699,236.737101134457,211.802013687667,180.934369090941,"Fmnl3"
"ENSMUSG00000023009",613.157063942164,606.139795677341,512.464965509693,620.37790085087,491.165808210822,560.87177007124,513.250461075696,503.288704827674,"Nckap5l"
"ENSMUSG00000023010",7141.00884283753,6848.02842409352,7531.65208962411,8375.10166148674,7590.91217125823,7188.66208176028,7262.34625537433,8812.75159796392,"Tmbim6"
"ENSMUSG00000023011",10789.2933732934,10518.6488746682,11339.5240051585,13185.790081252,10051.3574323143,11303.9844491514,10176.3479134586,12326.4138574943,"Faim2"
"ENSMUSG00000023015",199.843783803372,218.133111183247,192.916348020058,234.021556904599,209.576388089956,224.009299998196,218.697893203079,218.369066144239,"Racgap1"
"ENSMUSG00000023017",1838.33571578215,1840.61877445333,1554.21324481801,1947.23597348921,1662.7624447137,1581.64142119938,1626.44243999227,1619.05064755514,"Asic1"
"ENSMUSG00000023018",3080.5465082872,3308.67391653173,3128.21278174063,3068.77324620181,3247.04914939372,3242.19520944358,3178.01533096006,3080.04368532969,"Smarcd1"
"ENSMUSG00000023019",1656.65954868818,1686.18825326165,1927.18485099012,2080.80488096778,1741.23818474739,1884.5630882424,1834.3039510997,1812.46324899718,"Gpd1"
"ENSMUSG00000023020",1253.56555294842,1064.60540546514,1295.01281824747,1335.68907478568,1290.695112554,1285.50791476237,1280.66333857659,1281.09852137953,"Cox14"
"ENSMUSG00000023021",679.01467451373,720.997495813652,736.050066291914,708.687922324303,807.838500346747,703.423142797364,721.111972183127,747.654088370036,"Cers5"
"ENSMUSG00000023022",280.462582951323,255.775550723719,248.317965912998,235.125432173017,300.977544129188,223.160779922445,189.144123851312,255.803763197537,"Lima1"
"ENSMUSG00000023025",590.447543055417,814.620999286108,698.456111293133,558.560885819467,623.189700267491,632.995976510053,707.320213152302,790.288048902959,"Larp4"
"ENSMUSG00000023026",1292.17173845589,1324.24171921865,1084.28880733325,1029.91562543392,1014.64515643551,1355.08656097393,1114.17710456163,854.758916050306,"Dip2b"
"ENSMUSG00000023027",253.211157887227,200.759677549183,252.275224333922,200.905298852061,228.041268097882,189.219976892415,225.593772718492,219.408918840164,"Atf1"
"ENSMUSG00000023030",1034.41867639132,1047.23197183107,886.425886287036,890.82734161326,807.838500346747,955.433605295334,843.267552170433,613.513090595718,"Slc11a2"
"ENSMUSG00000023031",45.4190417734936,32.8164857532318,53.4229886824776,44.1550107367167,34.1600280146624,45.82008409054,45.3157796727102,48.8730767084725,"Cela1"
"ENSMUSG00000023032",1534.02813589975,1551.06154721893,1337.5533462724,1599.51526393756,1410.71683260552,1541.7609776391,1466.85208549273,1137.59884934189,"Slc4a8"
"ENSMUSG00000023033",4998.36554717297,5048.91285221046,4821.91938589622,5665.08787752076,4436.18742190414,5159.0020605645,5133.48973640201,4444.33042238322,"Scn8a"
"ENSMUSG00000023034",3543.82073437684,3181.26873654859,2741.39077109529,2223.20479059369,3777.91444962159,3583.30027989538,3011.52909694511,1827.02118674013,"Nr4a1"
"ENSMUSG00000023036",341.77828934554,295.348371779086,277.008089464699,302.46182354651,215.115852092334,207.038898483181,225.593772718492,256.843615893462,"Pcdhgc4"
"ENSMUSG00000023043",32.9288052857829,38.6076302979198,21.7649213150835,49.6743870788063,26.7740760114922,21.2130018937685,23.643015481414,45.7535186206976,"Krt18"
"ENSMUSG00000023044",577.957306567706,494.177667813373,468.935122879526,567.39188796681,484.703100208048,448.867120072142,513.250461075696,465.854007774376,"Csad"
"ENSMUSG00000023046",524.589932483851,455.570037515454,721.210347213448,876.476963123827,662.889192284531,643.178217419062,776.279008306426,836.041567523657,"Igfbp6"
"ENSMUSG00000023047",29.5223771527709,31.8512949957838,22.7542359203145,24.2852559051942,17.5416360075294,22.0615219695193,19.7025129011783,19.757201222574,"Amhr2"
"ENSMUSG00000023048",794.833231036138,757.674744596676,887.415200892267,934.982352349977,833.689332357843,826.458553781222,834.401421364902,923.389193981352,"Prr13"
"ENSMUSG00000023050",2010.92807452143,1871.50487869166,1858.92214322917,2064.24675194151,1852.02746479494,2000.81033862025,1881.58998206253,1675.20269313509,"Map3k12"
"ENSMUSG00000023051",537.080168971562,444.952939183526,462.009920642908,421.680352535645,595.492380255602,488.747563632427,492.562822529458,409.701962194429,"Tarbp2"
"ENSMUSG00000023052",51.0964219951803,33.7816765106798,34.6260111830873,66.2325161050751,37.8530040162476,31.3952428027774,33.4942719320032,18.717348526649,"Npff"
"ENSMUSG00000023055",1660.06597682119,1544.30521191679,1723.38604231252,1719.83766819512,1503.04123264515,1671.58454922896,1552.55801661285,1332.05130347986,"Calcoco1"
"ENSMUSG00000023064",79.4833231036138,120.648844680999,60.3481909190951,121.426279525971,60.0108600257583,95.8827685598337,106.393569666363,137.260555862093,"Sncg"
"ENSMUSG00000023066",69.2640387045778,80.1108328681836,39.5725842092427,39.739509663045,54.4713960233807,75.5182867418159,78.8100516047133,67.5904252351215,"Rttn"
"ENSMUSG00000023067",362.216858143612,598.418269617757,638.107920374038,788.166941650393,589.952916253224,487.050523480925,615.703528161823,670.70498887159,"Cdkn1a"
"ENSMUSG00000023068",1481.79623786023,1494.1152925295,1411.75194166473,1250.6906791175,1421.79576061027,1386.48180377671,1522.01912161603,1537.942137273,"Nus1"
"ENSMUSG00000023072",375.84257067566,330.095239047214,368.025033145957,338.889707404301,332.367840142662,308.012787497519,315.240206418853,328.593451912283,"Cep89"
"ENSMUSG00000023074",136.257125320481,258.671122996063,215.670583940373,135.776658015404,212.346120091145,155.279173862386,185.203621271076,218.369066144239,"Mospd1"
"ENSMUSG00000023075",949.257973066017,1045.30159031618,883.457942471343,789.270816918811,850.307724364976,1000.40516931012,1014.67941441068,1074.16783489047,"Akirin1"
"ENSMUSG00000023079",509.828743907466,553.054304017701,475.860325116143,454.796610588182,517.016640221918,514.203165904949,378.288247702624,379.546234012605,"Gtf2ird1"
"ENSMUSG00000023084",27.2514250640962,19.3038151489599,11.8717752627728,30.9085075157017,20.3113680087182,21.2130018937685,22.6578898363551,6.23911617554968,"Lrrc71"
"ENSMUSG00000023087",851.607033253005,949.747705328827,1059.55594220247,947.124980302574,1021.10786443829,863.793437114254,1114.17710456163,1164.63501943594,"Noct"
