"","BInt_390","BInt_391","BInt_392","BInt_398","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","gene"
"ENSMUSG00000026887",228.082493789073,260.421734081249,330.623308868305,227.185479920012,239.18887404114,274.085562143778,275.459826434841,284.244947604967,"Mrrf"
"ENSMUSG00000026888",409.775327824435,546.250466609449,483.279525642427,511.409016500794,424.275502763451,351.499041527899,378.858236357596,381.915017707114,"Grb14"
"ENSMUSG00000026889",708.408762488941,823.186749681216,904.072827838452,697.024387329059,576.141454535604,620.35396317275,767.410073645451,825.186874324552,"Rbm18"
"ENSMUSG00000026890",287.036019726079,172.767589439268,196.159283730478,245.553667658226,233.493900849685,241.655591050431,292.423628062793,298.018931850142,"Lhx6"
"ENSMUSG00000026893",165.263162872591,120.683242623018,168.47551384916,115.042860044602,90.1704088647156,179.934033163091,173.677016667128,192.835779432445,"Gca"
"ENSMUSG00000026894",10.6309636935585,39.3808475927742,8.70061339127119,4.83373361531941,10.4407841843355,18.8303057961374,4.03900038760764,11.2696234733247,"Morn5"
"ENSMUSG00000026895",2303.05331652271,3474.40703762057,2297.75290014935,2926.34233071437,3065.79390140033,2571.38286927255,2121.28300357153,2093.64560526654,"Ndufa8"
"ENSMUSG00000026896",64.7522334062198,64.7878460397254,35.5934184188367,33.8361353072359,37.9664879430381,76.3673512843352,40.3900038760764,60.1046585243983,"Ifih1"
"ENSMUSG00000026904",2109.76306754892,1662.88804835295,2545.3248993737,1741.11084823805,1194.04604580855,2271.14410463413,3021.98009000803,3408.43501048776,"Slc4a10"
"ENSMUSG00000026914",1115.28473657877,1697.18749625633,1460.91208487981,1455.92056493421,1132.35050290111,992.775566696358,1164.84771178604,1194.58008817242,"Psmd14"
"ENSMUSG00000026915",3186.38975433293,4643.12896618032,3170.97809869147,2964.04545291386,3484.37443097232,2746.08626193671,3022.78789008555,3209.33832912569,"Strbp"
"ENSMUSG00000026917",572.139136962419,641.526710785516,562.37601101762,562.64659282318,585.633076521363,570.13981438305,551.727452947203,562.228993280309,"Wdr5"
"ENSMUSG00000026918",1620.73873764523,2818.90647768923,1649.16172007277,1947.99464697372,1707.54279523814,1365.19717021996,1302.98152504222,1292.25015827456,"Brd3"
"ENSMUSG00000026921",511.252708535675,1018.82063772274,551.302503065093,791.76556618932,795.397922406649,573.278198682407,503.259448295912,391.932460794514,"Egfl7"
"ENSMUSG00000026922",24.1612811217238,47.0029471268596,18.9831564900462,23.2019213535332,37.0173257444622,28.2454586942062,25.8496024806889,23.7914273325743,"Agpat2"
"ENSMUSG00000026923",302.499239643982,188.011788507438,239.662350686834,204.950305289543,239.18887404114,337.899376230689,306.156229380659,321.810359182716,"Notch1"
"ENSMUSG00000026924",792.49002079254,475.110870957986,635.144777562797,615.817662591693,616.006266875794,767.858025242494,829.610679614608,852.734842814901,"Sec16a"
"ENSMUSG00000026925",406.875974089829,156.253040448749,276.046733959422,285.190283303845,335.054256097312,395.436421718886,428.941841163931,411.967346969314,"Inpp5e"
"ENSMUSG00000026926",1152.00988388379,772.372752787314,996.615715727427,982.214670632905,933.975603398738,1290.9220751352,1353.87292992608,1270.96309171384,"Pmpca"
"ENSMUSG00000026927",1633.30260382853,1311.00111986268,1275.03534424811,1446.25309770357,1594.5924936076,1417.50357520924,1384.5693328719,1421.22473802484,"Entr1"
"ENSMUSG00000026928",103.410283200978,227.392636100213,104.407360695254,140.178274844263,148.069302977849,92.0592727811164,102.590609845234,91.4091681725225,"Card9"
"ENSMUSG00000026930",1693.2225810104,1436.76576217509,1075.71220110262,1494.59043385676,1524.35449091298,1278.36853793778,1158.38531116587,1020.52701452885,"Gpsm1"
"ENSMUSG00000026932",2807.5408663443,3094.57241083865,2471.76516797477,2501.94051928933,2763.0111600546,2745.04013383693,2588.19144837897,2414.20378406333,"Nacc2"
"ENSMUSG00000026933",1596.57745652351,1476.14660976786,1605.65865311641,1362.14613279701,1405.70921609099,1417.50357520924,1702.84256341538,1806.89629688972,"Camsap1"
"ENSMUSG00000026939",283.170214746603,452.24457235573,353.561289627111,354.796047364445,384.410690423261,310.700045636268,235.069822558764,230.401191010194,"Tmem141"
"ENSMUSG00000026941",58.953525937006,36.8401477480791,35.5934184188367,46.4038427070664,39.86481234019,50.2141487896999,49.2758047288132,38.8175919636739,"Mamdc4"
"ENSMUSG00000026942",196.189602708397,214.689136876737,192.204459461718,226.218733196949,225.900603261077,201.902723258585,227.799621861071,180.313975573195,"Traf2"
"ENSMUSG00000026944",4807.12849197816,2999.29616666258,3483.40921592348,3876.65435948617,4889.13448486474,4387.46125050003,4333.03961582547,4507.84938932987,"Abca2"
"ENSMUSG00000026946",28.0270861011996,57.16574650564,67.2320125689137,77.3397378451106,47.4581099287977,48.121892590129,47.6602045737701,67.6177408399481,"Nmi"
"ENSMUSG00000026950",26.0941836114617,36.8401477480791,37.9663129800925,31.9026418611081,67.3905160988927,32.4299710933478,27.4652026357319,46.3306742792237,"Neb"
"ENSMUSG00000026955",30.9264398358064,24.1366485246036,28.4747347350693,35.7696287533637,48.4072721273736,57.5370454881978,37.9666036435118,22.5392469466494,"Sapcd2"
"ENSMUSG00000026956",365.318570560464,675.8261586889,409.719794243498,475.63938774743,444.207908933546,383.929012621247,368.356835349816,310.540735709391,"Uap1l1"
"ENSMUSG00000026958",413.641132803911,393.808475927742,411.301723951002,394.432663010064,459.394504110761,447.742826708157,340.083832636563,359.375770760465,"Dpp7"
"ENSMUSG00000026959",9918.68912609005,10851.3290366928,6893.25870044804,8692.98653379043,9030.32915725162,8596.03459593674,7878.47415606746,7930.0583840628,"Grin1"
"ENSMUSG00000026960",111.141893159929,134.657091768841,112.317009232774,133.411047782816,93.0178954604434,120.304731475323,151.058614496526,194.08795981837,"Arl6ip6"
"ENSMUSG00000026961",49.2890134883165,10.1627993787804,23.7289456125578,17.4014410151499,24.6782171629748,18.8303057961374,22.6184021706028,26.2957881044243,"Lrrc26"
"ENSMUSG00000026965",1876.8483175355,1563.80075440984,1850.85775777951,1827.15130659074,1951.47748027216,1846.41609612126,1730.30776605111,1785.609230329,"Anapc2"
"ENSMUSG00000026966",733.536494855534,1363.08546667893,908.818616960963,974.480696848394,980.48455112896,744.843207047215,665.627263877738,567.237714824009,"Ssna1"
"ENSMUSG00000026970",481.292719944738,1020.09098764509,527.573557452535,583.915020730585,503.055965245255,422.635752313307,454.79144364462,429.497872372263,"Rbms1"
"ENSMUSG00000026972",181.692834035363,233.74438571195,154.238146481626,195.282838058904,253.42630701978,198.764338959229,155.097614884133,137.739842451746,"Arrdc1"
"ENSMUSG00000026974",549.910758330433,584.360964279876,617.743550780255,610.983928976374,554.310723968357,616.169450773609,526.685650544036,618.577110646933,"Zmynd19"
"ENSMUSG00000026975",449.399828864062,341.724129111493,451.64093149235,461.138186901472,388.207339217565,403.80544651717,390.167437442898,355.61922960269,"Dph7"
"ENSMUSG00000026977",558.608819534254,619.930762105607,746.670821941818,568.447073161563,417.63136737342,560.724661484982,781.950475040838,841.465219341577,"Marchf7"
"ENSMUSG00000026979",24.1612811217238,10.1627993787804,14.2373673675347,24.1686680765971,14.2374329786393,26.1532024946353,20.1950019380382,22.5392469466494,"Psd4"
"ENSMUSG00000026980",13.5303174281653,5.08139968939022,11.8644728062789,22.2351746304693,3.79664879430381,6.27676859871248,20.1950019380382,15.0261646310996,"Ly75"
"ENSMUSG00000026986",177.827029055887,190.552488352133,393.900497168459,205.917052012607,217.358143473893,199.810467059014,264.150625349539,267.966602587943,"Hnmt"
"ENSMUSG00000026987",484.192073679345,893.055995410332,450.059001784846,548.145391977221,636.887835244465,491.680206899144,494.373647443175,421.984790056713,"Baz2b"
"ENSMUSG00000026988",194.256700218659,210.878087109694,177.967092094183,223.318493027757,189.832439715191,194.579826560087,169.638016279521,146.505105153221,"Wdsub1"
"ENSMUSG00000026991",3979.84622637034,5137.29508597352,4039.45750811109,3958.8278309466,4055.77007451505,3873.81235350539,3916.21477582436,4301.23962565226,"Pkp4"
"ENSMUSG00000026994",15.4632199179032,20.3255987575609,25.3108753200616,33.8361353072359,17.0849195743672,31.3838429935624,24.2340023256458,45.0784938932987,"Galnt3"
"ENSMUSG00000026999",144.001235485474,261.692084003597,219.097264489284,166.280436366988,145.221816382121,151.688574468885,171.253616434564,179.06179518727,"Nup35"
"ENSMUSG00000027001",158.498004158508,133.386741846493,165.311654434153,134.37779450588,104.407841843355,163.195983566525,195.48761876021,261.705700658318,"Dusp19"
"ENSMUSG00000027002",4865.1155666703,3094.57241083865,5630.87879385996,4290.42195695751,3455.89956501505,5220.17921792921,6502.7906240483,6771.79152708221,"Nckap1"
"ENSMUSG00000027004",333.425679479788,241.366485246036,273.673839398167,275.522816073207,156.611762765032,270.947177844422,353.008633876907,301.775473007917,"Frzb"
"ENSMUSG00000027006",881.403535320484,802.861150923655,1233.11420699925,939.677814818094,795.397922406649,945.699802206014,1076.7975033362,1125.71016694654,"Dnajc10"
"ENSMUSG00000027007",720.006177427369,299.802581674023,521.24583862252,517.209496839177,452.75036872073,646.507165667386,668.858464187825,771.343117729779,"Itprid2"
"ENSMUSG00000027009",94.7122219971572,94.0058942537191,85.424204205208,96.6746723063883,107.255328439083,147.504062069743,156.713215039176,174.05307364357,"Itga4"
"ENSMUSG00000027010",2762.11765783546,1976.6644791728,2784.98725006053,2372.39645839877,2304.56581814241,2609.04348086482,2625.35025194496,2440.49957216776,"Slc25a12"
"ENSMUSG00000027011",1080.49249176349,1350.38196745545,1120.00623291273,1311.87530319769,890.314142264244,1147.6025254646,1131.72790860766,1098.16219845619,"Ube2e3"
"ENSMUSG00000027012",2528.23645657718,3840.26781525666,3416.17720335457,2805.49899033139,2492.49993346045,2356.92660881654,2370.89322752568,2451.76919564108,"Dync1i2"
"ENSMUSG00000027014",345.023094418216,348.07587872323,402.60111055973,365.430261318148,392.003988011869,315.930686135195,311.81082992331,326.819080726416,"Cwc22"
"ENSMUSG00000027015",20.295476142248,47.0029471268596,19.7741213437982,29.0024016919165,20.881568368671,30.337714893777,21.0028020155597,18.7827057888745,"Cybrd1"
"ENSMUSG00000027016",602.099125553357,584.360964279876,461.923474591125,495.941068931772,496.411829855224,599.431401177042,595.348657133366,532.17666401811,"Zfp385b"
"ENSMUSG00000027018",235.814103748024,308.695031130456,420.002337342273,307.425457934315,242.985522835444,232.240438152362,268.189625737147,310.540735709391,"Hat1"
"ENSMUSG00000027030",1114.3182853339,1079.79743399542,1355.7137593308,1223.90135139888,1170.31699084415,1207.23182715237,1185.8505138016,1180.80610392724,"Stk39"
"ENSMUSG00000027035",727.73778738632,412.863724762956,653.336969199091,420.534824532789,409.088907586236,525.156306092278,609.081258451232,706.22973766168,"Cers6"
"ENSMUSG00000027067",1910.67411110592,2825.25822730096,2190.97264489284,1933.49344612777,2269.4468167951,1794.10969113198,1572.78675093441,1497.60774156626,"Ssrp1"
"ENSMUSG00000027071",17.3961224076411,6.35174961173778,15.0283322212866,17.4014410151499,11.3899463829114,20.9225619957083,20.1950019380382,31.3045096481241,"P2rx3"
"ENSMUSG00000027074",53.1548184677923,1.27034992234756,15.0283322212866,16.434694292086,7.59329758860763,16.7380495965666,16.1560015504305,7.51308231554979,"Slc43a3"
"ENSMUSG00000027076",316.029557072147,546.250466609449,401.810145705979,415.70109091747,451.801206522154,332.668735731762,313.426430078353,281.740586833117,"Timm10"
"ENSMUSG00000027078",65.7186846510887,133.386741846493,99.6615715727427,94.7411788602605,98.7128686518991,118.212475275752,112.284210775492,101.426611259922,"Ube2l6"
"ENSMUSG00000027079",142.068332995736,154.982690526402,169.266478702912,148.878995351838,180.340817729431,159.011471167383,163.98341573687,179.06179518727,"Clp1"
"ENSMUSG00000027080",464.863048781966,762.209953408534,618.534515634006,541.378164915774,614.107942478642,487.495694500003,527.493450621557,453.289299704837,"Med19"
"ENSMUSG00000027082",60.886428426744,31.7587480586889,44.2940318101079,53.1710697685135,32.2715147515824,43.9373801909874,53.3148051164208,51.3393958229236,"Tfpi"
"ENSMUSG00000027086",201.988310177611,119.41289270067,175.594197532928,148.878995351838,139.526843190665,149.596318269314,170.445816357042,186.57487750282,"Fastkd1"
"ENSMUSG00000027087",846.611290505202,764.750653253229,957.858437893583,706.691854559698,455.597855316458,735.428054149146,993.594095351479,1149.50159427912,"Itgav"
"ENSMUSG00000027088",337.291484459264,468.759121346248,454.013826053606,426.335304871172,335.054256097312,329.530351432405,366.741235194773,409.462986197464,"Phospho2"
"ENSMUSG00000027091",2279.85848664586,3169.52305625715,2917.0783806371,2248.65287784659,2233.37865324922,2079.7026623734,2140.67020543205,2288.98574547084,"Zc3h15"
"ENSMUSG00000027099",450.366280108931,546.250466609449,582.94109721517,494.974322208708,439.462097940666,403.80544651717,458.022643954706,483.341628967037,"Mtx2"
"ENSMUSG00000027104",1147.17762765945,843.512348438777,1246.56060951304,831.402181834939,823.872788363927,1089.01935187662,1312.67512597248,1491.34683963663,"Atf2"
"ENSMUSG00000027107",15.4632199179032,13.9738491458231,18.1921916362943,9.66746723063883,7.59329758860763,4.18451239914165,15.348201472909,6.26090192962483,"Chrna1"
"ENSMUSG00000027108",1237.05759343226,1336.40811830963,1888.03310590585,1269.33844738288,1153.23207126978,1246.98469494421,1272.28512209641,1398.68549107819,"Ola1"
"ENSMUSG00000027109",472.594658740917,299.802581674023,599.55135914396,459.204693455344,294.240281558546,479.12666970172,611.504658683796,632.351094892107,"Sp3"
"ENSMUSG00000027111",241.612811217238,101.627993787804,250.735858639361,220.418252858565,157.560924963608,264.67040924571,231.838622248678,250.436077184993,"Itga6"
"ENSMUSG00000027122",412.674681559042,256.610684314206,416.838477927265,360.596527702828,320.816823118672,446.696698608372,459.638244109749,563.481173666234,"Arl14ep"
"ENSMUSG00000027130",988.679623500937,558.953965832925,1057.52000946633,738.594496420806,727.05824410918,903.854678214597,1173.73351263878,1043.0662614755,"Slc12a6"
"ENSMUSG00000027131",1534.7245768519,1631.12930029426,1392.09814260339,1628.00148163958,1467.40475899842,1566.05376537876,1490.39114302722,1675.4173563676,"Emc4"
"ENSMUSG00000027132",194.256700218659,219.770536566127,207.232791683005,171.114169982307,136.679356594937,195.625954659872,196.295418837731,204.105402905769,"Katnbl1"
"ENSMUSG00000027133",626.260406675081,760.939603486186,742.715997673059,772.430631728042,632.142024251585,609.892682174896,556.574253412332,537.18538556181,"Nop10"
"ENSMUSG00000027134",3059.7846412551,3972.38420718081,2545.3248993737,3024.95049646689,3434.0688344478,2914.51288600216,2667.35585597608,2207.59402038571,"Lpcat4"
"ENSMUSG00000027160",419.439840273125,1356.73371706719,565.539870432627,624.518383099268,614.107942478642,360.914194425968,315.849830310917,265.462241816093,"Ccdc34"
"ENSMUSG00000027162",871.739022871794,1004.84678857692,1345.43121623203,991.882137863544,716.617459924845,877.701475719962,1056.60250139816,1209.60625280352,"Lin7c"
"ENSMUSG00000027163",484.192073679345,1128.07073104463,618.534515634006,707.658601282762,629.294537655857,582.693351580475,514.568649381213,462.054562406312,"Commd9"
"ENSMUSG00000027164",172.994772831542,161.33444013814,205.650861975501,125.677073998305,184.137466523735,179.934033163091,226.184021706028,234.157732167968,"Traf6"
"ENSMUSG00000027165",310.230849602933,599.605163348047,568.703729847635,418.601331086661,436.614611344939,315.930686135195,390.975237520419,321.810359182716,"Iftap"
"ENSMUSG00000027166",84.0812583035988,109.25009332189,117.853763209037,145.012008459582,109.153652836235,89.9670165815456,113.092010853014,113.948415119172,"Dnajc24"
"ENSMUSG00000027167",115.007698139405,99.0872939431094,169.266478702912,116.009606767666,107.255328439083,164.24211166631,142.172813643789,174.05307364357,"Elp4"
"ENSMUSG00000027168",374.983083009153,431.918973598169,294.238925595717,351.895807195253,558.107372762661,292.915867939916,304.540629225616,256.696979114618,"Pax6"
"ENSMUSG00000027170",834.047424321905,1530.7716564288,1351.75893506204,1199.73268332228,1026.99349885918,852.594401325112,772.25687411058,842.717399727502,"Eif3m"
"ENSMUSG00000027173",12.5638661832964,5.08139968939022,26.8928050275655,9.66746723063883,11.3899463829114,16.7380495965666,17.7716017054736,23.7914273325743,"Depdc7"
"ENSMUSG00000027175",109.208990670192,158.793740293445,101.243501280247,88.9406985218772,116.746950424842,132.858268672748,160.752215426784,122.713677820647,"Tcp11l1"
"ENSMUSG00000027176",576.004941941895,655.500559931339,691.303282179184,541.378164915774,566.649832549844,642.322653268244,690.669066280906,785.117101974953,"Cstf3"
"ENSMUSG00000027177",688.113286346693,503.058569249632,745.088892234315,505.608536162411,482.174396876584,713.459364053652,991.170695118914,1034.30099877402,"Hipk3"
"ENSMUSG00000027180",919.095133870373,1025.17238733448,1278.99016851686,924.209867249072,806.78786878956,1036.71294688734,1236.74191868546,1234.64986052202,"Fbxo3"
"ENSMUSG00000027184",2294.35525531889,1632.39965021661,2710.63655380785,1888.05635014376,1580.35506062896,2531.6300014807,2805.48966923226,3379.63486161148,"Caprin1"
"ENSMUSG00000027185",624.327504185343,670.74475899951,612.997761657743,564.580086269307,580.887265528483,626.630731771463,669.666264265346,674.925228013556,"Nat10"
"ENSMUSG00000027187",462.930146292228,339.183429266797,507.799436108737,404.100130240703,452.75036872073,407.989958916311,411.170239458457,468.315464335937,"Cat"
"ENSMUSG00000027188",558.608819534254,386.186376393657,403.392075413482,328.69388584172,505.903451840983,491.680206899144,573.538055040284,524.66358170256,"Pamr1"
"ENSMUSG00000027189",3213.45038918926,1786.11199082066,2920.24224005211,2151.9782055402,2194.4630031076,3064.10920427148,3891.98077349872,4153.48234011311,"Trim44"
"ENSMUSG00000027193",1079.52604051862,702.503507058199,1234.69613670676,947.411788602605,827.669437158231,1052.40486838413,1312.67512597248,1545.19059623141,"Api5"
"ENSMUSG00000027194",549.910758330433,348.07587872323,520.454873768767,424.401811425044,501.157640848103,577.462711081548,546.880652482074,562.228993280309,"Ttc17"
"ENSMUSG00000027195",931.659000053669,1086.14918360716,1346.22218108578,1184.26473575326,1028.89182325633,1003.23684769421,1065.48830225089,1230.89331936424,"Hsd17b12"
"ENSMUSG00000027196",11.5974149384274,5.08139968939022,16.6102619287905,4.83373361531941,6.64413539003167,18.8303057961374,16.9638016279521,30.0523292621992,"Alkbh3os1"
"ENSMUSG00000027198",611.763638002046,595.794113581004,592.432675460193,705.725107836634,737.499028293516,731.243541750004,697.131466901078,687.447031872806,"Ext2"
"ENSMUSG00000027199",1548.25489428006,1323.70461908615,1734.58592427797,1604.79956028605,1381.03099892801,1645.55950096246,1672.95396054708,1967.17538628812,"Gatm"
"ENSMUSG00000027200",646.555882817329,365.860777636096,654.918898906595,450.503972947769,523.937533613926,752.166103745712,823.956079071958,930.370026742249,"Sema6d"
"ENSMUSG00000027201",941.323512502359,409.052674995913,1055.14711490507,683.489933206165,725.159919712028,1080.65032707833,1107.49390628201,1279.72835441531,"Myef2"
"ENSMUSG00000027203",516.08496476002,666.933709232467,513.336190085,599.382968299607,612.20961808149,594.200760678115,489.526846978046,467.063283950012,"Dut"
"ENSMUSG00000027204",76.3496483446472,47.0029471268596,102.034466133998,65.738777168344,74.0346514889244,109.843450477468,113.092010853014,81.3917250851227,"Fbn1"
"ENSMUSG00000027206",1059.23056437637,1167.4515786374,1683.1732087841,1035.38574040142,907.399061838611,1013.69812869207,1128.49670829757,1288.49361711679,"Cops2"
"ENSMUSG00000027207",382.714692968105,597.064463503351,543.392854527573,396.366156456192,396.749799004748,407.989958916311,389.359637365376,310.540735709391,"Galk2"
"ENSMUSG00000027210",3125.50332590619,2837.96172652444,2542.95200481244,2745.56069350143,1772.0858247413,2165.48516655581,2569.61204659598,2248.91597312124,"Meis2"
"ENSMUSG00000027215",422.339194007732,478.921920725029,416.838477927265,475.63938774743,411.936394181964,512.602768894853,379.666036435118,361.880131532315,"Cd82"
"ENSMUSG00000027217",185.558639014839,74.9506454185058,99.6615715727427,144.045261736519,142.374329786393,107.751194277898,85.6268082172819,108.939693575472,"Tspan18"
"ENSMUSG00000027220",4195.36485397612,4044.79415275462,3315.72466692808,3673.63754764275,3496.71353955381,4192.88142393994,4157.7469990033,4490.31886392692,"Syt13"
"ENSMUSG00000027221",5156.98384262073,4422.08807969184,3901.0386587045,4750.59339713592,4871.10040309179,4839.38858960732,4512.37123303525,4500.33630701433,"Chst1"
"ENSMUSG00000027222",515.118513515151,716.477356204022,511.754260377496,529.777204239008,554.310723968357,575.370454881978,516.992049613777,454.541480090762,"Pex16"
"ENSMUSG00000027223",7540.25261246756,6614.71204566372,5418.90021305445,7578.32756209778,7820.14735406728,8979.96360855799,7674.90853653203,7863.69282360878,"Mapk8ip1"
"ENSMUSG00000027227",305.398593378589,209.607737187347,368.589621848398,263.92185539644,273.358713189875,278.27007454292,317.46543046596,310.540735709391,"Sord"
"ENSMUSG00000027230",78.2825508343851,43.1918973598169,58.5313991776425,64.7720304452801,65.4921917017408,58.5831735879832,70.2786067443729,68.8699212258731,"Creb3l1"
"ENSMUSG00000027236",848.544192994939,1866.14403592856,937.293351696033,1031.51875350916,935.87392779589,687.306161559017,829.610679614608,882.7871720771,"Eif3j1"
"ENSMUSG00000027238",621.428150450736,316.317130664541,516.500049500008,446.636986055514,542.920777585445,523.064049892707,574.345855117806,560.976812894384,"Frmd5"
"ENSMUSG00000027239",390.446302927056,805.401850768351,351.979359919607,519.142990285305,647.3286194288,497.956975497857,313.426430078353,289.253669148667,"Mdk"
"ENSMUSG00000027242",106.309636935585,141.008841380579,82.2603447902003,79.2732312912384,101.560355247627,65.9060702864811,72.7020069769375,83.8960858569727,"Wdr76"
"ENSMUSG00000027243",75.3831970997782,69.8692457291156,74.3506962526811,54.1378164915774,87.3229222689877,92.0592727811164,63.8162061242007,71.374281997723,"Harbi1"
"ENSMUSG00000027244",1723.18256960134,1478.68730961256,1515.48865978869,1539.0607831177,1726.52603920966,1759.58746383907,1836.12957620643,1581.50382742323,"Atg13"
"ENSMUSG00000027245",309.264398358065,757.128553719143,488.025314764939,384.765195779425,371.122419643198,291.86973984013,263.342825272018,277.984045675342,"Hypk"
"ENSMUSG00000027246",31.8928910806754,41.9215474374693,44.2940318101079,34.8028820302998,24.6782171629748,29.2915867939916,46.0446044187271,17.5305254029495,"Ell3"
"ENSMUSG00000027247",944.222866236966,627.552861639693,829.722131585771,820.767967881236,766.92305644937,956.161083203868,1043.67770015781,914.091681725225,"Arhgap1"
"ENSMUSG00000027248",2854.89697734288,3605.25307962236,3756.2920904679,3147.727330296,2919.62292281963,2926.0202950998,2996.93828760487,3870.48957289407,"Pdia3"
"ENSMUSG00000027253",536.380440902268,264.232783848292,385.99084863094,406.033623686831,415.733042976268,509.464384595496,550.11185279216,570.994255981784,"Lrp4"
"ENSMUSG00000027254",18724.0264180911,14991.3994336235,12585.0417880469,14254.680431577,16491.6932002572,17064.4415636997,17827.3399108226,18124.0589058779,"Map1a"
"ENSMUSG00000027255",714.207469958155,426.837573908779,723.732841183013,650.620544621993,767.872218647946,814.933789732837,811.839077909135,776.351839273478,"Arfgap2"
"ENSMUSG00000027257",880.437084075615,1239.86152421121,705.540649546718,909.708666403114,1186.45274821994,933.146265008589,716.518668761595,657.394702610607,"Pacsin3"
"ENSMUSG00000027259",193.29024897379,142.279191302926,166.102619287905,180.781637212946,173.696682339399,179.934033163091,193.872018605167,259.201339886468,"Adal"
"ENSMUSG00000027263",172.994772831542,222.311236410822,191.413494607966,162.413449474732,166.103384750792,213.410132356224,220.529421163377,261.705700658318,"Tubgcp4"
"ENSMUSG00000027270",2605.55255616669,2529.26669539398,2640.24068182393,2275.72178609238,2165.98813715033,2367.38788981439,2430.67043326228,2253.92469466494,"Lamp5"
"ENSMUSG00000027272",488.05787865882,569.116765211705,659.664688029107,502.708295993219,449.902882125002,568.04755818348,700.362667211164,738.78642769573,"Ubr1"
"ENSMUSG00000027273",29779.262208147,15833.6414321399,30607.1759807845,21317.7319902817,22663.145815398,26200.2782591257,30023.5054812426,30712.2283255816,"Snap25"
"ENSMUSG00000027274",154.632199179032,132.116391924146,258.64550717688,150.812488797966,133.831869999209,159.011471167383,205.989019767989,205.357583291694,"Mkks"
"ENSMUSG00000027276",83.1148070587298,99.0872939431094,65.6500828614099,64.7720304452801,87.3229222689877,71.1367107854081,86.4346082948034,76.3830035414229,"Jag1"
"ENSMUSG00000027281",109.208990670192,78.7616951855485,107.571220110262,78.3064845681745,63.5938673045889,92.0592727811164,117.938811318143,133.983301293971,"Slx4ip"
"ENSMUSG00000027282",1122.04989529285,1078.52708407308,1533.68085142499,1128.19342581555,1103.87563694383,1235.47728584657,1181.00371333647,1189.57136662872,"Mtch2"
"ENSMUSG00000027284",524.783025963841,392.538126005395,399.437251144723,470.805654132111,464.140315103641,436.235417610518,426.518440931366,364.384492304165,"Cdan1"
"ENSMUSG00000027285",255.143128645403,368.401477480791,285.538312204445,330.627379287848,276.206199785602,290.823611740345,332.813631938869,306.784194551616,"Haus2"
"ENSMUSG00000027286",444.567572639718,318.857830509237,457.968650322365,417.634584363597,294.240281558546,381.836756421676,490.334647055567,467.063283950012,"Lrrc57"
"ENSMUSG00000027287",169.128967852067,139.738491458231,176.38516238668,108.275632983155,124.34024801345,160.057599267168,252.841424264238,296.766751464217,"Snap23"
"ENSMUSG00000027288",2859.72923356723,2620.73188980301,2985.89232291352,2460.37041019758,2553.24631416931,3040.04825797641,3297.43991644287,3680.15815423347,"Zfp106"
"ENSMUSG00000027291",1017.67316084701,921.003693701978,1029.83623958501,918.409386910688,1059.26501361076,1113.08029817168,1188.27391403417,1085.64039459694,"Vps39"
"ENSMUSG00000027293",309.264398358065,248.988584780121,292.656995888213,259.088121781121,267.663739998419,287.685227440989,279.498826822448,281.740586833117,"Ehd4"
"ENSMUSG00000027296",3432.83482177452,3558.2501324955,2667.1334868515,3939.49289648532,3691.29179026188,3931.34939899358,3705.37895559125,3147.98149021536,"Itpka"
"ENSMUSG00000027297",575.038490697026,393.808475927742,344.069711382088,503.675042716283,509.700100635287,462.388620105153,566.267854342591,455.793660476687,"Ltk"
"ENSMUSG00000027298",4336.46673572699,4559.28587130538,3280.92221336299,4123.17477386746,4588.25006791616,4054.79251476826,4171.47960032117,3824.15889861484,"Tyro3"
"ENSMUSG00000027300",244.512164951845,142.279191302926,203.277967414245,244.586920935162,233.493900849685,222.825285254293,240.724423101415,180.313975573195,"Ubox5"
"ENSMUSG00000027301",144.967686730343,956.57349152771,229.379807588059,434.069278655683,392.953150210445,208.179491857297,110.668610620449,186.57487750282,"Oxt"
"ENSMUSG00000027303",2922.54856448371,2374.28400486758,2809.50716052684,2570.57953662686,2508.63569083624,2814.08458842276,2955.74048365127,3026.51999278064,"Ptpra"
"ENSMUSG00000027304",2740.85573044835,6157.3860736186,3108.49187524507,3245.36874932545,2877.85978608229,2202.0996500483,1992.84279124561,2108.67176989764,"Rtf1"
"ENSMUSG00000027305",293.801178440161,391.267776083047,400.228215998475,384.765195779425,364.478284253166,298.146508438843,340.891632714084,280.488406447192,"Ndufaf1"
"ENSMUSG00000027306",46.3896597537097,21.5959486799085,43.503066956356,39.6366156456192,32.2715147515824,54.3986611888415,39.5822037985548,57.6002977525484,"Nusap1"
"ENSMUSG00000027309",2407.43005096856,3004.37756635197,1809.72758538441,2300.85720089204,2379.54963182992,2328.68115012233,2205.29421163377,2265.19431813826,"Dnaaf9"
"ENSMUSG00000027312",2098.16565261049,1596.82985239088,1914.92591093341,1596.09883977847,1380.08183672944,2006.47369538842,2198.02401093608,2459.28227795663,"Atrn"
"ENSMUSG00000027313",96.6451244868952,161.33444013814,103.616395841502,153.712728967157,205.019034892406,177.84177696352,130.863612558487,131.478940522121,"Chac1"
"ENSMUSG00000027314",45.4232085088407,31.7587480586889,27.6837698813174,54.1378164915774,62.6447051060129,39.7528677918457,64.6240062017222,28.8001488762742,"Dll4"
