"","log2FoldChange","pvalue","padj","BInt_390","BInt_391","BInt_392","BInt_398","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","gene"
"ENSMUSG00000036199",-0.583676920262979,0.0798267504638211,0.563909918665804,2153.25337356802,7550.95993843387,2864.08373543573,3675.57104108888,3426.47553685919,3153.03009275324,2181.06020930812,2076.11507986359,"Ndufa13"
"ENSMUSG00000036202",0.0449334030987044,0.829597467870425,0.95156457245768,263.841189849224,275.66593314942,329.832344014553,264.888602119504,305.630227941457,195.625954659872,320.696630776046,349.358327673065,"Rif1"
"ENSMUSG00000036206",-0.121906169166032,0.416119671411465,0.784743529353874,512.219159780544,449.703872511035,396.273391729715,504.641789439347,403.39393439478,415.312855614809,428.941841163931,464.558923178162,"Sh3bp4"
"ENSMUSG00000036208",0.0686817704852501,0.786660866109015,0.936755882045986,66.6851358959577,95.2762441760667,51.4127154938752,69.6057640605996,69.2888404960446,73.228966984979,79.9722076746312,71.374281997723,"Nepro"
"ENSMUSG00000036214",-0.121528731271664,0.678133202195689,0.899952473941942,64.7522334062198,76.2209953408534,72.7687665451772,62.8385369991524,95.8653820561713,64.8599421866956,47.6602045737701,45.0784938932987,"Polr1has"
"ENSMUSG00000036218",-0.212874223425745,0.382422173564692,0.764585895559054,182.659285280232,320.128180431584,177.176127240431,169.180676536179,210.714008083862,191.441442260731,157.521015116698,170.296532485795,"Pdzrn4"
"ENSMUSG00000036225",0.0667995439710442,0.653179089355075,0.891298316107109,1325.9711079602,1037.87588655795,1033.79106385377,1168.79678818423,1045.02758063212,1212.46246765129,1189.08171411169,1338.58083255379,"Kctd1"
"ENSMUSG00000036241",-0.46040229698056,0.0555881582107143,0.538809503256261,1842.05607272022,3442.64828956188,1893.56985988211,2329.85960258396,2329.24403530539,1681.12785635516,1533.20454713586,1363.62444027229,"Ube2r2"
"ENSMUSG00000036242",0.0730143048749387,0.653413019028509,0.891298316107109,388.513400437319,428.107923831126,548.138643650085,396.366156456192,451.801206522154,443.558314309015,472.563045350093,487.098170124811,"Armh4"
"ENSMUSG00000036246",0.178712073766495,0.40868045815908,0.77875234914908,229.048945033942,132.116391924146,155.820076189129,163.380196197796,163.255898155064,191.441442260731,219.721621085855,196.59232059022,"Gmip"
"ENSMUSG00000036249",0.0324843309782035,0.847503597634666,0.95562491358617,216.485078850645,295.991531906981,261.018401738136,222.351746304693,261.968766806963,268.854921644851,238.301022868851,247.931716413143,"Rbm43"
"ENSMUSG00000036256",-0.0225071028525402,0.916926237029682,0.974927561236184,305.398593378589,190.552488352133,226.215948173051,346.09532685687,262.917929005539,297.100380339057,243.955623411501,249.183896799068,"Igfbp7"
"ENSMUSG00000036257",0.0532771849930182,0.766700178131759,0.930143405224436,1467.07298971107,1373.24826605771,1716.39373264168,1374.71384019684,1141.84212488687,1460.39482730044,1785.23817132258,1769.33088531198,"Pnpla8"
"ENSMUSG00000036264",-0.454726923216946,0.0602002891232878,0.541314656503728,333.425679479788,646.608110474906,346.442605943344,367.363754764275,349.291689075951,301.284892738199,333.621432016391,247.931716413143,"Fstl4"
"ENSMUSG00000036270",-0.0373202299142957,0.809854606741521,0.944455061364866,1518.29490568912,1499.01290837012,1181.70149150538,1219.06761778356,1531.94778850159,1312.89076523069,1238.3575188405,1193.32790778649,"Edc4"
"ENSMUSG00000036273",0.209533036854463,0.478000291214575,0.812958624085792,514.152062270282,367.131127558444,604.297148266472,324.826898949465,275.257037587026,468.665388703865,656.741463025002,694.960114188356,"Lrrk2"
"ENSMUSG00000036275",-0.0359985544347685,0.775924064612214,0.933113662019711,1170.3724575363,1341.48951799902,1294.01850073815,1429.81840341148,1288.01310346757,1375.65845121782,1244.81991946067,1197.08444894427,"9530068E07Rik"
"ENSMUSG00000036278",-0.363891285756757,0.156647142539936,0.627649386023445,376.915985498891,590.712713891614,297.402785010724,427.302051594236,426.173827160603,375.559987822964,276.267626512362,234.157732167968,"Macrod1"
"ENSMUSG00000036281",-0.0404148939790557,0.836776727751581,0.953201573455947,1197.43309239263,811.753600380088,705.540649546718,853.637356465408,980.48455112896,946.7459303058,744.791671474848,797.638905834203,"Snapc4"
"ENSMUSG00000036282",0.0751040936223857,0.743849450488268,0.923955989677317,460.99724380249,533.546967385974,620.11644534151,408.933863856022,352.139175671679,482.265054001076,637.354261164485,661.151243768382,"Naa30"
"ENSMUSG00000036285",0.0933954982161346,0.541961224378438,0.840559407004181,271.572799808175,299.802581674023,324.29559003829,320.959912057209,301.833579147153,354.637425827255,297.270428527922,346.853966901215,"Noa1"
"ENSMUSG00000036291",0.158254585808454,0.542096561208853,0.840578556213643,263.841189849224,232.474035789603,270.509979983159,232.985960258396,151.865951772153,266.76266544528,308.579629613223,390.680280408589,"Ap5m1"
"ENSMUSG00000036292",-0.0906710930614086,0.841815553459921,0.953868007806179,34.7922448152823,15.2441990681707,38.7572778338444,18.3681877382138,11.3899463829114,32.4299710933478,31.5042030233396,26.2957881044243,"Gramd1c"
"ENSMUSG00000036295",-0.197103838592789,0.2460363673915,0.683969541299783,658.153297755756,807.942550613046,994.242821166171,706.691854559698,615.057104677218,711.367107854081,714.09526852903,723.76026306463,"Lrrn3"
"ENSMUSG00000036298",0.162163703199069,0.474861321906291,0.811546434599717,1087.25765047757,900.678094944417,1474.35848739359,1030.5520067861,838.110221342567,1189.44764945602,1460.50254015892,1542.68623545956,"Slc2a13"
"ENSMUSG00000036299",-0.13195890817543,0.380894235529726,0.764113096818788,2064.33985904008,3034.86596448831,2516.85016463863,2567.67929645767,2219.14122027058,2526.39936098177,2294.15222016114,2251.42033389309,"BC031181"
"ENSMUSG00000036304",0.110856198434228,0.587175435193425,0.861566006008373,427.171450232077,285.8287325282,483.279525642427,382.831702333298,342.647553685919,413.220599415238,451.560243334534,502.124334755911,"Zdhhc23"
"ENSMUSG00000036306",-0.0627967969946317,0.683837281813954,0.903274607123136,1558.88585797362,1126.80038112228,1373.11498611334,1242.26953913709,1103.87563694383,1246.98469494421,1373.2601317866,1353.60699718489,"Lzts1"
"ENSMUSG00000036309",-0.448677488704423,0.0180819262491458,0.461804591255163,5459.48308226471,10230.1279246649,8514.73665063949,7582.19454899003,6091.72299046047,5583.18566855475,5841.20236055816,5772.55157911409,"Skp1"
"ENSMUSG00000036315",-0.215811144448419,0.384554974992385,0.765565305017506,201.988310177611,358.238678102011,258.64550717688,248.453907827418,326.511796310128,183.072417462447,211.64362031064,195.340140204295,"Polr1h"
"ENSMUSG00000036323",-0.0650843949928033,0.708095389166813,0.910396433548695,1262.18532579885,1774.67884151954,1661.02619287905,1277.07242116739,1219.6734251701,1346.36686442383,1507.35494465517,1637.85194478985,"Srp72"
"ENSMUSG00000036327",-0.184965208834886,0.215315436868765,0.666395574994106,481.292719944738,417.945124452346,446.104177516086,465.005173793728,429.970475954907,433.097033311161,394.206437830505,334.332163041966,"Qsox2"
"ENSMUSG00000036333",0.294154707142638,0.206859045170436,0.660170058458,3949.8862377794,2357.76945587706,3940.5869013921,2950.51099879097,2688.97650856568,4091.40699826075,4242.56600714306,5165.24409194048,"Kidins220"
"ENSMUSG00000036334",0.47817247192676,0.239140321672211,0.680246908602843,17.3961224076411,21.5959486799085,35.5934184188367,13.5344541228944,29.4240281558546,40.7989958916311,30.696402945818,22.5392469466494,"Igsf10"
"ENSMUSG00000036339",0.152535282264409,0.340365161798043,0.742427392051207,302.499239643982,284.558382605853,290.284101326957,303.558471042059,271.460388792723,315.930686135195,372.395835737424,353.11486883084,"Tmem260"
"ENSMUSG00000036352",-0.120602091367194,0.361990830767381,0.755772266016322,827.282265607823,941.329292459539,915.937300644731,939.677814818094,931.12811680301,855.732785624468,768.217873722972,777.604019659403,"Ubac1"
