"","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000024740",4210.97870506838,4374.07896382877,4429.33013062972,4466.71296490708,4073.54767026117,4136.45509867243,4398.15685543843,4365.69678965683,"Ddb1"
"ENSMUSG00000024742",42.8858161039941,65.5377369935594,75.0290311668615,59.0373597043891,60.4278450213262,62.9460558493631,57.9705203504202,58.9284169731761,"Fen1"
"ENSMUSG00000024743",6634.02731494404,6609.14178750567,6083.45853868052,6147.93595830707,6313.82115994886,6297.0580286707,6419.52237650964,5402.43741369339,"Syt7"
"ENSMUSG00000024747",21.4429080519971,7.90972687853303,29.6626402287592,17.4428562762968,11.55238213643,26.9768810782985,16.1557187861827,32.9599620358443,"Aldh1a7"
"ENSMUSG00000024750",1617.40792163635,2240.71262859014,2497.76879338052,2474.20207488394,2469.54384285685,2402.57737845816,2617.22644336159,2934.4354079185,"Zfand5"
"ENSMUSG00000024754",169.501082696739,158.194537570661,164.889382448102,199.921968089863,189.281338081507,172.488542652151,172.010888252886,150.816795982197,"Cemip2"
"ENSMUSG00000024758",15790.1490531468,16084.9945879882,17194.7345961357,17271.111229884,17270.8112939629,18142.3612657781,17755.1349460148,19009.9078008553,"Rtn3"
"ENSMUSG00000024759",354.318528287761,475.71357369463,622.043014208979,564.880191716996,567.844014244521,651.532552103148,570.20183951233,544.33876695561,"Atl3"
"ENSMUSG00000024764",755.607236117992,672.326784675308,708.413643110366,680.271394775575,819.330486906806,747.177857744388,742.212727765216,458.443108316743,"Naa40"
"ENSMUSG00000024766",50.0334521213265,84.7470736985682,116.90569972511,87.2142813814839,111.080597465673,94.8278243964432,103.586667511407,184.7755447464,"Lipo3"
"ENSMUSG00000024767",6058.13207011898,5335.67576006185,4583.75034593826,4590.15471701625,4740.03125505521,4508.40906505504,4659.49936521492,4917.02706371095,"Otub1"
"ENSMUSG00000024769",274.673441237486,163.844342483899,137.844034004234,171.745046412768,140.405875196611,166.766173938572,136.848441482959,109.866540119481,"Cdc42bpg"
"ENSMUSG00000024772",1395.83120509905,986.455937851334,898.60351281241,963.382369721622,903.751740980717,936.833506537275,949.386062788029,1195.54771384562,"Ehd1"
"ENSMUSG00000024773",1300.86975515449,1166.1197340923,1046.04428336124,951.306546145725,995.282153292432,978.525050021918,1100.4895502588,781.051221576674,"Atg2a"
"ENSMUSG00000024776",227.703261695016,271.190635835418,303.6058470473,305.920863922744,285.254974291849,247.696817173468,267.994864570795,294.642084865881,"Stambpl1"
"ENSMUSG00000024777",2220.87261967112,2386.47759535168,2373.01121830073,2310.50757752177,2185.17751334472,2478.60313422427,2190.52540012653,2280.23010084341,"Ppp2r5b"
"ENSMUSG00000024778",9.18981773657017,21.4692586703039,19.1934730891971,32.2021962023941,31.1025672903885,13.0796999167508,15.2053823869955,30.9623885791264,"Fas"
"ENSMUSG00000024780",1297.80648257563,1510.75783379981,1717.81584148314,1847.60100711236,1751.51886083873,1710.98824535996,1969.09701911591,1604.05148574442,"Cdc37l1"
"ENSMUSG00000024781",260.378169202821,215.822547685687,267.836192653796,346.173609175736,272.813947375693,322.087610449988,297.455292945599,323.606899988289,"Lipa"
"ENSMUSG00000024782",841.37886832598,961.596796233087,1230.99956949351,1179.40543591268,1112.58326421618,1177.17299250757,1097.63854106123,1224.51252896803,"Ak3"
"ENSMUSG00000024785",321.643620779956,298.30969941896,261.729178489052,280.427458595848,288.80955341075,246.061854683874,272.746546566731,279.660283940497,"Rcl1"
"ENSMUSG00000024787",819.935960273983,705.095653172087,669.154266337008,590.373597043891,611.387608451065,685.049283139822,580.655539903389,578.297515719813,"Snx15"
"ENSMUSG00000024789",404.351980409087,457.634197972268,689.220170021169,852.016441188343,692.254283406075,613.92841484249,723.205999781471,657.201667260168,"Jak2"
"ENSMUSG00000024790",378.824708918615,326.55872398515,281.795082173212,299.212073047245,268.370723477066,251.784223397453,248.037800187863,237.711241349422,"Sac3d1"
"ENSMUSG00000024792",704.552693137046,583.059867046149,519.096204003286,489.74173391141,507.416169223195,426.725209783994,518.88367395622,410.501345355515,"Zfpl1"
"ENSMUSG00000024793",148.058174644742,166.104264449194,223.342232310657,320.680203848841,208.831523235466,249.331779663062,313.611011731781,102.875033020969,"Tnfrsf25"
"ENSMUSG00000024795",16.3374537539025,9.03968786118061,6.10701416474454,12.0758235758978,20.4388299336839,14.7146624063446,12.3543731894338,2.99636018507675,"Kif20b"
"ENSMUSG00000024797",1167.10685254441,1316.40454478443,1044.29942217132,1102.925219932,1023.71878624364,1034.93125591291,960.790099578275,1047.7272780485,"Vps51"
"ENSMUSG00000024798",178.690900433309,266.670791904828,214.617926361022,279.085700420749,231.936287508326,209.275198668013,170.110215454512,264.678483015113,"Htr7"
"ENSMUSG00000024799",525.861792703737,514.132247104647,431.853144506935,410.578001580524,413.219822572304,447.162240903917,408.644651650503,293.643298137522,"Tm7sf2"
"ENSMUSG00000024800",207.281444502638,204.522937859211,202.403898031533,207.972517140462,190.169982861233,167.583655183369,191.967952635818,210.743999683732,"Rpp30"
"ENSMUSG00000024805",273.652350377867,308.479348262788,379.507308809125,440.096681432719,367.010294026584,323.722572939582,361.127831691142,420.489212639104,"Pcgf5"
"ENSMUSG00000024807",835.252323168266,931.087849701603,865.451150203797,744.675787180363,750.904838867951,778.242145046672,767.87181054327,699.150709851242,"Syvn1"
"ENSMUSG00000024810",625.92869694639,805.662180627722,771.228645947739,921.78786629353,753.570773207127,840.370719651238,813.487957704257,1014.76731601266,"Il33"
"ENSMUSG00000024811",1186.50757887717,1626.01385402986,1969.07585283263,2333.31746649847,1994.11888570377,2069.04503058101,2089.78974181269,2379.10998695094,"Tnks2"
"ENSMUSG00000024812",551.38906419421,509.612403174057,512.116759243578,550.120851790899,475.424957153081,612.293452352896,509.380309964348,498.3945774511,"Tjp2"
"ENSMUSG00000024816",495.22906691517,560.460647393198,451.919048191096,417.286792456023,442.545100303242,524.822959159625,491.323918379791,517.371525289919,"Frmd8"
"ENSMUSG00000024817",770.923599012275,758.203819356523,809.615592126133,975.45819329752,854.876278095821,859.172788281567,770.722819740832,917.885003361845,"Uhrf2"
"ENSMUSG00000024818",104.151267681129,96.046683525044,54.9631274827008,77.8219741557857,90.6417675319893,64.581018338957,50.3678291569224,63.9223506149707,"Slc25a45"
"ENSMUSG00000024824",166.437810117882,177.403874275669,117.778130320073,183.820869988666,116.412466144026,137.336849125883,152.053823869955,140.828928698607,"Rad9a"
"ENSMUSG00000024826",1042.5337676709,985.325976868686,1039.9372691965,1069.3812655545,1044.15761617733,1020.21659350656,1006.40624673926,931.86801755887,"Dpf2"
"ENSMUSG00000024827",297.137440149102,446.334588145793,440.57745045657,497.792282962008,494.97514230704,468.416753268637,431.452725230996,399.514691343567,"Gldc"
"ENSMUSG00000024829",568.747608807732,472.323690746687,396.955920708395,410.578001580524,412.331177792579,392.390997502523,416.247342844001,471.427335785409,"Mrpl21"
"ENSMUSG00000024830",936.340318270538,667.806940744717,613.318708259344,534.019753689702,641.601530961728,653.167514592742,645.27841504812,301.633591964393,"Rps6kb2"
"ENSMUSG00000024831",339.002165393477,258.761065026295,218.107648740876,224.073615241659,241.711380085305,234.617117256717,227.130399405745,263.679696286754,"Ighmbp2"
"ENSMUSG00000024833",113.341085417699,102.826449420929,95.0949348510221,120.758235758978,94.1963466508909,129.979517922711,105.487340309781,58.9284169731761,"Pola2"
"ENSMUSG00000024835",1482.62392816665,1383.07224276063,1298.1767253057,1198.19005036408,1136.57667326877,1170.63314254919,1290.55683009624,1026.75275675297,"Coro1b"
"ENSMUSG00000024841",639.202878121436,511.872325139352,430.980713911972,465.590086759614,516.302617020449,492.941190612545,459.012480807425,487.407923439152,"Eif1ad"
"ENSMUSG00000024842",28.5905440693294,15.8194537570661,22.6831954690511,21.468130801596,43.5435942065439,14.7146624063446,32.3114375723653,11.985440740307,"Cabp4"
"ENSMUSG00000024843",1570.43774209388,1367.25278900357,1431.65860633511,1579.24937209241,1526.69173156821,1522.15007781187,1587.06178664265,1225.51131569639,"Chka"
"ENSMUSG00000024844",1207.95048692917,1071.2030115499,902.965665787228,811.76369593535,949.072624746712,936.016025292478,1028.26398392057,937.860737929024,"Banf1"
"ENSMUSG00000024845",708.637056575522,657.637291900889,530.437801737811,532.677995514602,513.636682681273,491.306228122951,544.542756734275,441.463733934642,"Tmem134"
"ENSMUSG00000024846",185.838536450641,92.6568005771012,115.160838535183,73.7966996304864,91.5304123117147,94.0103431516462,97.8846491162832,90.8895922806615,"Cst6"
"ENSMUSG00000024847",2230.06243740769,1905.11421674381,1797.20702562482,1765.75375843127,1683.98185757961,1777.20422618851,1676.39340816625,2181.35021473588,"Aip"
"ENSMUSG00000024851",5560.86082148457,4956.00886989227,4687.56958673891,4527.09208278657,4352.58213109494,4729.1290011502,4357.29239027338,4074.05106497602,"Pitpnm1"
"ENSMUSG00000024853",5720.15099558512,5421.55279474307,4740.78785303169,4816.91184860811,4984.40856947969,4868.10081276568,4939.84860297515,5385.45803931128,"Sf3b2"
"ENSMUSG00000024854",306.327257885672,183.053679188907,170.996396612847,183.820869988666,143.071809535787,176.575948876136,175.812233849635,157.808303080709,"Pold4"
"ENSMUSG00000024855",1540.82610716493,1575.16560981072,1574.73722390913,1395.42850210374,1428.05216101869,1639.04989581783,1493.9288195223,1368.33781785172,"Pacs1"
"ENSMUSG00000024856",572.831972246207,436.164939301964,347.227376795475,383.742838078529,396.335571757522,324.540054184379,433.35339802937,367.553516036082,"Cdk2ap2"
"ENSMUSG00000024858",3664.69509517226,3951.47355631857,3830.84274248475,3964.89540741977,3744.74910176277,3864.23384415506,3867.86914469197,3975.17117886849,"Grk2"
"ENSMUSG00000024862",5643.5691811137,6401.22896669852,5799.91859531738,5891.66014686301,5015.51113677008,5576.85705200461,5603.18340960782,5194.68977419473,"Klc2"
"ENSMUSG00000024866",42.8858161039941,61.0178930629691,29.6626402287592,29.5186798521946,20.4388299336839,33.5167310366739,37.0631195683014,27.9660283940497,"Acy3"
"ENSMUSG00000024867",341.044347112715,337.858333811625,376.017586429271,374.350530852831,372.342162704937,375.223891361788,332.617739715526,438.467373749565,"Pip5k1b"
"ENSMUSG00000024869",56.1599972790399,56.4980491323788,68.0495864071534,75.1384578055861,55.0959763429739,52.3187996670031,58.9208567496074,27.9660283940497,"Gm49405"
"ENSMUSG00000024870",3838.28054130747,3693.84245227493,3180.00951864198,2904.90644909096,3074.71093784983,3162.8349361193,3007.81470342754,3456.80086685021,"Rab1b"
"ENSMUSG00000024871",535.051610440308,570.630296237026,421.383977367373,328.730752899439,853.987633316096,424.272766049603,631.973705459499,643.218653063143,"Doc2g"
"ENSMUSG00000024873",3870.95544881528,4522.1038525556,3594.41405124964,3667.02509254762,3551.02453978264,3342.68080997462,3474.42987542846,4099.020733185,"Cnih2"
"ENSMUSG00000024875",287.947622412532,221.472352598925,219.852509930803,201.263726264963,208.831523235466,210.092679912809,231.882081401681,193.76462530163,"Yif1a"
"ENSMUSG00000024878",138.868356908171,154.804654622718,205.893620411387,152.960431961372,183.949469403155,222.354898584763,188.166607039069,193.76462530163,"Zng1"
"ENSMUSG00000024883",761.733781275705,959.336874267792,1000.67789242314,1041.20434387741,946.406690407536,968.715275084355,963.641108775837,797.031809230416,"Rin1"
"ENSMUSG00000024885",154.184719802455,159.324498553308,100.329518420803,118.074719408778,117.301110923751,150.416549042634,112.139695104091,115.859260489634,"Aldh3b1"
"ENSMUSG00000024887",157.247992381312,190.96340606744,226.831954690511,183.820869988666,204.388299336839,254.236667131843,251.839145784612,209.745212955373,"Asah2"
"ENSMUSG00000024889",497.271248634408,488.143144503753,463.260645925621,399.843936179726,398.112861316973,375.223891361788,481.820554387918,344.581421283827,"Rce1"
"ENSMUSG00000024891",231.787625133492,268.930713870123,241.663274804891,241.516471517955,271.036657816243,209.275198668013,289.852601752101,207.747639498655,"Slc29a2"
"ENSMUSG00000024892",1635.78755710949,1622.62397108192,1529.37083297102,1471.90871808443,1455.60014919018,1487.8158655304,1470.17040954262,1689.94714438329,"Pcx"
"ENSMUSG00000024896",1107.88358268651,935.607693632193,1036.44754681664,963.382369721622,973.066033799297,889.419594339053,1026.36331112219,1218.51980859788,"Minpp1"
"ENSMUSG00000024897",1849.19554676984,2657.6682311871,2632.1231050049,2878.07128558897,2503.31234448641,2826.03266326297,2534.5471766323,2481.98501997191,"Apba1"
"ENSMUSG00000024899",136.826175188934,210.172742772449,154.42021530854,229.440647942058,230.158997948875,201.91786746484,191.967952635818,211.742786412091,"Papss2"
"ENSMUSG00000024900",269.567986939392,392.096460978709,424.873699747227,403.869210705026,340.350950634823,434.900022231963,356.376149695206,373.546236406235,"Cpt1a"
"ENSMUSG00000024901",593.253789438585,589.839632942035,555.738288991753,479.007668510612,531.40957827578,586.134052519394,529.337374347279,583.291449361608,"Peli3"
"ENSMUSG00000024902",1141.57958105394,936.73765461484,808.743161531169,707.10655827757,782.007406158339,726.740826624465,780.226183732704,830.99055799462,"Mrpl11"
"ENSMUSG00000024906",720.890146890949,571.760257219673,441.449881051534,413.261517930724,480.756825831434,418.550397336025,429.552052432622,377.541383319671,"Mus81"
"ENSMUSG00000024907",81.6872687695126,48.5883222538458,49.7285439129198,44.2780197782918,38.2117255281916,33.5167310366739,50.3678291569224,58.9284169731761,"Gal"
"ENSMUSG00000024908",1061.93449400366,1220.35786125938,1388.9095071819,1339.07465874955,1420.94300278089,1394.62300362355,1395.09383400683,1265.46278483075,"Ppp6r3"
"ENSMUSG00000024909",400.267616970612,224.862235546868,188.445008512117,166.378013712369,260.372920459538,195.378017506465,235.68342699843,233.716094435987,"Efemp2"
"ENSMUSG00000024911",1243.68866701583,820.35167340214,817.467467480804,606.474695145088,816.664552567629,791.321844963422,754.567100954649,643.218653063143,"Fibp"
"ENSMUSG00000024913",163.374537539025,190.96340606744,208.510912196278,179.795595463367,228.381708389424,243.609410949483,196.719634631754,245.701535176294,"Lrp5"
"ENSMUSG00000024914",4965.56485032675,4820.41355197456,3754.06885012796,3833.40310625999,3581.2384622933,3620.62443320558,3511.49299499676,4254.83146280899,"Drap1"
"ENSMUSG00000024921",5283.12410766823,4607.98088723681,4807.96500884388,4941.69535889239,4792.461297059,4904.06998753675,5056.73998007518,5471.35369795015,"Smarca2"
"ENSMUSG00000024924",819.935960273983,1015.83492340017,1101.00741084394,1183.43071043798,1006.83453542886,1030.02636844412,1072.92979468237,1051.72242496194,"Vldlr"
"ENSMUSG00000024925",551.38906419421,464.413963868154,318.437167161679,316.654929323542,348.348753652351,340.889679080317,356.376149695206,293.643298137522,"Rnaseh2c"
"ENSMUSG00000024926",1094.60940151147,1098.32207513344,1021.61622670226,1039.86258570231,1127.69022547151,1186.16528620034,1078.63181307749,1101.66176137989,"Kat5"
"ENSMUSG00000024927",728.037782908281,514.132247104647,473.729813065183,437.413165082519,477.202246712532,502.750965550108,504.628627968412,486.409136710793,"Rela"
"ENSMUSG00000024935",1025.17522305738,1432.79052599713,1440.38291228475,1581.93288844261,1488.48000604002,1430.59217839462,1504.38251991336,1579.08181753545,"Slc1a1"
"ENSMUSG00000024937",799.514143081605,597.749359820568,608.084124689563,583.664806168392,639.824241402278,594.308864967364,608.215295479818,598.273250286992,"Ehbp1l1"
"ENSMUSG00000024939",32.674907507805,39.5486343926652,34.8972237985402,28.1769216770948,35.5457911890154,30.2468060574862,25.6590827780548,30.9623885791264,"Fam89b"
"ENSMUSG00000024940",1480.58174644742,1316.40454478443,1176.03644201081,1128.41862525889,1031.71658926117,1032.47881217851,1126.14863303685,850.966292561798,"Ltbp3"
"ENSMUSG00000024941",1719.51700759824,1494.93838004274,1319.98749017978,1249.17686101787,1266.31881110867,1201.69742985148,1266.79842011656,1242.49069007849,"Scyl1"
"ENSMUSG00000024942",560.57888193078,538.991388722894,563.590164346424,575.614257117794,511.859393121822,529.727846628407,553.09578432696,540.343620042174,"Capn1"
"ENSMUSG00000024943",345.128710551191,360.457553464577,500.775161509052,457.539537709016,504.750234884019,476.591565716607,439.055416424494,390.525610788337,"Smc5"
"ENSMUSG00000024944",2239.25225514426,1682.51190316224,1449.10721823438,1289.42960627086,1407.61333108501,1414.24255349868,1442.61065396619,1549.11821568468,"Arl2"
"ENSMUSG00000024947",1135.45303589623,1394.37185258711,1148.99109356694,1372.61861312705,1189.00671527257,1243.38897333612,1224.98361855232,1177.56955273516,"Men1"
"ENSMUSG00000024948",1679.6944640731,1509.62787281716,1382.80249301716,1383.35267852785,1348.96277562314,1389.71811615477,1436.90863557107,883.926254597642,"Map4k2"
"ENSMUSG00000024949",2272.94825351169,2856.54136413307,2572.79782454738,2951.86798521946,2806.34021437277,2828.48510699736,2892.82399912589,2475.99229960176,"Sf1"
"ENSMUSG00000024953",6358.33278284694,5759.4111285547,4567.17416463395,4611.62284781785,4583.62977382354,4429.11338430973,4547.35967011083,5404.4349871501,"Prdx5"
"ENSMUSG00000024955",1833.87918387556,1683.64186414489,1415.08242503081,1435.68124735674,1442.2704774943,1330.85946652939,1460.66704555075,1229.50646260983,"Esrra"
"ENSMUSG00000024957",237.914170291205,335.59841184633,351.589529770293,358.249432751634,324.355344599766,274.673698251766,323.114375723653,224.727013880756,"Kcnk4"
"ENSMUSG00000024958",2439.38606362957,2114.15699853361,1888.81223809599,1722.81749682808,1877.70641955974,1802.54614477722,1997.60711109153,1949.63169375661,"Gpr137"
"ENSMUSG00000024959",512.587611528692,522.04197398318,441.449881051534,444.121955958018,386.560479180543,399.748328705696,398.190951259443,471.427335785409,"Bad"
"ENSMUSG00000024960",479.912704020887,433.905017336669,348.972237985402,390.451628954028,343.016884973999,391.573516257727,383.935905271635,366.554729307723,"Plcb3"
"ENSMUSG00000024962",1744.02318822909,1302.84501299266,1094.9003966792,931.180173519228,1124.13564635261,1025.93896222014,1134.70166062954,1189.55499347547,"Vegfb"
"ENSMUSG00000024963",463.575250266984,362.717475429872,294.009110502701,311.287896623143,298.58464598773,309.825391778034,307.908993336658,235.713667892705,"Dnajc4"
"ENSMUSG00000024965",126.615266592745,127.685591039176,104.691671395621,108.68241218308,129.742137839906,83.3830869692862,121.643059095964,82.8992984537902,"Fermt3"
"ENSMUSG00000024966",3980.2121707945,4119.83774273306,3972.17649886884,4890.7085482386,3868.2707261446,3900.20301892612,3950.54841142126,4892.05739550198,"Stip1"
"ENSMUSG00000024968",406.394162128325,352.547826586044,307.095569427154,254.934053268953,287.0322638513,327.809979163566,326.915721320402,281.657857397215,"Rcor2"
"ENSMUSG00000024969",2742.65004893639,2619.24955777708,2483.8099038611,2393.69658437796,2382.45665444376,2301.20970410334,2484.17934747538,2330.16943726135,"Mark2"
"ENSMUSG00000024970",568.747608807732,468.933807798744,521.713495788176,539.386786390101,494.086497527314,516.648146711656,572.102512310704,466.433402143615,"Spindoc"
"ENSMUSG00000024974",1261.04721162935,1085.89250432432,1161.20512189643,1289.42960627086,1336.52174870698,1328.407022795,1197.42386297589,1607.0478459295,"Smc3"
"ENSMUSG00000024975",1278.40575624287,1279.11583235706,1368.84360349774,1321.63180247326,1564.01481231668,1389.71811615477,1375.1367696239,1753.86949499826,"Pdcd4"
"ENSMUSG00000024976",609.591243192488,777.413156061532,995.44330885336,921.78786629353,992.616218953256,933.563581558087,1027.31364752138,1232.5028227949,"Shoc2"
"ENSMUSG00000024978",778.071235029608,858.770346812158,960.546085054819,1076.09005643,901.974451421266,1071.71791192877,811.587284905882,991.795221260405,"Gpam"
"ENSMUSG00000024979",9.18981773657017,14.6894927744185,7.85187535467155,8.05054905059852,13.3296716958808,20.4370311199231,19.0067279837443,2.99636018507675,"Tectb"
"ENSMUSG00000024981",1168.12794340403,1163.859812127,1248.44818139278,1080.1153309553,1061.93051177184,1137.11641151252,1215.48025456045,1271.4555052009,"Acsl5"
"ENSMUSG00000024982",474.807249722792,404.526031787832,459.770923545767,433.38789055722,454.097482439672,387.486110033742,481.820554387918,458.443108316743,"Zdhhc6"
"ENSMUSG00000024983",733.143237206376,858.770346812158,984.974141713797,810.42193776025,919.747347015774,994.057193673059,1032.06532951732,938.859524657383,"Vti1a"
"ENSMUSG00000024985",608.570152332869,569.500335254378,334.140917871023,562.196675366796,529.63228871633,427.542691028791,352.574804098457,555.325420967558,"Tcf7l2"
"ENSMUSG00000024986",35.7381800866618,20.3392976876564,29.6626402287592,34.8857125525936,19.5501851539585,39.2390997502523,38.0134559674886,32.9599620358443,"Hhex"
"ENSMUSG00000024990",253.230533185489,206.782859824506,194.552022676862,183.820869988666,192.835917200409,165.948692693776,251.839145784612,166.797383635939,"Rbp4"
"ENSMUSG00000024991",3966.93798961946,3291.57634245239,3454.82515605548,3653.60751079663,3440.83258709669,3671.30827038299,3485.83391221871,4416.63491280313,"Eif3a"
"ENSMUSG00000024993",315.517075622242,459.894119937563,452.791478786059,454.856021358816,445.211034642418,400.565809950493,510.330646363535,501.390937636177,"Dennd10"
"ENSMUSG00000024997",749.480690960278,835.041166176559,915.179694116717,903.003251842134,861.985436333624,885.332188115069,930.379334804284,1045.72970459179,"Prdx3"
"ENSMUSG00000024998",164.395628398644,166.104264449194,175.358549587665,209.314275315561,199.056430658486,173.306023896948,188.166607039069,209.745212955373,"Plce1"
"ENSMUSG00000024999",156.226901521693,204.522937859211,224.214662905621,229.440647942058,215.940681473269,260.776517090219,267.044528171608,172.790104006093,"Noc3l"
"ENSMUSG00000025001",21.4429080519971,47.4583612711982,47.9836827229928,38.9109870778928,39.100370307917,55.5887246461908,50.3678291569224,53.9344833313815,"Hells"
"ENSMUSG00000025006",432.942524478417,683.626394501783,815.722606290877,886.902153740937,733.131943273443,931.111137823696,709.90129019285,545.337553683969,"Sorbs1"
"ENSMUSG00000025007",345.128710551191,442.94470519785,321.926889541533,421.312066981322,384.783189621092,382.58122256496,382.985568872448,420.489212639104,"Aldh18a1"
"ENSMUSG00000025008",280.7999863952,327.688684967797,316.692305971752,386.426354428729,354.569267110429,386.668628788945,419.098352041562,276.66392375542,"Tctn3"
"ENSMUSG00000025010",93.9403590849395,137.855239883004,178.848271967519,138.201092035275,150.18096777359,140.606774105071,103.586667511407,118.855620674711,"Ccnj"
"ENSMUSG00000025013",13.2741811750458,24.8591416182467,2.61729178489052,13.4175817509975,17.7728955945077,31.0642873022831,20.9074007821187,17.9781611104605,"Tll2"
"ENSMUSG00000025016",1797.11991292928,2466.70482511966,2554.47678205314,2864.65370383797,2594.84275679813,2495.77024036501,2787.3366588161,2956.4087159424,"Tm9sf3"
"ENSMUSG00000025017",40.8436343847563,56.4980491323788,54.9631274827008,63.0626342296884,73.757516717207,49.8663559326124,48.467156358548,93.8859524657383,"Pik3ap1"
"ENSMUSG00000025019",72.4974510329424,73.4474638720924,91.605212471168,107.34065400798,72.8688719374816,129.162036677914,112.139695104091,36.95510894928,"Lcor"
"ENSMUSG00000025020",971.057407497581,1320.92438871502,1019.87136551234,1267.96147546927,1165.01330621998,1052.91584329844,1031.11499311813,1055.71757187538,"Slit1"
"ENSMUSG00000025024",459.490886828508,499.442754330229,526.948079357957,509.868106537906,554.514342548641,471.686678247825,484.67156358548,614.253837940734,"Smndc1"
"ENSMUSG00000025025",970.036316637962,1206.79832946761,1388.03707658694,1300.16367167166,1324.96936657055,1444.48935955616,1307.66288528161,1327.387561989,"Mxi1"
"ENSMUSG00000025026",1192.63412403488,1774.03874275669,1808.54862335935,1946.89111206974,1915.91814508793,1971.76476245018,1783.7814212744,1978.59650887902,"Add3"
"ENSMUSG00000025027",830.146868870172,866.680073690691,850.619830089418,821.156003161049,743.795680630148,711.208682973324,838.196704083124,783.048795033391,"Xpnpep1"
"ENSMUSG00000025034",1542.86828888417,1828.27686992378,1682.9186176846,1808.69002003447,1493.81187471837,1599.81079606758,1674.49273536787,1663.97868944596,"Trim8"
"ENSMUSG00000025035",3101.05294066262,2268.96165315633,1998.73849306139,2039.47242615162,2058.10130984399,2166.32529871185,2121.15084298587,2214.31017677172,"Arl3"
"ENSMUSG00000025036",238.935261150824,201.133054911269,187.572577917154,189.187902689065,169.731152927549,162.678767714588,154.904833067516,85.8956586388669,"Sfxn2"
"ENSMUSG00000025037",444.174523934225,466.673885833449,485.071410799709,423.995583331522,483.42276017061,491.306228122951,444.757434819617,567.310861707865,"Maoa"
"ENSMUSG00000025038",21.4429080519971,25.9891026008942,38.3869461783942,25.4934053268953,24.8820538323108,20.4370311199231,27.5597555764293,24.9696682089729,"Efhc2"
"ENSMUSG00000025040",412.520707286039,568.370374271731,628.150028373724,697.714251051871,706.472599881682,593.491383722567,654.781779039992,842.975998734927,"Fundc1"
"ENSMUSG00000025041",1389.70465994133,1409.06134536153,1429.91374514519,1424.94718195594,1507.14154641425,1379.09085997241,1502.48184711499,1400.2989931592,"Nt5c2"
"ENSMUSG00000025047",693.320693681238,638.42795519588,560.972872561534,621.234035071186,653.153913098158,640.087814675991,641.477069451371,589.284169731761,"Pdcd11"
"ENSMUSG00000025049",100.066904242653,105.086371386225,128.247297459635,99.2901049573817,138.62858563716,116.082336761163,114.990704301653,92.8871657373793,"Taf5"
"ENSMUSG00000025050",227.703261695016,328.818645950445,373.40029464438,363.616465452033,353.680622330703,327.809979163566,395.339942061882,236.712454621063,"Pcgf6"
"ENSMUSG00000025059",159.29017410055,314.129153176026,309.712861212044,350.198883701035,295.918711648553,355.604341486662,317.41235732853,339.587487642032,"Gk"
"ENSMUSG00000025060",960.846498901392,1003.40535259105,1265.89679329205,1392.74498575354,1376.51076379462,1376.63841623802,1357.08037803934,1179.56712619188,"Slk"
"ENSMUSG00000025064",35.7381800866618,21.4692586703039,13.9588895194161,14.7593399260973,14.2183164756062,25.3419185887046,12.3543731894338,9.98786728358918,"Col17a1"
"ENSMUSG00000025066",1538.78392544569,1508.49791183451,1409.84784146102,1501.42739793662,1505.3642568548,1397.07544735794,1358.03071443853,2037.52492585219,"Sfr1"
"ENSMUSG00000025068",403.330889549469,419.215524562251,459.770923545767,454.856021358816,436.324586845164,436.534984721557,455.211135210676,537.347259857098,"Gsto1"
"ENSMUSG00000025069",16.3374537539025,35.0287904620749,27.9177790388322,30.8604380272943,25.7706986120362,30.2468060574862,25.6590827780548,7.99029382687134,"Gsto2"
"ENSMUSG00000025076",53.0967247001832,61.0178930629691,47.9836827229928,41.5945034280923,67.5370032591293,60.4936121149724,35.162446769927,41.9490425910745,"Casp7"
"ENSMUSG00000025077",142.952720346647,153.67469364007,164.889382448102,127.467026634476,91.5304123117147,143.059217839462,111.189358704904,84.896871910508,"Dclre1a"
"ENSMUSG00000025078",340.023256253096,397.746265891947,430.980713911972,371.667014502632,429.215428607361,418.550397336025,518.88367395622,303.631165421111,"Nhlrc2"
"ENSMUSG00000025081",10.2109085961891,12.4295708091233,19.1934730891971,14.7593399260973,7.99780301752847,13.8971811615477,9.50336399187216,8.98908055523026,"Tdrd1"
"ENSMUSG00000025083",204.218171923782,110.736176299462,126.502436269708,177.112079113167,120.855690042652,166.766173938572,106.437676708968,150.816795982197,"Afap1l2"
"ENSMUSG00000025085",2113.65807941114,1673.47221530106,1999.61092365635,1945.54935389464,2179.84564466637,2060.05273688825,1991.9050926964,1738.88769407288,"Ablim1"
"ENSMUSG00000025086",401.288707830231,482.493339590515,470.240090685329,441.438439607819,468.315798915278,426.725209783994,488.472909182229,360.562008937569,"Trub1"
"ENSMUSG00000025089",466.638522845841,734.474638720924,751.162742263578,791.637323308854,703.806665542505,765.979926374718,683.291871015608,767.068207379649,"Gfra1"
"ENSMUSG00000025092",1811.41518496394,2708.51647540624,2835.39943363139,3154.47346965952,2864.99076983464,3078.63436790522,2884.2709715332,2663.76420453323,"Hspa12a"
