"","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000000561",569.76869966735,525.431856931123,605.466832904673,534.019753689702,545.627894751387,603.30115866013,605.364286282257,550.331487325764,"Wdr77"
"ENSMUSG00000000562",11.231999455808,16.9494147397136,16.5761813043066,22.8098889766958,15.9956060350569,16.3496248959385,14.2550459878082,21.9733080238962,"Adora3"
"ENSMUSG00000000563",4200.76779647219,3904.01519504738,3567.36870280577,3433.55917008027,3728.75349572772,3353.30806615698,3563.76149695206,4463.577889036,"Atp5pb"
"ENSMUSG00000000567",756.62832697761,764.983585252409,647.343501462921,566.221949892096,678.924611710195,622.103227290459,778.32551093433,754.083979910983,"Sox9"
"ENSMUSG00000000568",2369.95188517548,2736.76549997243,2736.81477640052,2797.56579508298,3031.16734364329,2852.19206309647,2934.63880069012,3133.19396686192,"Hnrnpd"
"ENSMUSG00000000579",24.5061806308538,38.4186734100176,32.2799320136497,28.1769216770948,42.6549494268185,26.1593998335016,26.609419177242,25.9684549373319,"Dynlt1c"
"ENSMUSG00000000581",744.375236662184,705.095653172087,714.520657275111,780.903257908056,838.880672060764,765.162445129921,874.309487252239,1012.76974255594,"C1d"
"ENSMUSG00000000594",1237.56212185812,1193.23879767584,1053.89615871591,1065.3559910292,1061.93051177184,1025.12148097534,1098.58887746042,1186.55863329039,"Gm2a"
"ENSMUSG00000000600",533.00942872107,648.597604039709,724.989824414673,790.295565133754,814.887263008178,794.59176994261,826.792667292878,716.130084233344,"Krit1"
"ENSMUSG00000000605",3221.54166209765,3062.19426297493,3382.41341667351,3465.76136628266,3678.10074328337,3482.4701028349,3687.3052288464,4171.9321643552,"Clcn4"
"ENSMUSG00000000627",1232.45666756002,1166.1197340923,973.632543979272,1073.4065400798,981.063836816826,1000.59704363143,965.541781574211,998.786728358918,"Sema4f"
"ENSMUSG00000000628",62.2865424367534,67.7976589588546,60.1977110524819,53.6703270039901,80.8666749550101,104.637599334006,95.0336399187216,66.9187108000475,"Hk2"
"ENSMUSG00000000631",4043.51980409087,4128.87743059424,3878.82642520774,4093.70419222935,3755.41283911948,4096.39851767739,3919.18731024808,3887.27794677291,"Myo18a"
"ENSMUSG00000000632",3443.11837863496,4075.76926440981,4018.41532040191,3774.3657465556,4091.32056585567,3764.50113228983,3757.63012238625,3336.94645944714,"Sez6"
"ENSMUSG00000000682",39.8225435251374,19.2093367050088,11.3415977345256,20.1263726264963,20.4388299336839,13.8971811615477,19.0067279837443,29.9636018507675,"Cd52"
"ENSMUSG00000000686",7.14763601733235,16.9494147397136,23.5556260640146,17.4428562762968,10.6637373567046,8.17481244796924,9.50336399187216,1.99757345671784,"Abhd15"
"ENSMUSG00000000693",123.551994013888,125.425669073881,99.4570878258396,67.0879087549876,75.5348062766578,113.629893026772,93.1329671203472,74.9090046269188,"Loxl3"
