"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000001",532.086384538796,0.306548443100969,0.193121303907781,1.58733623322755,0.112436513103723,0.922113547260711
"ENSMUSG00000000028",29.2450259912143,-0.0566173959499159,0.350362899347807,-0.161596436310203,0.871623663840463,0.984514320479956
"ENSMUSG00000000037",20.6769398537429,0.452408359794436,0.5333547908022,0.848231547923258,0.396309030970912,0.922113547260711
"ENSMUSG00000000056",775.009010856866,0.0599984262760381,0.183498689399933,0.326969235977879,0.74369115358688,0.964021940628028
"ENSMUSG00000000058",444.856472016887,0.305297310376066,0.230866112744212,1.32239983922768,0.186035042378226,0.922113547260711
"ENSMUSG00000000078",831.13519863343,-0.141877722661601,0.101517446603048,-1.39756985039596,0.162242277365598,0.922113547260711
"ENSMUSG00000000085",774.040073880634,-0.00188081525667857,0.10840225552556,-0.0173503332339344,0.986157131520501,0.997533614037114
"ENSMUSG00000000088",1856.10029642632,-0.147709333744557,0.171500954003883,-0.861274122948685,0.389087084280144,0.922113547260711
"ENSMUSG00000000093",36.6409014628089,-0.516723759520219,0.29333573179251,-1.76154386771306,0.0781463950202883,0.922113547260711
"ENSMUSG00000000120",99.4419723502519,-0.217418244549077,0.240374653020445,-0.904497382802605,0.365731721519271,0.922113547260711
"ENSMUSG00000000125",73.3495876978145,-0.374272930809795,0.278560996722924,-1.34359416864836,0.179079656215481,0.922113547260711
"ENSMUSG00000000126",234.849231462528,0.0270541973354676,0.195209767655685,0.138590387460459,0.889773839697732,0.987079859866277
"ENSMUSG00000000127",203.231880044044,0.281537084934227,0.145699180123253,1.93231756483505,0.0533203217457884,0.922113547260711
"ENSMUSG00000000131",1423.83596834757,-0.0848491519581099,0.0841964272368596,-1.0077524040232,0.313573340465396,0.922113547260711
"ENSMUSG00000000134",653.761026161785,-0.0573557541200206,0.10381674979344,-0.552471101572138,0.580625628352709,0.938492293955573
"ENSMUSG00000000142",452.056639520398,-0.249034543844053,0.14291127823533,-1.74258145976395,0.0814067509064627,0.922113547260711
"ENSMUSG00000000148",373.244644621569,-0.304594546187405,0.158697142268901,-1.91934487182694,0.0549407027531869,0.922113547260711
"ENSMUSG00000000149",2069.50104247413,-0.0274508726041707,0.0953439979945073,-0.287914008029662,0.773412563880871,0.969091564142338
"ENSMUSG00000000167",27.1992786865866,-0.0560268960969264,0.41238185630447,-0.135861690422094,0.891930621210324,0.987721917855709
"ENSMUSG00000000168",1620.99863068748,0.178824626275353,0.148423653346895,1.20482566115931,0.228270611434184,0.922113547260711
"ENSMUSG00000000171",1126.77879085031,-0.028074299123912,0.121372964875354,-0.231306033866301,0.817077059434501,0.97673637551682
"ENSMUSG00000000184",1165.19302443698,0.160961256299804,0.131140533946761,1.22739515735958,0.219674105647738,0.922113547260711
"ENSMUSG00000000194",934.824758503307,-0.0664866747726809,0.0980263303452235,-0.67825322582751,0.497611150109444,0.932037477529552
"ENSMUSG00000000197",1316.01446378681,0.228500750388473,0.203371673033226,1.12356232793119,0.261198745269598,0.922113547260711
"ENSMUSG00000000202",449.912963441612,-0.108337565197474,0.161064718310132,-0.672633748310222,0.501180325802717,0.932037477529552
"ENSMUSG00000000214",347.535950216897,0.539710859579977,0.234595401202471,2.30060289678983,0.0214140871560494,0.922113547260711
"ENSMUSG00000000223",1147.47236838363,0.133891886943793,0.167653108234557,0.798624542984732,0.424508152082977,0.923353135259734
"ENSMUSG00000000247",1168.13824382465,0.0577141301361246,0.121962486487915,0.473212147424062,0.636061832150824,0.947173805994943
"ENSMUSG00000000253",772.129687298715,-0.0992630444216136,0.175583781365523,-0.56533151097237,0.571848299529286,0.935891887463615
"ENSMUSG00000000263",48.7354285520531,-0.401079938892406,0.508619759496867,-0.788565389770069,0.430366066207789,0.923486103445034
"ENSMUSG00000000266",370.480024319532,0.27041000938758,0.226476102649086,1.19398915039865,0.232482212134916,0.922113547260711
"ENSMUSG00000000275",108.817053678395,-0.147308539996244,0.183551008252133,-0.802548247481674,0.422235891105324,0.922113547260711
"ENSMUSG00000000276",1170.96467017181,0.159876738242105,0.15048894835602,1.06238192231815,0.288062337206354,0.922113547260711
"ENSMUSG00000000278",315.701670228084,0.0384926231015898,0.151710111499053,0.253724835617368,0.79970814572419,0.973122434357898
"ENSMUSG00000000282",891.434618172635,0.066427463525351,0.129242788304552,0.513974237145204,0.607270002897056,0.944362113373894
"ENSMUSG00000000290",91.1859992492618,0.671484763747095,0.260105973785238,2.58158147610067,0.00983487734026489,0.922113547260711
"ENSMUSG00000000295",157.89283860739,-0.235503419834021,0.254279176777502,-0.926160855240184,0.354362392163695,0.922113547260711
"ENSMUSG00000000296",421.078235606164,-0.112283681303568,0.134112251050892,-0.837236571780153,0.402459604252569,0.922113547260711
"ENSMUSG00000000301",43.9707632275551,-0.360425161075779,0.254438590765163,-1.41655068907545,0.15661433423927,0.922113547260711
"ENSMUSG00000000303",60.383167882796,-0.244281541814081,0.238638308605329,-1.02364764166211,0.306001734019794,0.922113547260711
"ENSMUSG00000000305",564.923427952795,0.137186266017392,0.100710325231366,1.36218670431487,0.173138970709842,0.922113547260711
"ENSMUSG00000000308",3888.75727937148,-0.146852217610244,0.132649857664605,-1.10706652985297,0.268265165093147,0.922113547260711
"ENSMUSG00000000317",37.0392676239593,0.398224755370873,0.32598790150385,1.22159366508321,0.221861325447741,0.922113547260711
"ENSMUSG00000000318",10.5868493105907,0.367011553534567,0.652862970812037,0.562157098721764,0.574008988281398,0.93591473982164
"ENSMUSG00000000320",15.1896555745162,0.724890557499597,0.519804028453086,1.39454586309544,0.163152830064863,0.922113547260711
"ENSMUSG00000000326",1306.50759031817,-0.178497484607094,0.107212260259349,-1.66489806459918,0.0959330944181227,0.922113547260711
"ENSMUSG00000000339",882.01340215829,-0.130855017080046,0.140069545682655,-0.934214617762197,0.350193196849899,0.922113547260711
"ENSMUSG00000000340",290.333015080627,-0.0133852823204246,0.16602433101462,-0.0806224138270788,0.93574224057128,0.992578149909688
"ENSMUSG00000000346",1884.68715791624,0.232842754208521,0.100121743332474,2.32559628366958,0.0200400980278305,0.922113547260711
"ENSMUSG00000000355",448.54326294694,-0.0696349621269042,0.133828818165619,-0.52032860396875,0.602834562619213,0.944002396088102
"ENSMUSG00000000365",21.4773186483087,-0.525959750905945,0.496808814789267,-1.0586763665396,0.289747194622668,0.922113547260711
"ENSMUSG00000000374",1439.84531451451,0.0672573605686246,0.131256248566615,0.512412637898074,0.608362247966719,0.944362113373894
"ENSMUSG00000000378",1064.09180253656,-0.149257112857096,0.12909580527285,-1.15617321989382,0.247610311421121,0.922113547260711
"ENSMUSG00000000384",632.719165491719,-0.126408939770128,0.104060960683556,-1.21475853134329,0.224458201289503,0.922113547260711
"ENSMUSG00000000392",39.8309251787499,0.68663396994132,0.276870729042655,2.4799803587599,0.0131389620020555,0.922113547260711
"ENSMUSG00000000399",2262.09420356898,-0.0301083386558959,0.107956541910999,-0.278893137209949,0.780326835382749,0.969556639870015
"ENSMUSG00000000402",40.0552509781438,0.181285358073377,0.305208670067329,0.593971848943169,0.552530941704507,0.932520803601401
"ENSMUSG00000000409",42.1357352833544,0.0727922750113214,0.360716310139025,0.201799233816919,0.840073680552712,0.978791100790735
"ENSMUSG00000000416",1889.57200449649,0.14248054297463,0.166362083090068,0.856448418582809,0.391749792568324,0.922113547260711
"ENSMUSG00000000420",777.382285638275,0.267013058412088,0.125833314384687,2.12195839963174,0.0338412315981325,0.922113547260711
"ENSMUSG00000000439",498.782061493424,-0.0515397591661781,0.135081854800245,-0.381544651147954,0.702799145520308,0.959030552711688
"ENSMUSG00000000440",66.126229224431,-0.107443200196352,0.247343401915733,-0.434388786457122,0.664006139313406,0.951484251967397
"ENSMUSG00000000441",630.916628476602,0.0260821069531134,0.163857887503221,0.159175169108663,0.873530866603504,0.984663111633248
"ENSMUSG00000000486",53.4660129185093,-0.438998942950173,0.319815655012369,-1.372662457481,0.169857305442355,0.922113547260711
"ENSMUSG00000000489",516.46890502769,-0.0225887297399347,0.126308079814547,-0.178838359138234,0.858064624563783,0.981570587382586
"ENSMUSG00000000530",206.531782644191,0.0208237245495935,0.19912596115517,0.104575638599763,0.91671254627196,0.991604214799901
"ENSMUSG00000000531",976.371902709177,-0.114028166217033,0.116422337745617,-0.979435462515659,0.32736486215827,0.922113547260711
"ENSMUSG00000000532",1827.16784706522,0.179131029150361,0.158637857545456,1.1291821001745,0.258821023105123,0.922113547260711
"ENSMUSG00000000538",5126.90663891576,0.0451376144663231,0.0721601645220045,0.625519838616206,0.531629932043979,0.932173690795019
"ENSMUSG00000000552",1904.84270071835,-0.204116953875746,0.162382006820803,-1.25701706655836,0.208747455730688,0.922113547260711
"ENSMUSG00000000555",118.070562188504,-0.309722715703178,0.217991853112723,-1.42079949906669,0.155375056378729,0.922113547260711
