"","BCH_309","BCH_313","BCH_314","BCH_317","BInt_390","BInt_391","BInt_392","BInt_398","gene"
"ENSMUSG00000027204",87.1583625130406,104.704965116748,129.116122215266,114.540790707996,79.4855111911684,48.9169089123944,105.901888654048,68.0138534274139,"Fbn1"
"ENSMUSG00000027206",1195.31468589313,1263.5582231038,1300.31839394098,1114.72733814032,1102.73569956355,1214.99025109434,1746.97069035514,1071.21819148177,"Cops2"
"ENSMUSG00000027207",346.558250944709,330.974169394465,369.034023069165,284.306605507347,398.433701667123,621.376951049335,563.989127948301,410.083528018231,"Galk2"
"ENSMUSG00000027210",2664.5556539701,3373.62946927012,2401.01044289665,2401.26586234263,3253.8752302815,2953.52363541322,2639.33776761832,2840.5785843214,"Meis2"
"ENSMUSG00000027215",430.60381479657,401.073256209915,427.639922514393,520.546986342588,439.685675829628,498.423639458722,432.63794822235,492.100233621877,"Cd82"
"ENSMUSG00000027217",139.038340199374,130.437541289508,135.526142467088,192.264898688421,193.179976565878,78.0026385359803,103.439054034186,149.030355304186,"Tspan18"
"ENSMUSG00000027220",3944.95350326881,3900.70361570528,4636.27607642478,4499.81677781412,4367.67853266914,4209.49832370443,3441.40090881991,3800.77416212019,"Syt13"
"ENSMUSG00000027221",4565.43803639737,4410.03115788336,4943.04133133339,4751.39744311918,5368.79351539335,4602.15567362284,4048.90011505243,4915.00111385753,"Chst1"
"ENSMUSG00000027222",472.107796945637,429.467823021236,463.352892488828,508.274758766731,536.275664112567,745.652341259202,531.151333016813,548.111642326806,"Pex16"
"ENSMUSG00000027223",7347.24243993858,7285.8683777425,8587.59570308346,9855.62142904424,7849.94883941134,6884.06337045508,5624.29332689055,7840.5970149632,"Mapk8ip1"
"ENSMUSG00000027227",313.355065225456,284.832998326068,397.421255612947,410.096938159878,317.942044764674,218.142972176894,382.560310951832,273.055617436529,"Sord"
"ENSMUSG00000027230",87.1583625130406,72.7610774540111,76.0045258430291,94.0870780815679,81.4978026137297,44.9506730546327,60.7499206232522,67.0136497005402,"Creb3l1"
"ENSMUSG00000027236",803.102054584446,992.922508183395,989.890270317042,956.2110652855,883.395934504378,1942.13349168398,972.819674845323,1067.21737657427,"Eif3j1"
"ENSMUSG00000027238",716.981291625132,641.539743893293,601.626186492411,599.293779954335,646.951692353434,329.197576194222,536.077002256537,462.094121815665,"Frmd5"
"ENSMUSG00000027239",374.573438895329,304.354263008851,334.236770273562,559.409040332801,406.482867357368,838.197844606975,365.3204686128,537.109401331195,"Mdk"
"ENSMUSG00000027242",96.4967584965807,78.0850587311339,76.0045258430291,96.1324493442107,110.676028240867,146.750726737183,85.378266821868,82.0167056036462,"Wdr76"
"ENSMUSG00000027243",74.7071678683205,79.8597191568415,79.6673945583558,60.338452247962,78.4793654798878,72.7143240589647,77.1688180889961,56.0114087049291,"Harbi1"
"ENSMUSG00000027244",1703.7384672192,1740.94187761914,1666.60526547365,1684.36323478633,1793.95780321333,1538.89951281154,1572.93037721826,1592.32433318298,"Atg13"
"ENSMUSG00000027245",296.753472365829,299.030281731729,369.949740247997,322.145973866238,321.966627609796,787.958857075327,506.522986818198,398.081083295746,"Hypk"
"ENSMUSG00000027246",29.0527875043469,39.0425293655669,54.9430307299005,36.8166827275701,33.2028084722602,43.6285944353788,45.9729129040828,36.0073341674544,"Ell3"
"ENSMUSG00000027247",997.133171131334,1004.45780095049,1088.78772563086,1034.95785889725,983.004359921159,653.106837911429,861.171172078264,849.1729641158,"Arhgap1"
"ENSMUSG00000027248",2691.53324236699,3066.61321562271,3462.32665316257,3291.00236159224,2972.15443112293,3752.05912144258,3898.66720324088,3256.66333470088,"Pdia3"
"ENSMUSG00000027253",556.153360797497,583.863280057796,556.756044729659,608.497950636227,558.41086976074,274.992352804812,400.62109816415,420.085565286968,"Lrp4"
"ENSMUSG00000027254",19326.329287713,21460.9685280819,18739.2363476114,23318.255079759,19493.0670103506,15601.8497858153,13062.0538788725,14748.0039527532,"Map1a"
"ENSMUSG00000027255",804.139654138172,762.216652841409,752.719520999638,762.923480965757,743.541680636373,444.218416069312,751.164559057781,673.137108186023,"Arfgap2"
"ENSMUSG00000027257",789.613260385999,710.751500495889,814.988289160191,824.284618845041,916.598742976639,1290.34873239181,732.282826972175,941.191706988184,"Pacsin3"
"ENSMUSG00000027259",158.752731720181,244.903138747647,186.806304481662,184.08341363785,201.229142256123,148.072805356437,172.39842339031,187.038096925388,"Adal"
"ENSMUSG00000027263",238.647897357135,322.988197478781,233.507880602077,216.809353840135,180.10008231923,231.363758369433,198.6686593355,168.034226114787,"Tubgcp4"
"ENSMUSG00000027270",1929.93516993161,1643.33555420523,2046.6278946888,2190.59262229042,2712.56883761253,2632.25853093452,2740.31398703265,2354.47957306077,"Lamp5"
"ENSMUSG00000027272",726.319687608672,817.231126038344,678.546429514272,590.089609272442,508.10358419671,592.291221425749,684.668024321518,520.105937974342,"Ubr1"
"ENSMUSG00000027273",31136.28740823,29992.6485246711,31561.1082856125,31372.9271120463,31002.3678016895,16478.3879103807,31767.2828167212,22055.4923812927,"Snap25"
"ENSMUSG00000027274",123.474346893474,214.733911510618,171.239112441523,137.039874597066,160.983313804898,137.496176402406,268.448973564912,156.031781392302,"Mkks"
"ENSMUSG00000027276",115.173550463661,108.254285968163,66.8473540547123,35.7939970962487,86.5285311701327,103.122132301805,68.1384244828369,67.0136497005402,"Jag1"
"ENSMUSG00000027281",139.038340199374,137.536182992338,108.970344280969,124.76764702121,113.694465374709,81.968874393742,111.648502767058,81.0165018767724,"Slx4ip"
"ENSMUSG00000027282",1110.23152248754,1072.78222734024,1270.09972703953,1378.58023102123,1168.13517079679,1122.44474774656,1591.81210930387,1167.23774926165,"Mtch2"
"ENSMUSG00000027284",473.145396499363,479.158314941049,425.808488156729,377.370997957593,546.337121225373,408.522293349456,414.577161010032,487.099214987508,"Cdan1"
"ENSMUSG00000027285",292.603074150922,305.241593221705,261.895113145859,212.718611314849,265.622467778082,383.402799583632,296.361099256676,342.069674590817,"Haus2"
"ENSMUSG00000027286",405.701425507129,431.242483446944,378.191194857482,374.302941063629,462.827027189082,331.84173343273,475.327081633284,432.088010009453,"Lrrc57"
"ENSMUSG00000027287",221.008704943782,292.818970241752,217.940688561939,228.05889578467,176.075499474107,145.428648117929,183.070706743044,112.022817409858,"Snap23"
"ENSMUSG00000027288",3347.29616032225,3847.46380293405,3500.7867746735,3928.13550990546,2977.18515967933,2727.4481915208,3099.06689665915,2545.51848489365,"Zfp106"
"ENSMUSG00000027291",1153.81070374406,1251.13560012385,1271.01544421837,1107.56853872107,1059.47143397849,958.50699895908,1068.87022501992,950.193540530047,"Vps39"
"ENSMUSG00000027293",301.941470134462,283.05833790036,301.270951835621,264.87557851224,321.966627609796,259.127409373765,303.749603116261,268.054598802161,"Ehd4"
"ENSMUSG00000027296",2839.90997854991,2308.83321384557,3704.99170555296,3669.39604518115,3573.82956646874,3703.14221253019,2768.22611272441,4075.83018701047,"Itpka"
"ENSMUSG00000027297",511.53657998725,450.763748129727,391.926952539957,385.552483008164,598.656698211965,409.84437196871,357.111019879929,521.106141701215,"Ltk"
"ENSMUSG00000027298",3701.11760814305,3512.94031268817,3964.13966716232,4136.76337869503,4514.57580651611,4744.94016450226,3405.27933439527,4265.86889511647,"Tyro3"
"ENSMUSG00000027300",207.519910745335,203.198618743519,247.243638284552,230.104267047313,254.554864953995,148.072805356437,210.982832434808,253.051542899055,"Ubox5"
"ENSMUSG00000027301",204.407112084155,203.198618743519,168.491960905028,131.926446440459,150.921856692092,995.52520029819,238.074013253286,449.091473366307,"Oxt"
"ENSMUSG00000027303",2834.72198078127,2848.32998326068,3383.57497578304,2835.90725565422,3042.58463091257,2470.96493938555,2915.99618991611,2659.54170975726,"Ptpra"
"ENSMUSG00000027304",2234.98943872726,2072.80337722646,2549.35662586739,2980.10592967053,2853.42923719182,6408.11506752367,3226.31335201866,3357.68391111512,"Rtf1"
"ENSMUSG00000027305",336.182255407442,309.678244285974,348.888245134868,365.098770381736,305.868296229306,407.200214730202,415.398105883319,398.081083295746,"Ndufaf1"
"ENSMUSG00000027306",53.955176793787,66.5497659640345,65.015919697049,50.1115959347481,48.2949941414694,22.4753365273164,45.1519680307956,41.0083528018231,"Nusap1"
"ENSMUSG00000027309",2663.51805441637,2657.55398749711,2143.69391564495,2191.61530792174,2506.30896680001,3126.71593453548,1878.3218700811,2380.48486995949,"Dnaaf9"
"ENSMUSG00000027312",2392.70457089371,2574.14494748886,2437.63913004992,2250.93107453838,2184.34233919021,1661.85282440216,1987.50753822829,1651.33635306853,"Atrn"
"ENSMUSG00000027313",115.173550463661,130.437541289508,126.368970678771,129.881075177817,100.614571128061,167.903984645246,107.543778400622,159.032392572924,"Chac1"
"ENSMUSG00000027314",44.616780810247,43.4791804298359,30.2186669014453,40.9074252528556,47.2888484301888,33.0519654813476,28.7330705650517,56.0114087049291,"Dll4"
"ENSMUSG00000027315",50.842378132607,51.46515234552,52.1958791934055,41.930110884177,38.2335370286633,42.3065158161249,53.3614167636675,92.0187428723835,"Spint1"
"ENSMUSG00000027316",878.846822006493,750.68136007431,981.648815707557,1053.36620026103,1205.36256211417,1466.18518875258,954.758887633004,1192.24284243349,"Gfra4"
"ENSMUSG00000027318",189.880718331981,172.142061293636,158.41907193788,108.404676920067,300.837567672903,208.888421842117,155.158581051279,139.028318035449,"Adam33"
"ENSMUSG00000027323",26.9775883968935,21.2959251084911,29.3029497226136,19.4310269951064,24.1474970707347,26.4415723850781,32.8377949314877,15.003055903106,"Rad51"
"ENSMUSG00000027324",72.6319687608672,83.4090400082566,71.4259399488707,68.5199372985332,69.4240540783623,47.5948302931405,63.2127552431138,48.0097788899392,"Rpusd2"
"ENSMUSG00000027327",927.614001031646,1017.7677541433,1186.76946376585,1428.69182695598,1048.4038311544,2184.07387900745,1143.57620848906,1500.3055903106,"Adissp"
"ENSMUSG00000027329",218.933505836328,192.550656189273,246.327921105721,252.603350936383,267.634759200643,384.724878202886,183.891651616331,291.059284520257,"Spef1"
"ENSMUSG00000027330",387.024633540049,282.171007687506,351.635396671364,302.714946871132,410.50745020249,323.909261717206,340.692122414185,312.063562784605,"Cdc25b"
"ENSMUSG00000027331",14.5263937521734,21.2959251084911,19.2300607554652,8.18148505057113,17.1044770917704,18.5091006695547,24.6283461986158,19.0038708106009,"Knstrn"
"ENSMUSG00000027332",1638.36969533442,1581.22243930546,1412.03588975844,1401.07931491031,1658.12813219045,1820.50225871263,1626.29179398193,1623.33064871607,"Ivd"
"ENSMUSG00000027333",1196.35228544685,1211.20574054543,1190.43233248118,1196.54218864603,1458.91128135689,1595.74889343946,1075.43778400622,1499.30538658373,"Smox"
"ENSMUSG00000027335",418.15262015185,425.031171956967,475.25721581364,534.864585181087,533.257226978725,214.176736319132,346.438736527195,374.076193850776,"Adra1d"
"ENSMUSG00000027339",1015.80996309841,1205.88175926831,1040.25471515278,968.483292861357,1082.61278533794,728.465319208901,917.816368335081,839.170926847063,"Rassf2"
"ENSMUSG00000027340",2343.93739186856,2300.84724192989,2290.20866425802,1832.65265132793,1996.19309118074,824.977058414436,1627.9336837285,1243.25323250405,"Slc23a2"
"ENSMUSG00000027341",277.039080845022,367.354708121471,339.731073346552,264.87557851224,257.573302087837,163.937748787484,325.915114695015,214.043597550979,"Tmem230"
"ENSMUSG00000027342",625.672530897184,513.764193242347,510.054468609243,503.161330610124,496.029835661342,546.018469751862,739.67133083176,641.130588926063,"Pcna"
"ENSMUSG00000027346",1272.0970528689,1232.50166565392,1139.1521704666,907.122154982074,1024.25633408366,1283.73833929554,1513.0014014683,1240.25262132343,"Gpcpd1"
"ENSMUSG00000027347",4805.12353330823,4886.52748218584,5255.30088931499,4616.40293978476,4476.34226948745,3010.37301604114,4681.84861235686,3484.70978442809,"Rasgrp1"
"ENSMUSG00000027349",858.094830931959,850.949674126788,958.755886236765,921.439753820573,757.627720594302,778.70430674055,1002.37369028366,814.165833675219,"Fam98b"
"ENSMUSG00000027350",8673.29466960127,7978.87327398131,9983.14868362293,11295.5627979448,10534.345597108,13769.4488195294,10043.4395797955,10105.0582526053,"Chgb"
"ENSMUSG00000027351",2102.17669585024,2811.06211432082,2722.42717266657,2691.7085816379,2161.20098783076,1411.97996536317,2361.85840044725,1916.39034069007,"Spred1"
"ENSMUSG00000027353",76.7823669757739,101.155644265333,76.0045258430291,57.2703953539979,70.4301997896429,59.4935378664257,88.6620463150168,75.01527951553,"Mcm8"
"ENSMUSG00000027355",10.3759955372667,13.3099531928069,16.4829092189702,25.5671407830348,27.1659342045766,26.4415723850781,26.2702359451901,27.0055006255908,"Tmco5"
"ENSMUSG00000027356",21.7895906282602,22.1832553213448,37.5444043320987,22.4990838890706,23.1413513594541,26.4415723850781,16.4188974657438,6.0012223612424,"Fermt1"
"ENSMUSG00000027357",409.851823722036,351.382764290102,417.567033547244,340.554315230023,390.384535976878,548.66262699037,473.68519188671,551.112253507427,"Crls1"
"ENSMUSG00000027358",84.0455638518606,77.1977285182801,82.4145460948508,64.4291947732476,54.3318684091531,23.7974151465703,59.928975749965,75.01527951553,"Bmp2"
"ENSMUSG00000027359",127.624745108381,99.3809838396249,107.138909923306,113.518105076674,103.633008261903,100.477975063297,136.276848965674,115.023428590479,"Slc27a2"
"ENSMUSG00000027360",58.1055750086937,55.901803409789,65.015919697049,81.8148505057113,41.2519741625051,63.4597737241874,86.1992116951552,61.0124273392978,"Hdc"
"ENSMUSG00000027361",219.971105390055,306.128923434559,339.731073346552,329.304773285488,293.794547693939,207.566343222863,352.185350640205,270.055006255908,"Gabpb1"
"ENSMUSG00000027363",865.358027808046,967.189932010635,844.291238882805,931.666610133787,703.295852185149,359.605384437062,740.492275705047,556.113272141796,"Usp8"
"ENSMUSG00000027365",692.078902335691,790.61121965273,646.496328255163,569.635896646015,549.355558359215,487.847010504691,715.863929506432,492.100233621877,"Trpm7"
"ENSMUSG00000027366",600.770141607744,688.568245174544,602.541903671243,426.45990826102,569.478472584827,337.130047909745,559.884403581865,457.093103181296,"Sppl2a"
"ENSMUSG00000027367",1623.84330158224,1531.53194738565,1616.24082063791,1480.84879415337,1591.72251524593,1414.62412260168,1956.31163304338,1428.29092197569,"Stard7"
"ENSMUSG00000027368",6.22559732236004,10.6479625542455,14.6514748613068,11.2495419445353,16.0983313804898,17.1870220503008,21.344566705467,24.0048894449696,"Dusp2"
"ENSMUSG00000027371",233.459899588502,205.86060938208,227.097860350256,296.578833083203,247.511844975031,503.711953935737,322.631335201866,422.085972740716,"Fahd2a"
"ENSMUSG00000027374",881.959620667673,844.738362636812,848.869824776963,800.762849324649,837.11323178547,905.623854188924,963.789281239164,865.17622374578,"Mrps5"
"ENSMUSG00000027375",3623.29764161355,3764.94209313865,3708.65457426829,3112.03237611099,3026.48629953208,2378.41943603777,3801.79570819299,3333.67902167016,"Mal"
"ENSMUSG00000027376",7.26319687608672,20.4085948956373,12.8200405036435,36.8166827275701,16.0983313804898,18.5091006695547,1.64188974657438,15.003055903106,"Prom2"
"ENSMUSG00000027377",6.22559732236004,9.76063234139173,5.49430307299006,14.3175988384995,9.05531140152552,7.93247171552342,17.239842339031,12.0024447224848,"Mall"
"ENSMUSG00000027378",260.437487985395,283.945668113214,296.692365941463,253.626036567705,289.769964848817,304.078082428398,312.77999672242,296.060303154625,"Nphp1"
"ENSMUSG00000027381",70.5567696534138,101.155644265333,105.307475565643,104.313934394782,72.4424912122041,63.4597737241874,69.7803142294113,66.0134459736664,"Bcl2l11"
"ENSMUSG00000027384",422.303018366756,405.509907274184,505.475882715085,395.779339321378,445.722550097312,986.270649963412,559.884403581865,654.133237375422,"Ndufaf5"
"ENSMUSG00000027386",31.1279866118002,36.3805387270056,29.3029497226136,52.1569671973909,25.1536427820153,55.527302008664,40.2262987910724,32.0065192599595,"Fbln7"
"ENSMUSG00000027387",152.527134397821,139.310843418046,122.706101963445,116.586161970639,150.921856692092,126.919547448375,159.263305417715,123.025058405469,"Zc3h8"
"ENSMUSG00000027394",1189.08908857077,1185.47316437267,1241.71249449575,1204.7236736966,1202.34412498033,1114.51227603104,1049.16754806103,1029.20963495307,"Ttl"
"ENSMUSG00000027395",341.370253176076,354.044754928664,356.213982565522,380.439054851557,347.120270391812,232.685836988687,288.151650523804,301.061321788994,"Polr1b"
"ENSMUSG00000027397",2442.50934947259,2714.34312111976,2488.9192920645,2272.40747279613,2460.0262640811,1554.76445624259,2480.07446220061,1912.38952578258,"Slc20a1"
"ENSMUSG00000027400",544.739765706504,571.440657077843,799.421097120053,609.520636267549,551.367849781776,732.431555066663,673.174796095498,669.136293278528,"Pdyn"
"ENSMUSG00000027401",63.2935727773271,23.0705855341986,66.8473540547123,56.2477097226765,67.4117626558011,43.6285944353788,41.8681885376468,57.0116124318028,"Tgm3"
"ENSMUSG00000027404",1285.58584706735,1278.64283672232,1536.57342607955,1617.88866875044,1431.74534715231,1689.61647540649,1400.53195382795,1779.36243010837,"Snrpb"
"ENSMUSG00000027405",1388.30820288629,1244.03695842102,1389.14296028765,1288.58389546495,1623.91917800691,2969.38857884427,2017.88249853992,1988.40500902498,"Nop56"
"ENSMUSG00000027406",3437.56732149647,3353.22087437449,3619.83000792161,3614.17102108979,3769.02183445718,3488.96547621105,4423.25097727139,4134.84220689602,"Idh3b"
"ENSMUSG00000027408",190.918317885708,102.93030469104,152.92476886489,158.516272854816,172.050916628985,203.600107365101,122.320786119792,256.052154079676,"Cpxm1"
"ENSMUSG00000027411",989.869974255247,877.569580512402,831.471198379162,1031.88980200328,1075.56976535898,1287.7045751533,1145.21809823563,1150.23428590479,"Vps16"
"ENSMUSG00000027412",4.1503982149067,14.1972834056607,12.8200405036435,54.2023384600337,23.1413513594541,10.5766289540312,13.9560628458823,19.0038708106009,"Lpin3"
"ENSMUSG00000027419",4872.56750430046,4145.60675445293,5537.34178039514,5215.69671973909,4822.45639416798,4896.97920571646,4919.92262561014,4838.98563061512,"Pcsk2"
"ENSMUSG00000027420",28.0151879506202,14.1972834056607,11.9043233248118,10.2268563132139,15.0921856692092,38.3402799583632,19.7026769588926,12.0024447224848,"Bfsp1"
"ENSMUSG00000027422",1356.14261672076,1343.41794226064,1356.17714184971,1742.65631577165,1482.05263271634,1783.48405737352,1280.67400232802,1385.28216172012,"Rrbp1"
"ENSMUSG00000027423",1293.88664349716,1401.98173630899,1316.80130315995,1153.58939213053,1308.99557037608,1340.58771992346,1602.4843926566,1307.26627102397,"Snx5"
"ENSMUSG00000027424",84.0455638518606,140.198173630899,97.9817381349893,121.699590127246,127.780505332638,59.4935378664257,111.648502767058,100.020372687373,"Mgme1"
"ENSMUSG00000027425",510.498980433524,473.834333663926,571.407519590966,574.749324802622,525.20806128848,593.613300045003,458.087239294253,559.113883322417,"Kat14"
"ENSMUSG00000027427",339.295054068622,351.382764290102,316.83814387576,376.348312326272,257.573302087837,281.602745901082,308.675272355984,297.060506881499,"Polr3f"
"ENSMUSG00000027428",472.107796945637,446.327097065458,423.061336620234,368.166827275701,385.353807420475,218.142972176894,533.614167636675,375.07639757765,"Rbbp9"
"ENSMUSG00000027429",677.552508583518,682.356933684567,710.59653077338,705.65308561176,640.91481808575,557.917177325147,829.975266893351,484.098603806887,"Sec23b"
"ENSMUSG00000027430",696.229300550598,746.244709010041,816.819723517855,827.352675739005,704.301997896429,880.5043604231,919.458258081655,966.196800160027,"Dtd1"
"ENSMUSG00000027433",615.296535359918,641.539743893293,570.491802412134,478.616875458411,599.662843923245,522.221054605292,691.235583307816,513.104511886226,"Xrn2"
"ENSMUSG00000027434",89.233561620494,94.944332775356,98.897455313821,113.518105076674,68.4179083670817,84.6130316322499,86.1992116951552,93.0189465992572,"Nkx2-2"
"ENSMUSG00000027435",67.4439709922338,91.3950119239408,61.3530509817223,68.5199372985332,57.350305542995,59.4935378664257,46.79385777737,69.0140571542876,"Cd93"
"ENSMUSG00000027438",7146.98572606933,7740.18144672364,7909.04927356918,7449.24213854501,7693.99625416285,12103.6297592695,8572.30636686486,7398.50696768501,"Napb"
"ENSMUSG00000027439",517.76217730961,576.764638354966,458.77430659467,476.571504195768,536.275664112567,539.408076655593,707.65448077356,464.094529269413,"Gzf1"
"ENSMUSG00000027447",14299.1594499073,13077.4726770392,15244.8595931897,15982.5310462907,16421.3041538109,36261.9723688961,21701.6777253469,25604.2152042407,"Cst3"
"ENSMUSG00000027452",462.769400962097,463.18637110968,333.32105309473,339.531629598702,404.470575934806,249.872859038988,371.888027599098,344.070082044564,"Acss1"
"ENSMUSG00000027454",13.4887941984468,7.09864170283035,11.9043233248118,19.4310269951064,26.1597884932959,37.0182013391093,10.6722833527335,45.009167709318,"Gins1"
"ENSMUSG00000027455",1961.06315654341,1943.25316614981,2054.86934929828,2174.22965218928,2482.16146972927,2697.04038327796,2802.70579740247,2553.52011470864,"Nsfl1c"
"ENSMUSG00000027456",39.4287830416136,31.9438876627366,69.5945055912074,38.8620539902128,65.3994712332399,33.0519654813476,38.584409044498,39.0079453480756,"Sdcbp2"
"ENSMUSG00000027457",4714.85237213401,4796.01980047476,5133.51050453038,5484.66304077662,4909.99107104939,2931.0482988859,3574.39397829243,3584.73015711546,"Snph"
"ENSMUSG00000027459",111.023152248754,97.6063234139173,105.307475565643,160.561644117458,100.614571128061,156.005277071961,100.976219414325,122.024854678596,"Fam110a"
"ENSMUSG00000027463",14.5263937521734,27.5072365984676,15.5671920401385,25.5671407830348,39.2396827399439,18.5091006695547,29.5540154383389,22.0044819912221,"Slc52a3"
"ENSMUSG00000027465",1083.25393409065,952.992648604975,1129.07928149946,1201.65561680263,1255.66984767821,1006.10182925222,1095.14046096511,1141.23245236293,"Tbc1d20"
"ENSMUSG00000027466",1745.24244936827,1743.6038682577,1894.61884300274,2128.20879877981,2024.36517109659,2301.73887612105,1675.54848637916,2070.42171462863,"Rbck1"
"ENSMUSG00000027469",52.9175772400604,39.0425293655669,37.5444043320987,13.2949132071781,30.1843713384184,17.1870220503008,45.1519680307956,46.0093714361918,"Tpx2"
"ENSMUSG00000027472",684.815705459605,696.554217090228,727.079439992351,665.768345990225,1052.42841399952,1376.28384264331,866.096841317988,1026.20902377245,"Pdrg1"
"ENSMUSG00000027474",70.5567696534138,77.1977285182801,42.1229902262571,55.2250240913551,80.491656902449,72.7143240589647,72.2431488492729,90.018335418636,"Ccm2l"
"ENSMUSG00000027475",1339.54102386114,1323.00934736501,1146.47790789726,1152.56670649921,1129.90163376813,746.974419878456,1082.00534299252,814.165833675219,"Kif3b"
"ENSMUSG00000027478",12.4511946447201,4.43665106426897,9.15717178831676,12.2722275758567,17.1044770917704,14.5428648117929,19.7026769588926,9.0018335418636,"Dnmt3b"
"ENSMUSG00000027479",1377.93220734902,1456.10887929308,1684.00389187145,1712.99843246333,1505.1939840758,1694.9047898835,1610.69384138947,1492.30396049561,"Mapre1"
"ENSMUSG00000027487",126.587145554654,123.338899586677,105.307475565643,113.518105076674,158.971022382337,169.2260632645,133.814014345812,158.03218884605,"Cdk5rap1"
"ENSMUSG00000027488",775.086866633825,773.751945608508,811.325420444865,879.509642936396,902.51270301871,1252.00845243345,772.509125763248,1106.22532192235,"Snta1"
"ENSMUSG00000027489",958.741987643447,858.935646042473,992.637421853537,1016.54951753346,1217.43631064954,1542.86574866931,1087.75195710553,1211.24671324409,"Necab3"
"ENSMUSG00000027490",254.211890663035,186.339344699297,240.833618032731,277.147806088097,279.70850773601,240.61830870421,224.117950407403,267.054395075287,"E2f1"
"ENSMUSG00000027495",408.814224168309,417.045200041283,423.977053799066,422.369165735734,400.445993089684,273.670274185558,324.273224948441,361.073545401418,"Fam210b"
"ENSMUSG00000027496",44.616780810247,20.4085948956373,39.3758386897621,38.8620539902128,27.1659342045766,40.984437196871,41.8681885376468,30.006111806212,"Aurka"
"ENSMUSG00000027498",425.415817027936,403.735246848476,466.100044025323,473.503447301804,484.962232837255,563.205491802163,523.762829157229,564.114901956786,"Cstf1"
"ENSMUSG00000027499",2050.29671816391,1994.71831849533,2428.4819582616,1671.06832157915,1668.18958930326,1484.69428942213,2168.93635522476,1651.33635306853,"Pkia"
"ENSMUSG00000027500",4821.72512616785,4621.21574854256,5063.91599893917,5151.26752496585,5033.74699353691,6059.08631204064,6651.29536337283,5082.03513624544,"Stmn2"
"ENSMUSG00000027502",1405.94739529964,1399.31974567043,1631.80801267805,1706.8623186754,1614.86386660538,2013.5257371237,1983.40281386186,1875.38198788825,"Rtf2"
"ENSMUSG00000027506",1089.47953141301,1047.93698138033,1146.47790789726,1240.51767079285,1018.21945981598,876.538124565338,1264.25510486228,982.200059790007,"Tpd52"
"ENSMUSG00000027508",395.325429969863,482.707635792464,396.505538434116,330.327458916809,297.819130539061,191.701399791816,291.435430016953,201.04094910162,"Pag1"
"ENSMUSG00000027509",585.206148301844,569.665996652136,657.484934401143,609.520636267549,717.381892143077,642.530208957397,612.424875472245,658.134052282917,"Rae1"
"ENSMUSG00000027510",58.1055750086937,53.2398127712276,63.1844853393856,63.4065091419262,43.2642655850664,83.2909530129959,34.4796846780621,60.012223612424,"Rbm38"
"ENSMUSG00000027519",866.395627361773,896.203514982332,987.143118780547,951.097637128893,670.093043712888,711.2782971586,683.847079448231,822.167463490209,"Rab22a"
"ENSMUSG00000027520",372.498239787876,453.425738768289,478.920084528966,351.803857174558,241.474970707347,356.961227198554,457.266294420966,221.045023639095,"Zdbf2"
"ENSMUSG00000027522",1633.18169756578,1568.79981632551,1434.92881922924,1491.07565046659,1557.51356106239,1080.13823193044,1192.011956013,1107.22552564922,"Stx16"
"ENSMUSG00000027523",23545.2090731657,22469.8629800966,23739.9678612112,26808.6811394589,23994.5629226201,24607.8493401729,23616.1211698527,27507.6028964814,"Gnas"
"ENSMUSG00000027524",81.9703647444072,86.071030646818,58.6058994452273,50.1115959347481,61.3748883881174,35.6961227198554,63.2127552431138,56.0114087049291,"Edn3"
"ENSMUSG00000027525",2779.72920443376,2695.70918664983,2858.86903231249,3045.5578100751,3162.31597055497,2504.01690486689,2635.23304325189,3045.62034833052,"Phactr3"
"ENSMUSG00000027531",942.14039478382,983.161875842004,1014.6146341455,825.307304476362,910.561868708955,659.717231007698,1219.10313683148,809.164815040851,"Impa1"
"ENSMUSG00000027533",1342.65382252232,1061.24693457314,1563.12922426567,1635.2743244829,1380.431915877,2222.41415896581,1708.38628131065,2029.41336182681,"Fabp5"
"ENSMUSG00000027534",341.370253176076,419.707190679845,383.685497930472,425.437222629699,365.230893194863,551.306784228878,549.212120229132,426.086787648211,"Snx16"
"ENSMUSG00000027536",17.6391924133535,22.1832553213448,19.2300607554652,26.5898264143562,16.0983313804898,9.25455033477733,12.3141730993079,20.0040745374747,"Chmp4c"
"ENSMUSG00000027540",887.147618436306,1093.19082223587,985.311684422883,1010.41340374553,1256.67599338949,1014.03430096774,753.627393677642,943.192114441931,"Ptpn1"
"ENSMUSG00000027544",282.227078613655,288.382319177483,255.485092894038,358.962656593808,301.843713384184,241.940387323464,252.851020972455,235.047875815327,"Nfatc2"
"ENSMUSG00000027546",8137.8932998783,7699.36425693237,8812.86212907605,10606.2726824341,9450.7266660588,9115.73207975567,8399.90794347455,8870.80685364315,"Atp9a"
"ENSMUSG00000027550",411.92702282949,354.932085141518,293.945214404968,269.989006668847,304.862150518026,523.543133224546,353.006295513493,320.065192599595,"Lrrcc1"
"ENSMUSG00000027551",335.144655853716,287.494988964629,311.34384080277,303.737632502453,288.763819137536,329.197576194222,257.776690212178,253.051542899055,"Zfp64"
"ENSMUSG00000027552",152.527134397821,148.184145546584,159.334789116712,112.495419445353,111.682173952148,142.784490879422,137.918738712248,145.029540396691,"E2f5"
"ENSMUSG00000027555",31.1279866118002,31.0565574498828,21.0614951131285,46.0208534094626,23.1413513594541,11.8987075732851,21.344566705467,8.00162981498987,"Car13"
