"","log2FoldChange","pvalue","padj","BCH_309","BCH_313","BCH_314","BCH_317","BInt_390","BInt_391","BInt_392","BInt_398","gene"
"ENSMUSG00000111854",1.98280492984856,0.000528075621158513,0.0145711334561994,4.1503982149067,6.21131148997656,2.74715153649503,8.18148505057113,15.0921856692092,37.0182013391093,13.9560628458823,19.0038708106009,"Gm48740"
"ENSMUSG00000111945",1.74628204170198,0.00526153044839773,0.044621122174098,6.22559732236004,6.21131148997656,10.9886061459801,11.2495419445353,14.0860399579286,76.6805599167264,17.239842339031,10.0020372687373,"Gm19169"
"ENSMUSG00000112015",1.36280514946067,0.000239148619023373,0.0101858968285574,37.3535839341603,29.2818970241752,43.9544245839204,46.0208534094626,58.3564512542756,194.345557030324,61.5708654965394,91.0185391455098,"Gm47592"
"ENSMUSG00000112033",2.38167355172561,0.00207359088990138,0.0283335459196124,2.07519910745335,0.887330212853794,3.6628687153267,16.3629701011423,4.02458284512245,60.8156164856796,20.5236218321798,34.006926713707,"Gm48808"
"ENSMUSG00000112067",1.93057454822992,1.03097640011729e-05,0.00228689310571471,12.4511946447201,14.1972834056607,13.7357576824751,30.6805689396417,36.2212456061021,129.563704686883,49.2566923972315,57.0116124318028,"Gm48015"
"ENSMUSG00000112090",1.38889327473336,0.00423526938853006,0.0396809660757507,18.6767919670801,19.5212646827835,10.9886061459801,10.2268563132139,18.110622803051,80.6467957744881,33.6587398047749,25.0050931718433,"Gm48231"
"ENSMUSG00000112106",1.74880911405561,0.00217410302088135,0.0288890376796137,10.3759955372667,11.5352927670993,1.83143435766335,10.2268563132139,15.0921856692092,56.8493806279179,17.239842339031,26.0052968987171,"Gm47026"
"ENSMUSG00000112195",1.77024514957622,0.003939964926374,0.03810566304783,6.22559732236004,14.1972834056607,9.15717178831676,3.06805689396417,14.0860399579286,67.4260095819491,16.4188974657438,16.0032596299797,"Gm35405"
"ENSMUSG00000112278",1.24890795669777,0.00145303403116509,0.0239177233989103,33.2031857192536,28.3945668113214,32.0501012591087,47.043539040784,58.3564512542756,165.259827406738,41.0472436643596,72.0146683349088,"Gm30025"
"ENSMUSG00000112358",-1.31557833423938,0.00156941242390156,0.0246859996279094,50.842378132607,42.5918502169821,45.7858589415838,28.6351976769989,19.1167685143316,25.1194937658242,18.8817320856054,5.00101863436867,"Gm33869"
"ENSMUSG00000112381",1.40159038239045,0.00245308139142291,0.0300724721704877,9.33839598354006,7.98597191568415,8.24145460948508,14.3175988384995,22.1352056481735,38.3402799583632,15.5979525924567,30.006111806212,"Gm8170"
"ENSMUSG00000112448",2.00107168860729,5.02365250478518e-06,0.00144923050278258,28.0151879506202,13.3099531928069,19.2300607554652,30.6805689396417,59.3625969655562,179.802692218531,36.9425192979236,90.018335418636,"Gm48182"
"ENSMUSG00000112576",1.67011704232781,0.000308446417138822,0.011682256115838,24.9023892894402,23.0705855341986,25.6400810072869,55.2250240913551,49.30113985275,228.719601130925,47.6148026506571,86.0175205111411,"Gm47621"
"ENSMUSG00000112595",1.90577991022543,0.00418136485475966,0.0393920086703227,45.6543803639737,50.5778221326663,91.5717178831676,132.949132071781,117.719048219832,702.023746823823,197.026769588926,186.037893198514,"Gm47340"
"ENSMUSG00000112639",1.35847351976609,0.000191996983363778,0.00940274381944039,39.4287830416136,29.2818970241752,33.881535616772,22.4990838890706,58.3564512542756,146.750726737183,68.9593693561241,49.009982616813,"A730063M14Rik"
"ENSMUSG00000112734",1.6247076304873,0.00157062359540281,0.0246859996279094,9.33839598354006,19.5212646827835,9.15717178831676,25.5671407830348,21.1290599368929,104.444210921058,26.2702359451901,46.0093714361918,"Gm47644"
"ENSMUSG00000112806",1.94617021990378,0.0008352606566522,0.0183843453809531,8.30079642981339,7.09864170283035,13.7357576824751,11.2495419445353,8.0491656902449,89.9013461092655,26.2702359451901,33.0067229868332,"Gm48146"
"ENSMUSG00000112838",2.3465115676579,0.000233017807012389,0.010134550947133,6.22559732236004,2.66199063856138,4.57858589415838,20.4537126264278,23.1413513594541,103.122132301805,27.0911808184773,19.0038708106009,"Gm47098"
"ENSMUSG00000112866",1.14630306340651,0.00478261215338198,0.0425231731284561,25.9399888431668,28.3945668113214,28.387232543782,46.0208534094626,43.2642655850664,130.885783306136,32.8377949314877,80.0162981498987,"Gm47704"
"ENSMUSG00000112947",1.20959686446607,0.00380935003817365,0.0373929302597736,21.7895906282602,47.0285012812511,39.3758386897621,72.6106798238187,94.5776968603776,199.63387150734,44.3310231575084,82.0167056036462,"Gm47493"
"ENSMUSG00000113170",1.27657695032122,0.0017922959518992,0.0262542151444582,14.5263937521734,15.0846136185145,9.15717178831676,13.2949132071781,32.1966627609796,34.3740441006015,40.2262987910724,19.0038708106009,"Gm36839"
"ENSMUSG00000113183",1.42421566913382,0.0017818281802156,0.0262199627520439,18.6767919670801,15.0846136185145,17.3986263978018,35.7939970962487,30.1843713384184,121.631232971359,36.9425192979236,46.0093714361918,"Gm47664"
"ENSMUSG00000113184",-1.44041853953397,7.21501898367227e-07,0.000410775080803741,213.745508067695,173.916721719344,216.109254204276,176.924614218601,128.786651043918,46.2727516738866,55.8242513835291,56.0114087049291,"Gm49654"
"ENSMUSG00000113328",-1.04875421349698,0.000815724153781898,0.0181413652950453,93.3839598354006,101.155644265333,89.7402835255042,73.6333654551401,63.3871798106786,25.1194937658242,55.8242513835291,27.0055006255908,"Gm47260"
"ENSMUSG00000113459",1.37562857999137,0.00167866648910937,0.0255768275057877,14.5263937521734,11.5352927670993,10.0728889671484,11.2495419445353,26.1597884932959,52.8831447701562,21.344566705467,24.0048894449696,"Gm30655"
"ENSMUSG00000113680",1.98615919993153,1.80190785786601e-05,0.00277266542453617,16.6015928596268,13.3099531928069,7.32573743065341,19.4310269951064,30.1843713384184,99.1558964440428,27.9121256917645,68.0138534274139,"Gm47405"
"ENSMUSG00000113722",1.10097954784672,0.000485004547536592,0.0140906110251086,41.503982149067,24.8452459599062,30.2186669014453,29.6578833083203,58.3564512542756,103.122132301805,56.6451962568163,54.0110012511816,"Snhg10"
"ENSMUSG00000113810",1.76584487165247,0.00453002125860723,0.0410961620264312,32.1655861655269,42.5918502169821,39.3758386897621,67.4972516672118,52.3195769865919,354.317069960046,114.11133738692,98.0199652336259,"Gm48259"
"ENSMUSG00000113918",1.50619060838497,0.000580428657639707,0.0152989528896392,15.5639933059001,6.21131148997656,13.7357576824751,13.2949132071781,29.1782256271378,51.5610661509023,20.5236218321798,38.0077416212019,"Gm6566"
"ENSMUSG00000113960",1.26831486345074,0.000530149856988741,0.0145812553258739,34.2407852729802,45.2538408555435,71.4259399488707,54.2023384600337,78.4793654798878,240.61830870421,80.4525975821448,98.0199652336259,"4933412O06Rik"
