"","log2FoldChange","pvalue","padj","BCH_309","BCH_313","BCH_314","BCH_317","BInt_390","BInt_391","BInt_392","BInt_398","gene"
"ENSMUSG00000000194",-0.190894559564123,0.147499272911944,0.315858523236711,896.486014419846,947.668667327852,969.744492382745,1072.79722725614,956.844571427863,810.434193602643,820.944873287192,816.166241128967,"Gpr107"
"ENSMUSG00000000197",-0.560452124160034,0.000672844499929173,0.0163887685757049,1367.55621181176,1304.37541289508,1376.32291978401,1177.11116165092,979.985922787317,687.48088201203,1074.61683913293,797.162370318366,"Nalcn"
"ENSMUSG00000000202",0.204181741857044,0.310548199255362,0.502478518689047,382.874235325143,341.622131948711,431.302791229719,530.773842655802,472.888484301888,613.444479333811,356.290075006641,503.102474617488,"Btbd17"
"ENSMUSG00000000214",0.412700855454332,0.0365102210650413,0.133732484621683,306.091868349369,513.764193242347,293.945214404968,313.964488815667,501.060564217745,487.847010504691,470.401412393561,443.090251005064,"Th"
"ENSMUSG00000000223",-0.284901431750876,0.0922002524516231,0.236347037651767,1188.05148901704,1287.51613885085,1051.24332129876,1008.36803248289,1171.15360793063,753.584812974725,960.505501746015,835.170111939568,"Drp2"
"ENSMUSG00000000247",-0.118192177900567,0.494504678194943,0.672088796337203,1105.04352471891,957.429299669244,1162.96081711623,1143.36253581731,1297.92796755199,803.823800506374,868.559675937849,1053.21452439804,"Lhx2"
"ENSMUSG00000000253",0.614669236167096,0.00581466919584548,0.0470186885953987,683.778105905878,655.737027298954,731.658025886509,815.080448163148,761.652303439424,1677.7177678332,876.769124670721,1107.22552564922,"Gmpr"
"ENSMUSG00000000263",0.50805882904327,0.18865634059326,0.369206352383164,58.1055750086937,78.0850587311339,28.387232543782,84.8829073996754,46.2827027189082,158.649434310468,85.378266821868,66.0134459736664,"Glra1"
"ENSMUSG00000000266",-0.551937802557502,0.0246076646149007,0.105863986943606,389.099832647503,407.284567699891,412.988447653086,331.350144548131,319.954336187235,137.496176402406,353.006295513493,237.048283269075,"Mid2"
"ENSMUSG00000000275",-0.660538415886365,0.00296181949311572,0.0330423755339102,128.662344662108,151.733466397999,155.671920401385,101.245877500818,101.620716839342,83.2909530129959,73.8850385958473,82.0167056036462,"Trim25"
"ENSMUSG00000000276",-0.355780649996367,0.0422507487020687,0.145620679898975,1410.09779351455,1248.47360948529,1215.15669630963,1028.82174510932,1092.67424245075,821.010822556674,1148.50187772878,766.15605478528,"Dgke"
"ENSMUSG00000000278",-0.414983693620216,0.0181557942009815,0.0886002757007896,347.595850498436,295.480960880313,305.84953772978,294.533461820561,225.376639326857,179.802692218531,276.658422297784,247.050320537812,"Scpep1"
"ENSMUSG00000000282",-0.670789807661172,0.000730300336306219,0.0171253948239657,1008.54676622233,875.794920086695,968.828775203913,1035.98054452857,856.230000299802,424.387236780503,550.033065102419,610.124273392978,"Mnt"
