"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000001",509.475415565574,-0.315711854086977,0.197406729020706,-1.59929631402717,0.109754778170301,0.799508432524854
"ENSMUSG00000000028",32.7998649586967,-0.38140460983465,0.335882322847085,-1.13553046376987,0.256153125296244,0.834124874296969
"ENSMUSG00000000031",11.0724627169701,0.410574366325609,0.768352720478802,0.534356624740989,0.593094822604773,0.918459380247241
"ENSMUSG00000000037",18.1124270736798,-0.222327582162135,0.487485088989128,-0.456070528481524,0.648339262228387,0.930549494625602
"ENSMUSG00000000056",748.283587294687,-0.0930004374011006,0.193961508172994,-0.479478832048231,0.63159802369167,0.926153747669225
"ENSMUSG00000000058",391.203971623139,-0.0855292385518721,0.220025441965456,-0.388724312006155,0.697480095704312,0.94371343726808
"ENSMUSG00000000078",785.208491198633,0.1735661084971,0.10486330710366,1.65516531273924,0.0978909693207275,0.798481709373988
"ENSMUSG00000000085",750.649862717115,-0.0423092718195293,0.104249523630092,-0.405846188512623,0.684855618697544,0.940181985727154
"ENSMUSG00000000088",1673.77386593214,0.327559255764221,0.180105460367467,1.81870807856633,0.068955978572719,0.793884076222764
"ENSMUSG00000000093",35.6824759323943,0.440807815123853,0.32480372652861,1.35715134747699,0.174733126018816,0.821263471505672
"ENSMUSG00000000120",99.6752746719844,0.0739042921875811,0.220116762053146,0.335750405822057,0.737059091627808,0.950409054668274
"ENSMUSG00000000125",77.4428411859122,0.0566509699883039,0.271798059082587,0.208430369883879,0.83489294526669,0.971479237854208
"ENSMUSG00000000126",209.504885902079,0.175356704858968,0.215199023205333,0.81485827513097,0.415153439168213,0.875188945221902
"ENSMUSG00000000127",186.357597958037,-0.171576917980121,0.206808264874518,-0.829642461747004,0.406740961831706,0.87241376791932
"ENSMUSG00000000131",1419.10351313619,-0.0402296335662226,0.084236674842031,-0.477578603876106,0.632950162490153,0.926153747669225
"ENSMUSG00000000134",621.859355168503,0.0686289282972335,0.110741225756868,0.619723394139668,0.535439910977289,0.905809994587641
"ENSMUSG00000000142",458.238953836536,0.0660871954584363,0.145528367883093,0.45411899013068,0.649743185790227,0.930551133491598
"ENSMUSG00000000148",389.195070354405,0.0363366391028534,0.128101235800037,0.283655648408998,0.776674286576439,0.960126371523145
"ENSMUSG00000000149",1974.46131137748,0.0292731887498298,0.102630402299242,0.285229211754206,0.775468541738507,0.959806310182621
"ENSMUSG00000000167",27.7224085128652,-0.131508510016591,0.412051760976186,-0.319155316082223,0.749608739003722,0.95403761903174
"ENSMUSG00000000168",1528.85027317991,-0.146918361951963,0.145627476615572,-1.00886429790855,0.313039719477582,0.852290269229658
"ENSMUSG00000000171",1016.90300976464,0.196621405436318,0.10496844791856,1.87314768709228,0.0610479938291936,0.793884076222764
"ENSMUSG00000000184",1059.37913994355,-0.0256006508711994,0.1417033031202,-0.180663755237121,0.856631509708745,0.975466022861676
"ENSMUSG00000000194",938.086618894255,-0.0773245601735294,0.106050946321366,-0.729126545832158,0.465924257854303,0.888923807781656
"ENSMUSG00000000197",1225.92242490502,-0.163592353518725,0.203735956796849,-0.802962599684099,0.421996351959306,0.876714121522565
"ENSMUSG00000000202",431.679109577542,0.0937042841038266,0.18578466950041,0.504370378652904,0.614001129468144,0.923717824066825
"ENSMUSG00000000214",312.166877859187,-0.389491836828829,0.201648439792659,-1.9315390549479,0.0534164243976617,0.778238117240891
"ENSMUSG00000000223",1084.36116714594,-0.106429671858349,0.139048188266104,-0.76541573957561,0.444024023446545,0.884308749155656
"ENSMUSG00000000247",1087.63333239319,0.0135379856867098,0.127238794449444,0.106398254913433,0.915266377596945,0.98531265072469
"ENSMUSG00000000253",738.893054474326,0.0932558560718172,0.182443763108001,0.511148501232198,0.609247076265154,0.922980074635923
"ENSMUSG00000000263",57.4184507554118,-0.221699352186808,0.700823330188968,-0.316341284082294,0.75174347864194,0.954656882396522
"ENSMUSG00000000266",351.175310153508,-0.253620294121377,0.223730632797517,-1.13359664231098,0.25696378212511,0.83445572828545
"ENSMUSG00000000275",121.233809933562,-0.290323191808708,0.194487133076098,-1.49276297725624,0.135499241658796,0.811188251474495
"ENSMUSG00000000276",1135.67396149383,-0.203435940739341,0.162921685455151,-1.24867319025706,0.211784630510497,0.824312269823683
"ENSMUSG00000000278",302.857784179438,-0.0514349365983033,0.142328640373797,-0.361381493304651,0.717814280756426,0.946404347179071
"ENSMUSG00000000282",897.772470948256,-0.213339329151189,0.118154223419609,-1.80560053611915,0.0709807588787789,0.793884076222764
"ENSMUSG00000000290",78.7698938501307,-0.431149597850795,0.267238704729911,-1.61335012563597,0.106668462139172,0.799297794048853
"ENSMUSG00000000295",151.738676856439,0.215386598111489,0.265541674982962,0.81112163702857,0.417295821437525,0.876076435732612
"ENSMUSG00000000296",407.953830475224,0.067452502285443,0.121653428535838,0.554464457740887,0.579261023398282,0.916355770768265
"ENSMUSG00000000301",44.2959516450905,0.192963993708195,0.264272407590371,0.730170794097032,0.465285792395183,0.888923807781656
"ENSMUSG00000000303",52.1412671910558,0.588421988348426,0.2698675336365,2.18041044218755,0.0292270507961675,0.749791155603574
"ENSMUSG00000000305",549.463695244126,-0.189090573518232,0.103051320471716,-1.834916550828,0.066518054958123,0.793884076222764
"ENSMUSG00000000308",3636.36409961,0.211083038982899,0.144975115706363,1.45599496820153,0.145394010608443,0.811188251474495
"ENSMUSG00000000317",29.7808783978727,0.0561763404791435,0.446676442448159,0.125765173939441,0.899917810003294,0.981461533127708
"ENSMUSG00000000318",9.67214222007768,-0.256261150169812,0.696083406958237,-0.36814718984558,0.712763485536555,0.946330271281662
"ENSMUSG00000000320",10.2548247702833,0.175003057370502,0.531610862682732,0.329193907903542,0.742009127350051,0.951755889069998
"ENSMUSG00000000326",1226.31722176846,0.231542898326727,0.120343409924508,1.92401809514933,0.0543523153574491,0.780648450967284
"ENSMUSG00000000339",813.737617051841,0.236224600907249,0.143559231063215,1.64548527571334,0.0998697766703324,0.798481709373988
"ENSMUSG00000000340",285.45824117087,-0.0725636447706839,0.181553082084312,-0.399682803164894,0.689390159843225,0.941025323272554
"ENSMUSG00000000346",1727.41141137213,-0.122622408304416,0.105420271590387,-1.16317674442035,0.244757799887366,0.831619650482778
"ENSMUSG00000000355",404.088760437997,0.244718088517217,0.14322867639346,1.70858304830632,0.08752821090397,0.798481709373988
"ENSMUSG00000000365",18.7304091020527,0.874929560317081,0.572346749108748,1.52867044615788,0.126346162371606,0.811188251474495
"ENSMUSG00000000374",1426.09423664711,-0.16992301917733,0.132873736245221,-1.27883074548106,0.200956664499635,0.823352563567418
"ENSMUSG00000000378",993.362581133096,0.21825951348646,0.118264459719467,1.84552074227701,0.0649618240122162,0.793884076222764
"ENSMUSG00000000384",623.611989069484,0.0329288334862498,0.113303119990662,0.290626008259646,0.771337366541199,0.959184508976539
"ENSMUSG00000000392",33.2669644126161,-0.360533471571937,0.276468741777986,-1.30406594703375,0.192211098246766,0.823352563567418
"ENSMUSG00000000399",2108.70832011385,0.100208110442715,0.112476457158842,0.89092520314006,0.37296929835572,0.864991332411923
"ENSMUSG00000000402",41.2386057140845,-0.384573763777011,0.268180124028817,-1.43401292384997,0.151568574807752,0.811188251474495
"ENSMUSG00000000409",35.7926409479676,0.285284288839506,0.340364477990084,0.838172921346444,0.401933592850065,0.87241376791932
"ENSMUSG00000000416",1752.63266883937,-0.0629969469266548,0.160848200013932,-0.391654658996485,0.695313395711329,0.943511411318606
"ENSMUSG00000000420",711.605503514748,-0.15554042130738,0.117699223418649,-1.32150762587559,0.186332161494885,0.823352563567418
"ENSMUSG00000000439",465.095201252897,0.119925022800432,0.137589918843372,0.871611988789321,0.383420088105405,0.86770593347649
"ENSMUSG00000000440",61.7302080230187,0.178003414470454,0.277011856612542,0.64258409963812,0.520494003130472,0.90256286627957
"ENSMUSG00000000441",612.751994139851,-0.0747885673976681,0.119591436182028,-0.625367248569822,0.531730052470188,0.90470969328039
"ENSMUSG00000000486",52.0228351833898,0.378077888595233,0.354269876884507,1.06720303718763,0.285880161375724,0.8457994065568
"ENSMUSG00000000489",501.192558297767,-0.0247886143951789,0.116340845412598,-0.213068886574333,0.83127323232749,0.970828724773025
"ENSMUSG00000000530",201.044846867886,-0.074981034447362,0.221358622631139,-0.338731030922191,0.734812361883676,0.949565354226722
"ENSMUSG00000000531",950.884793233746,0.0552540465661683,0.107708808747364,0.512994686402753,0.607955037609555,0.922320466100793
"ENSMUSG00000000532",1803.1489324831,-0.269027393076156,0.158951860827828,-1.69250861031164,0.0905490398048446,0.798481709373988
"ENSMUSG00000000538",4898.96038169591,-0.0480225009243203,0.0795940802190403,-0.603342620357745,0.546280785360209,0.908545214370585
"ENSMUSG00000000552",1893.70933177808,0.0819493029078728,0.175533072107763,0.466859617528728,0.640600318777167,0.92827762865013
"ENSMUSG00000000555",124.71722472603,0.000794008066580819,0.210146677932931,0.00377835174170219,0.996985318652918,0.999714425830463
"ENSMUSG00000000560",1316.28180813972,-0.0907298737114791,0.09875604673408,-0.91872727505777,0.358238239766322,0.860117166035116
"ENSMUSG00000000561",524.69191286455,0.047938877250496,0.127153836500457,0.37701479223809,0.706162612075581,0.944543859638983
