"","BCH_309","BCH_313","BCH_314","BCH_317","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","gene"
"ENSMUSG00000000326",1156.6513030586,998.783824855166,1110.66857086393,1247.10746283552,1535.63508799784,1259.16536770211,1218.31125361606,1284.21490321845,"Comt"
"ENSMUSG00000000339",808.623187763292,668.206654227905,819.197275168587,694.29726658671,1083.05771960637,827.574838926753,861.205705521375,747.738288613732,"Rtca"
"ENSMUSG00000000340",288.13010138692,348.207953060716,282.419392102319,250.634238884285,203.317694655348,269.7440804846,300.633042814598,340.579425978172,"Dbt"
"ENSMUSG00000000346",1897.11468189166,1750.73669564198,1859.26099800694,1694.81297826188,1439.84117416984,1667.01841739483,1697.497070478,1813.00927513193,"Dazap2"
"ENSMUSG00000000355",407.926129203704,388.75875265766,373.843618391852,310.260932812402,489.721947222736,391.668404863639,480.016294880767,390.514003471213,"Mcts1"
"ENSMUSG00000000365",11.3599681550399,2.64461736501809,19.0089975453484,20.2124386197004,12.7073559159592,29.1323606923368,40.6934229224179,14.0841116006011,"Rnf17"
"ENSMUSG00000000374",1616.21365114885,1595.58581022758,1432.01114841625,1395.66888669032,1053.733052108,1369.22095253983,1481.57278558354,1464.74760646252,"Trappc10"
"ENSMUSG00000000378",892.273862359495,891.236052011097,914.242262895329,975.250163400546,1247.27585759723,1012.07978997822,932.626815140313,1081.91584568254,"Ccm2"
"ENSMUSG00000000384",579.358375907033,584.460437668998,589.278923905801,713.499083275425,646.120173880696,648.464769484978,619.536602043342,608.177546389594,"Tbrg4"
"ENSMUSG00000000392",41.3089751092359,38.7877213535987,35.3024240127899,34.3611456534907,28.3471785817552,29.1323606923368,30.7276866965197,28.1682232012022,"Fap"
"ENSMUSG00000000399",1849.60936051604,1856.5213902427,2181.50876591856,2254.69752802758,2411.46515728242,2032.79139053195,2124.36277215398,2158.71019623759,"Ndufa9"
"ENSMUSG00000000402",39.2435263537741,45.8400343269803,58.8373733546499,42.4461211013709,40.0770455811022,35.6062186239672,30.7276866965197,37.130839674312,"Egfl6"
"ENSMUSG00000000409",43.3744238646977,24.6830954068355,35.3024240127899,26.2761702056106,56.6943571635104,24.8164554045832,43.1848569788925,32.0093445468207,"Lck"
"ENSMUSG00000000416",1792.80951974084,2205.61088242509,1720.76687303368,1443.16811744661,1346.97972709168,1696.15077808717,1838.67833367823,1976.89711921165,"Cttnbp2"
"ENSMUSG00000000420",773.510558920442,724.625158014957,811.955752294168,689.244156931785,578.673438634451,682.992011787007,722.515876377624,709.327075157547,"Galnt1"
"ENSMUSG00000000439",463.693245601173,469.860351851548,449.879608573246,400.206284670069,400.770455811022,526.540445105939,551.437404499704,458.373813910473,"Mkrn2"
"ENSMUSG00000000440",71.2579820634319,40.5507995969441,70.6048480255799,49.5204746182661,43.9870012475512,69.0544846040576,79.7258898071861,69.1401842211328,"Pparg"
"ENSMUSG00000000441",593.816517195266,659.391263011178,578.416639594173,682.16980341489,527.844014970614,662.491461670178,587.147959309173,610.738293953339,"Raf1"
"ENSMUSG00000000486",56.7998407751993,59.0631211520707,28.9660914976738,36.3823895154608,96.7714027446126,58.2647213846736,41.5239009412428,38.4112134561849,"Septin1"
"ENSMUSG00000000489",470.922316245289,535.975785977,488.802794023245,525.523404112211,449.644901641634,472.591629009019,523.201151859659,542.878483514079,"Pdgfb"
"ENSMUSG00000000530",175.563144214253,206.280154471411,180.132881501159,263.772323987091,281.516807984327,178.031093119836,169.417515840271,153.644853824739,"Acvrl1"
"ENSMUSG00000000531",892.273862359495,865.671417482589,966.743303734863,1006.57944326108,1028.31834027609,1039.05419802668,916.017254763816,892.420525965362,"Tamalin"
"ENSMUSG00000000532",2075.7759992391,1921.75528524648,1998.66031333949,1886.83114514904,1124.11225410409,1715.57235188206,1915.08231141012,1787.40179949447,"Acvr1b"
"ENSMUSG00000000538",4783.57931764952,4848.46516919984,4953.20164610222,5337.0944175319,4660.6671544072,4864.02525929831,4918.92130549962,4825.72878387869,"Tom1l2"
"ENSMUSG00000000552",1673.01349192405,1787.76133875223,1695.42154297322,2204.16643147833,2570.79585069021,2077.02941973142,1584.55205991782,1556.93451875736,"Zfp385a"
"ENSMUSG00000000555",118.763303439053,137.520102980941,129.44222138023,114.200278201307,136.848448325715,139.187945530054,143.6726972567,78.1028006942425,"Itga5"
"ENSMUSG00000000560",1249.59649705439,1413.10721204133,1347.82844500113,1420.93443496494,1374.34941675682,1184.71600148836,1308.00287964915,1231.71957816166,"Gabra2"
"ENSMUSG00000000561",522.558535131834,512.174229691837,591.089304624406,438.6099180475,545.438815469634,501.723989701356,576.35174506445,509.588765185386,"Wdr77"
"ENSMUSG00000000562",15.4908656659635,14.1046259467632,28.0609011383715,5.05310965492511,10.7523780827347,16.184644829076,15.7790823576723,21.7663542918381,"Adora3"
"ENSMUSG00000000563",3221.06733414267,2976.9576138887,3138.2949757011,3062.18445088462,4021.38940294279,3727.86319229717,3395.82461897483,3276.47650781257,"Atp5pb"
"ENSMUSG00000000567",641.321838570887,674.377428079614,645.400726182544,719.562814861336,724.319287209676,730.466969952297,616.214689968043,540.317735950334,"Sox9"
"ENSMUSG00000000568",2956.68989344356,3004.28532666055,2933.72195449877,3037.92952454098,2268.75177545703,2613.2806517348,2605.20954505357,2669.57933520485,"Hnrnpd"
"ENSMUSG00000000579",39.2435263537741,35.2615648669079,26.2505204197669,25.2655482746255,23.459733998694,36.6851949459056,30.7276866965197,26.8878494193294,"Dynlt1c"
"ENSMUSG00000000581",727.037961922552,708.757453824849,768.506615047658,659.936120933219,712.589420210329,673.281224889562,680.161497417557,745.177541049986,"C1d"
