"","BCH_309","BCH_313","BCH_314","BCH_317","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","gene"
"ENSMUSG00000025792",339.766320273465,307.657153463771,348.498288331388,353.717675844758,477.992080223389,367.930925780994,311.429257059321,339.2990521963,"Slc25a10"
"ENSMUSG00000025793",1312.59268409597,1220.93168351669,1343.30249320462,1651.35623522953,1432.99875175356,1471.72370312398,1326.27339606329,1234.28032572541,"Hgs"
"ENSMUSG00000025794",3414.18679277835,3304.89016715094,4541.34003261967,5686.76960565272,6682.11423396133,4851.07754343505,3982.14210026518,3448.04659458353,"Rpl14"
"ENSMUSG00000025795",613.438280372153,531.568090368637,643.59034546394,649.829901623369,439.870012475512,660.333509026301,651.925244777512,642.74763850016,"Rassf3"
"ENSMUSG00000025809",908.797452403189,870.079113090952,1026.48586744881,864.081750992194,639.27775146441,817.864052029307,921.83060089559,989.728933387697,"Itgb1"
"ENSMUSG00000025810",305.686415808346,403.744917726095,361.17095336162,369.887626740518,269.78694098498,362.536044171302,324.716905360519,398.19624616245,"Nrp1"
"ENSMUSG00000025812",303.620967052884,332.340248870607,328.584100426737,334.515859156042,324.526320315266,402.458168083023,310.598779040496,394.355124816831,"Pard3"
"ENSMUSG00000025813",857.161233516645,970.57457296164,909.716311098817,860.039263268254,809.360822954941,720.756183054851,916.017254763816,851.448564945431,"Homer2"
"ENSMUSG00000025815",141.483239749133,136.638563859268,149.35640928488,105.104680822442,84.0640468286533,126.240229666793,168.587037821446,129.317751969156,"Dhtkd1"
"ENSMUSG00000025816",708.448923123395,738.72978396172,675.27200803952,687.222913069815,474.08212455694,697.018703972206,783.140771751839,846.32706981794,"Sec61a2"
"ENSMUSG00000025817",301.555518297422,273.277127718536,255.26368132325,251.64486081527,261.967029652082,312.903133362136,325.547383379343,308.570081431352,"Nudt5"
"ENSMUSG00000025821",373.846224738585,397.574143874387,439.017324261618,455.790490874245,483.857013723063,449.933126248313,433.509525826575,398.19624616245,"Zfp282"
"ENSMUSG00000025823",587.62017092888,700.823601729795,706.953670615101,701.371620103605,557.168682468981,577.252332237044,662.721459022235,855.28968629105,"Pdia4"
"ENSMUSG00000025825",1536.69387406357,1361.09640386264,1441.96824236857,1700.87670984779,1734.06533807013,1900.07730293352,1575.41680171075,1504.43919370057,"Iscu"
"ENSMUSG00000025854",1033.75710210863,1052.5577112772,955.881019423235,1004.55819939911,1147.57198810278,1096.23994308941,1005.7088807969,965.401831532113,"Fam20c"
"ENSMUSG00000025855",12784.0950719308,12245.4599391554,15253.3627446032,17265.4650689481,14257.6533377063,15495.1789593574,14613.921697261,14630.8312054608,"Prkar1b"
"ENSMUSG00000025856",914.993798669575,829.528313494008,1178.5578478116,1214.767561044,1497.51302024996,1218.16426746845,1024.80987522987,832.242958217339,"Pdgfa"
"ENSMUSG00000025857",138.38506661594,130.467790007559,119.485127427904,114.200278201307,130.006025909429,108.976608515778,128.724092917853,102.429902549826,"Dnaaf5"
"ENSMUSG00000025858",758.019693254478,744.019018691757,854.499699181377,804.455057064077,920.794559448738,960.288926525176,823.834194674257,883.457909492252,"Get4"
"ENSMUSG00000025860",1258.89101645396,1381.37180366112,1078.08171792905,947.96337126395,495.58688072241,974.315618710375,1278.93614899028,1221.47658790668,"Xiap"
"ENSMUSG00000025862",838.572194717488,822.476000520627,913.337072536027,768.072667548617,485.811991556287,572.93642694929,784.801727789488,842.485948472321,"Stag2"
"ENSMUSG00000025867",23046.2772134427,21008.8403477037,24645.6179127239,26943.1806800607,27788.054921453,21541.7622675002,20637.3787677977,20565.3636844414,"Cplx2"
"ENSMUSG00000025868",931.517388713269,695.534366999758,864.456793133702,1076.31235649905,1097.72005335555,1244.05969919498,969.167847968606,974.364448005223,"Higd2a"
"ENSMUSG00000025869",401.729782937319,413.441848064495,420.913517075572,450.73738121932,592.358283467022,471.512652687081,477.524860824292,460.934561474218,"Nop16"
"ENSMUSG00000025870",288.13010138692,330.577170627262,283.324582461622,228.400556402615,133.915981575878,264.349198874908,205.958548668564,338.018678414427,"Arl10"
"ENSMUSG00000025871",1935.3254838677,2133.32467444793,1958.83193753019,1966.67027769685,1890.46356472809,1909.78808983097,1993.14724517965,2162.55131758321,"4833439L19Rik"
"ENSMUSG00000025872",525.656708265027,481.320360433293,573.890687797662,553.820818179792,697.927086461145,568.620521661537,504.100157426687,524.95325056786,"Thoc3"
"ENSMUSG00000025873",880.913894204455,795.148287748773,674.366817680218,820.625007959838,640.255240381023,838.364602146137,800.580810147161,868.093424109778,"Faf2"
"ENSMUSG00000025875",719.808891278435,677.022045444632,642.685155104637,835.784336924613,1176.89665560115,927.919636867024,680.991975436381,690.121468429455,"Tspan17"
"ENSMUSG00000025876",1823.79125107276,1711.94897428838,1839.34681010229,1966.67027769685,1748.72767181931,1804.048410281,1818.74686122643,1925.68216793673,"Unc5a"
"ENSMUSG00000025877",27.8835581987342,20.275399798472,17.1986168267438,21.2230605506855,29.3246674983674,22.6585027607064,27.4057746212202,19.2056067280924,"Hk3"
"ENSMUSG00000025878",301.555518297422,258.2909626501,196.4263079686,211.21998357587,233.619851070327,275.138962094292,230.87288923331,225.345785609618,"Uimc1"
"ENSMUSG00000025880",481.249560022598,537.738864220345,384.70590270348,405.259394324994,470.172168890491,535.172255681446,494.134421200789,515.99063409475,"Smad7"
"ENSMUSG00000025885",615.503729127615,595.920446250743,682.513530913939,624.564353348743,489.721947222736,685.149964430884,682.652931474031,695.242963556946,"Myo5b"
"ENSMUSG00000025887",12.3926925327708,6.17077385170888,6.33633251511614,12.1274631718203,7.81991133289799,10.789763219384,20.7619504706214,25.6074756374566,"Casp12"
"ENSMUSG00000025888",43.3744238646977,52.8923473003618,66.0788962290683,26.2761702056106,32.2571342482042,53.94881609692,70.5906316001127,25.6074756374566,"Casp1"
"ENSMUSG00000025889",3932.61443039926,3649.57196372497,3887.7925932034,3088.46062109023,4089.81362710565,4374.17000913827,4208.86259940437,4049.82227206376,"Snca"
"ENSMUSG00000025892",1590.39554170558,1644.07046191958,1433.82152913485,1546.25155440708,1095.76507552233,1183.63702516643,1415.13454407755,1510.84106260994,"Gria4"
"ENSMUSG00000025893",101.206989017628,92.5616077756332,98.6657491639513,57.6054500661462,70.3792019960819,84.1601531111952,75.5734997130618,103.710276331699,"Kbtbd3"
"ENSMUSG00000025894",302.588242675153,353.497187790752,358.455382283713,286.006006468761,260.012051818858,335.561636122842,333.852163567592,327.775688159444,"Aasdhppt"
"ENSMUSG00000025898",285.031928253728,305.012536098753,399.188948452317,317.335286329297,401.747944727634,275.138962094292,290.667306588699,267.598120411421,"Cwf19l2"
"ENSMUSG00000025899",529.78760577595,527.160394760273,521.389646958128,512.385319009406,326.481298148491,390.589428541701,539.810712236156,547.999978641571,"Alkbh8"
"ENSMUSG00000025902",52.6689432642757,62.5892776387615,49.7854697616268,56.5948281351612,79.1766022455921,63.6596029943656,73.9125436754121,66.5794366573871,"Sox17"
"ENSMUSG00000025903",355.257185939429,357.904883399115,379.274760547666,308.239688950432,191.587827656001,356.062186239672,414.408531393603,302.168212521988,"Lypla1"
"ENSMUSG00000025905",149.74503477098,159.558581022758,141.20969605116,109.147168546382,69.4017130794696,113.292513803532,151.977477444949,148.523358697248,"Oprk1"
"ENSMUSG00000025907",1107.08053292752,1357.57024737595,1164.97999242207,1135.93905042716,1324.4974820096,1081.13427458228,1325.44291804447,1353.35508743958,"Rb1cc1"
"ENSMUSG00000025909",272.639235720957,363.194118129151,283.324582461622,249.6236169533,163.240649074245,261.112269909093,352.953158000564,282.962605793895,"Sntg1"
"ENSMUSG00000025911",250.952023788608,263.580197380137,231.72873198139,188.986301094199,189.632849822776,234.137861860633,217.585240932112,225.345785609618,"Adhfe1"
"ENSMUSG00000025912",57.8325651529302,59.9446602737434,41.6387565279061,50.5310965492511,29.3246674983674,37.764171267844,63.116329430689,40.9719610199305,"Mybl1"
"ENSMUSG00000025915",293.293723275575,216.858623931484,265.220775275576,222.336824816705,130.983514826041,181.268022085651,251.634839703931,282.962605793895,"Sgk3"
"ENSMUSG00000025917",992.448126999392,1012.00691168026,1143.25542379881,1021.73877222586,1041.02569619204,1154.50466447409,1116.99293531943,1107.52332132,"Cops5"
"ENSMUSG00000025920",1921.9000669572,2009.90919741375,2173.36205268484,2127.35916472347,1531.72513233139,1956.18407167432,2200.76674988587,2256.01860365992,"Stau2"
"ENSMUSG00000025921",180.726766102907,189.53091115963,202.762640483717,157.657021233663,161.285671241021,247.085577723894,190.179466310892,189.495319717179,"Rdh10"
"ENSMUSG00000025925",179.694041725176,181.597059064576,139.399315332555,145.529558061843,179.857960656654,141.34589817393,137.028873106101,136.999994660393,"Terf1"
"ENSMUSG00000025927",89.847020862588,70.5231297338158,28.0609011383715,139.465826475933,126.09607024298,64.738579316304,29.8972086776948,38.4112134561849,"Tfap2b"
"ENSMUSG00000025930",29.949006954196,27.3277127718536,38.0179950906969,39.4142553084159,29.3246674983674,41.0011002336592,29.0667306588699,8.9626164731098,"Msc"
"ENSMUSG00000025931",2103.65955743784,2329.02635945927,2308.23541622088,2275.92058857827,1216.97370118225,1769.52116797898,1686.70085623328,2422.46719530339,"Paqr8"
"ENSMUSG00000025932",125.992374083169,104.021616357378,114.053985272091,101.062193098502,77.2216244123676,91.712987364764,114.60596659783,106.271023895445,"Eya1"
"ENSMUSG00000025933",392.435263537741,397.574143874387,382.895521984875,337.547724948997,321.59385356543,431.59052877536,502.439201389038,480.140168202311,"Tmem14a"
"ENSMUSG00000025934",27.8835581987342,22.0384780418174,22.6297589825576,35.3717675844758,27.3696896651429,26.97440804846,22.4229065082711,28.1682232012022,"Gsta3"
"ENSMUSG00000025935",396.566161048664,377.298744075914,462.552273603478,404.248772394009,382.198166395389,332.324707157027,423.543789600676,441.728954746126,"Tram1"
"ENSMUSG00000025937",233.395709367183,215.977084809811,219.96125731046,196.060654611094,181.812938489878,226.585027607064,242.499581496858,230.467280737109,"Lactb2"
"ENSMUSG00000025938",83.6506745962027,155.150885414395,84.1827034151144,56.5948281351612,53.7618904136736,78.7652715015032,109.623098484881,49.9345774930403,"Slco5a1"
"ENSMUSG00000025939",659.910877370043,826.88369612899,820.102465527889,715.520327137395,560.101149218818,741.256733171681,795.597942034212,1063.99061273632,"Ube2w"
"ENSMUSG00000025940",494.6749769331,509.529612326819,518.674075880221,417.386857496814,509.271725554981,473.670605330958,492.473465163139,610.738293953339,"Tmem70"
"ENSMUSG00000025946",27.8835581987342,15.8677041901086,28.9660914976738,30.3186579295507,16.6173115824082,29.1323606923368,34.8800767906439,57.6168201842773,"Pth2r"
"ENSMUSG00000025949",660.943601747774,712.28361031154,674.366817680218,543.714598869942,395.88301122796,567.541545339598,626.180426193941,796.392492324899,"Pikfyve"
"ENSMUSG00000025950",575.22747839611,601.20968098078,702.427718818589,487.11977073478,445.734945975185,577.252332237044,654.416678833986,669.635487919489,"Idh1"
"ENSMUSG00000025956",148.712310393249,181.597059064576,142.114886410462,123.295875580173,209.182628155021,143.503850817807,190.179466310892,215.102795354635,"Mettl21a"
"ENSMUSG00000025958",692.958057457432,832.172930859026,722.34190672324,651.851145485339,477.992080223389,591.279024422243,693.449145718754,879.616788146633,"Creb1"
"ENSMUSG00000025959",919.124696180498,883.302199916043,875.31907744533,959.080212504786,1280.51048076205,872.891844448166,964.184979855657,775.906511814934,"Klf7"
"ENSMUSG00000025961",7.22907064411628,24.6830954068355,9.05190359302306,15.1593289647753,5.86493349967349,4.3159052877536,13.2876483011977,23.0467280737109,"4933402D24Rik"
"ENSMUSG00000025962",210.675773057103,218.621702174829,236.254683777902,185.954435301244,195.49778332245,208.242430134111,252.465317722756,282.962605793895,"Fastkd2"
"ENSMUSG00000025963",16.5235900436944,29.9723301368717,10.8622843116277,7.07435351689515,6.84242241628574,12.9477158632608,11.626692263548,32.0093445468207,"Mdh1b"
"ENSMUSG00000025964",2103.65955743784,2293.76479459236,2054.78211561623,1890.87363287298,1603.08182324409,1853.68132109017,2016.40062970675,2177.91580296568,"Adam23"
"ENSMUSG00000025967",2130.51039125884,1875.03371179783,2182.41395627786,2658.94630042159,3548.28476730246,2383.45869516193,2067.89026687389,1891.11207582617,"Eef1b2"
"ENSMUSG00000025968",2032.40157537441,2046.05230140233,2207.75928633832,1848.4275117716,1786.84973956719,2054.37091697071,2084.49982725039,2224.0092591131,"Ndufs1"
"ENSMUSG00000025969",743.561551966246,698.178984364776,699.712147740682,606.373158591013,480.924546973226,631.201148333964,695.940579775229,628.663526899559,"Nrp2"
"ENSMUSG00000025971",208.610324301641,266.224814745155,258.884442760459,228.400556402615,234.59733998694,195.29471427085,244.991015553332,247.112139901456,"Maip1"
"ENSMUSG00000025978",440.973309291093,378.180283197587,420.00832671627,484.087904941825,438.892523558899,429.432576131483,467.559124598394,373.869144306866,"Rftn2"
"ENSMUSG00000025979",995.546300132585,1245.61477892352,1249.16269583718,1091.47168546382,1110.42740927151,1026.10648216342,1131.11106163945,1273.97191296346,"Mob4"
"ENSMUSG00000025980",2301.94263796217,2469.19107980523,2536.34338676506,2559.90535118506,2201.30504021078,2325.19397377725,2560.36373203703,2791.21484448277,"Hspd1"
"ENSMUSG00000025981",279.868306365073,314.709466437153,340.351575097667,298.133469640581,260.98954073547,279.454867382046,348.800767906439,375.149518088739,"Coq10b"
"ENSMUSG00000025982",3589.7499369926,3735.08125852722,2973.55033030807,2564.95846083999,2485.75431494495,2788.07481588883,3443.16186604785,3715.64471499495,"Sf3b1"
"ENSMUSG00000025986",1866.13295055973,1876.79679004117,1966.97865076391,1887.84176708002,778.08117762335,1593.64802750302,2135.1589863987,2295.71019089798,"Slc39a10"
"ENSMUSG00000025993",101.206989017628,96.087764262324,100.476129882556,85.9028641337269,86.0190246618778,94.9499163305792,101.318318296632,106.271023895445,"Slc40a1"
"ENSMUSG00000025995",350.093564050774,394.929526509368,386.516283422085,369.887626740518,329.413764898328,391.668404863639,385.341800734733,490.383158457293,"Wdr75"
"ENSMUSG00000025997",64.0289114193156,77.5754427071974,85.9930841337191,103.083436960472,70.3792019960819,56.1067687407968,58.1334613177399,66.5794366573871,"Ikzf2"
"ENSMUSG00000026000",2157.36122507984,2058.39384910575,2526.38629281274,2389.11024484859,2316.64873237103,2707.15159174345,2578.63424845118,2336.68215191791,"Lancl1"
"ENSMUSG00000026003",619.634626638538,521.871160030237,602.856779295336,554.831440110777,532.731459553675,557.830758442153,539.810712236156,595.373808570865,"Acadl"
"ENSMUSG00000026004",182.792214858369,230.081710756574,157.503122518601,137.444582613963,109.478758660572,159.688495646883,191.009944329717,202.299057535907,"Kansl1l"
"ENSMUSG00000026005",303.620967052884,329.695631505589,259.789633119762,207.177495851929,186.700383072939,243.848648758078,333.852163567592,322.654193031953,"Rpe"
"ENSMUSG00000026014",700.187128101548,825.120617885645,840.01665343254,941.89963967804,699.88206429437,717.519254089036,788.954117883613,861.691555200414,"Raph1"
"ENSMUSG00000026017",282.966479498266,296.197144882026,211.81454407674,208.188117782915,237.529806736776,219.032193353495,234.194801308609,215.102795354635,"Carf"
"ENSMUSG00000026018",487.445906288983,526.2788556386,563.933593845337,488.130392665766,376.333232895716,551.356900510522,552.267882518529,505.747643839767,"Ica1l"
"ENSMUSG00000026019",531.853054531412,598.565063615762,572.98549743836,612.436890176923,585.515861050737,553.514853154399,599.605129591546,551.841099987189,"Wdr12"
"ENSMUSG00000026020",657.845428614581,736.966705718375,754.928759658123,723.605302585276,858.235268785554,690.544846040576,685.144365530506,778.46725937868,"Nop58"
"ENSMUSG00000026021",1238.23652889935,1325.83483899574,1438.34748093136,1359.28649717485,1371.41695000698,1206.29552792713,1350.35725860922,1381.52331064078,"Sumo1"
"ENSMUSG00000026023",12.3926925327708,14.9861650684359,20.819378263953,25.2655482746255,41.0545344977144,18.3425974729528,9.96573622589827,12.8037378187283,"Cdk15"
"ENSMUSG00000026024",738.397930077591,798.674444235464,648.116297260451,956.048346711831,860.190246618778,674.3602012115,773.17503552594,787.42987585179,"Als2"
"ENSMUSG00000026027",439.940584913362,526.2788556386,481.561271148827,484.087904941825,339.18865406445,372.246831068748,460.08482242897,413.560731544924,"Stradb"
"ENSMUSG00000026028",2498.16026973104,2713.37741650856,2615.09494802436,2181.93274899666,1447.66108550274,2005.81698248349,2607.70097911005,2635.00924309428,"Trak2"
"ENSMUSG00000026029",27.8835581987342,36.1431039885806,42.5439468872084,30.3186579295507,34.2121120814287,36.6851949459056,33.2191207529942,26.8878494193294,"Casp8"
"ENSMUSG00000026031",247.853850655415,268.869432110173,242.591016293018,189.996923025184,150.533293158286,185.583927373405,221.737631026236,226.626159391491,"Cflar"
"ENSMUSG00000026032",1063.70610906282,978.508425056694,1240.11079224416,1425.98754461987,1527.81517666494,1360.58914196432,1247.37798427493,1176.66350554113,"Ndufb3"
"ENSMUSG00000026034",1792.80951974084,2294.64633371403,1636.58416961857,1209.71445138907,1259.00572459658,1606.59574336628,2010.58728357498,1925.68216793673,"Clk1"
"ENSMUSG00000026035",172.46497108106,221.266319539847,228.107970544181,219.30495902375,240.462273486613,225.506051285126,249.143405647457,261.196251502057,"Ppil3"
"ENSMUSG00000026036",310.850037697,308.538692585444,341.256765456969,338.558346879982,345.053587564124,356.062186239672,333.852163567592,343.140173541918,"Nif3l1"
"ENSMUSG00000026037",364.551705339007,467.21573448653,429.965420668595,370.898248671503,341.143631897675,373.325807390686,455.932432334846,510.869138967259,"Orc2"
"ENSMUSG00000026042",85.7161233516645,55.5369646653799,52.5010408395337,40.4248772394009,72.3341798293064,51.7908634530432,58.1334613177399,80.6635482579882,"Col5a2"
"ENSMUSG00000026043",43.3744238646977,59.0631211520707,47.0698986837199,68.7222913069815,34.2121120814287,75.528342535688,54.8115492424405,43.5327085836762,"Col3a1"
"ENSMUSG00000026047",147.679586015518,156.032424536067,93.2346070081375,83.8816202717568,86.0190246618778,98.1868452963944,101.318318296632,96.0280336404622,"Poglut2"
"ENSMUSG00000026048",421.351546114206,384.351057049296,395.568187015108,412.333747841889,438.892523558899,373.325807390686,426.035223657151,464.775682819837,"Ercc5"
"ENSMUSG00000026049",67.1270845525083,53.7738864220345,66.0788962290683,63.6691816520564,69.4017130794696,62.5806266724272,70.5906316001127,53.7756988386588,"Tex30"
"ENSMUSG00000026051",78.4870527075482,67.8785123687977,89.6138455709283,67.7116693759965,134.89347049249,110.055584837717,70.5906316001127,74.2616793486241,"Ecrg4"
"ENSMUSG00000026058",199.315804902063,138.401642102613,137.58893461395,134.412716821008,152.488270991511,142.424874495869,156.960345557898,170.289712989086,"Khdrbs2"
"ENSMUSG00000026062",143.548688504595,163.966276631122,142.114886410462,158.667643164648,146.623337491837,158.609519324945,142.01174121905,96.0280336404622,"Slc9a2"
"ENSMUSG00000026064",11.3599681550399,11.4600085817451,9.05190359302306,6.06373158591013,1.9549778332245,15.1056685071376,12.4571702823728,11.5233640368555,"Ptp4a1"
"ENSMUSG00000026065",33.0471800873887,53.7738864220345,36.2076143720922,20.2124386197004,19.549778332245,38.8431475897824,24.0838625459208,43.5327085836762,"Slc9a4"
"ENSMUSG00000026072",47.5053213756213,96.087764262324,58.8373733546499,78.8285106168317,19.549778332245,55.0277924188584,78.0649337695364,75.5420531304969,"Il1r1"
"ENSMUSG00000026074",2302.9753623399,2451.56029737177,2176.07762376274,2212.25140692621,1980.39254505641,1857.99722637793,1926.70900367366,2070.36440528836,"Map4k4"
"ENSMUSG00000026077",609.307382861229,550.080411923763,603.761969654638,544.725220800927,408.59036714392,563.225640051845,583.826047233873,521.112129222241,"Npas2"
"ENSMUSG00000026078",518.42763762091,569.474272600563,410.956423123247,424.461211013709,573.78599405139,508.197847632986,371.22367441471,489.102784675421,"Pdcl3"
"ENSMUSG00000026080",1080.22969910652,1109.85775418593,1126.96199733137,1270.35176724817,1223.81612359853,1125.37230378175,1206.68456135252,1241.96256841664,"Chst10"
"ENSMUSG00000026082",306.719140186076,370.246431102533,238.970254855809,231.43242219557,217.002539487919,267.586127840723,304.785432908722,387.953255907467,"Rev1"
"ENSMUSG00000026083",2755.30863978603,2818.28057198761,3055.92265300458,3673.61071913055,4359.60056809063,2776.2060763475,2466.51971590982,2650.37372847676,"Eif5b"
"ENSMUSG00000026087",567.998407751993,564.185037870526,631.82287079301,763.019557893692,837.708001536697,776.862951795648,711.719662132901,597.934556134611,"Mrpl30"
"ENSMUSG00000026088",89.847020862588,90.7985295322878,80.5619419779052,86.9134860647119,86.0190246618778,97.107868974456,97.1659282025081,115.233640368555,"Mitd1"
"ENSMUSG00000026090",4483.05652372982,4321.30477443956,4949.58088466501,4917.68631617312,4546.30095116357,4890.99966734677,4665.62550975804,4223.95310639846,"Cracdl"
"ENSMUSG00000026094",98.1088158844352,121.652398790832,143.925267129067,126.327741373128,147.600826408449,72.2914135698728,83.0478018824856,115.233640368555,"Stk17b"
"ENSMUSG00000026095",50.603494508814,76.6939035855247,85.0878937744168,117.232143994263,94.8164249113881,82.0022004673184,85.5392359389601,60.177567748023,"Asnsd1"
"ENSMUSG00000026096",72.2907064411628,83.7462165589063,87.8034648523237,46.488608825311,50.8294236638369,84.1601531111952,71.4211096189376,85.7850433854795,"Osgepl1"
"ENSMUSG00000026097",114.63240592813,111.07392933076,85.9930841337191,46.488608825311,110.456247577184,97.107868974456,94.6744941460335,121.635509277919,"Ormdl1"
"ENSMUSG00000026098",71.2579820634319,64.3523558821069,57.9321829953476,54.5735842731912,82.1090689954288,50.7118871311048,63.116329430689,52.495325056786,"Pms1"
"ENSMUSG00000026102",547.343920197375,638.234324091033,497.854697616268,525.523404112211,598.223216966696,557.830758442153,539.810712236156,555.682221332808,"Inpp1"
"ENSMUSG00000026103",4374.62046406808,4385.65713032167,4248.05835620572,4020.25404145842,2830.80790250907,3747.28476609206,4374.95820316934,4602.94374583282,"Gls"
"ENSMUSG00000026104",271.606511343226,345.563335695697,284.229772820924,290.048494192701,335.278698398001,234.137861860633,300.633042814598,314.971950340716,"Stat1"
"ENSMUSG00000026107",176.595868591983,156.032424536067,141.20969605116,119.253387856233,104.591314077511,129.477158632608,199.314724517965,169.009339207213,"Nabp1"
"ENSMUSG00000026109",1126.70229610441,1079.00388492738,1029.20143852672,979.292651124486,964.781560696289,1230.03300700978,1249.86941833141,1362.31770391269,"Tmeff2"
"ENSMUSG00000026110",591.751068439804,696.415906121431,652.642249056963,505.310965492511,470.172168890491,512.51375292074,633.654728363365,673.476609265108,"Mgat4a"
"ENSMUSG00000026111",535.983952042336,498.951142866747,471.604177196501,464.88608825311,527.844014970614,591.279024422243,540.641190254981,667.074740355744,"Unc50"
"ENSMUSG00000026112",1137.02953988172,1204.1824402049,1086.22843116277,940.889017747055,801.540911622043,910.65601571601,1037.26704551224,1133.13079695745,"Coa5"
"ENSMUSG00000026113",2452.72039711088,2517.67573149722,2434.0568761639,2162.73093230795,2091.82628155021,2335.98373699664,2450.74063355215,2536.42046189007,"Inpp4a"
"ENSMUSG00000026116",1149.42223241449,1407.8179773113,1022.86510601161,1197.58698821725,852.37033528588,1119.97742217206,1097.06146286763,1113.92519022936,"Tmem131"
"ENSMUSG00000026117",48.5380457533522,52.0108081786892,51.5958504802314,52.5523404112211,67.4467352462451,73.3703898918112,46.5067690541919,72.9813055667512,"Zap70"
"ENSMUSG00000026121",317.046383963385,226.555554269883,220.866447669763,264.782945918076,330.39125381494,307.508251752444,270.735834136903,258.635503938311,"Sema4c"
"ENSMUSG00000026123",4232.10449994122,4318.66015707455,4901.60579562199,5030.87597244344,3222.78095807058,4386.0387486796,4559.32432334846,4842.37364304304,"Plekhb2"
"ENSMUSG00000026126",25.8181094432724,31.7354083802171,23.53494934186,24.2549263436405,40.0770455811022,28.0533843703984,34.8800767906439,23.0467280737109,"Ptpn18"
"ENSMUSG00000026127",428.580616758322,531.568090368637,504.191030131384,556.852683972747,488.744458306124,426.195647165668,488.321075069015,505.747643839767,"Imp4"
"ENSMUSG00000026131",5213.19265878557,5759.97662100941,4311.42168135688,5405.81670883888,3129.91951099242,4435.67165948876,4451.36218090123,5308.42969964475,"Dst"
"ENSMUSG00000026134",105.337886528551,123.415477034178,95.9501780860444,91.966595719637,115.343692160245,130.556134954546,106.301186409582,129.317751969156,"Prim2"
"ENSMUSG00000026135",456.464174957057,471.623430094893,394.662996655805,420.418723289769,242.417251319838,339.877541410596,407.764707243004,423.803721799906,"Zfp142"
"ENSMUSG00000026141",136.319617860478,143.69087683265,113.148794912788,150.582667716768,106.546291910735,124.082277022916,148.655565369649,130.598125751029,"Col19a1"
"ENSMUSG00000026142",133.221444727286,106.666233722396,143.020076769764,117.232143994263,72.3341798293064,82.0022004673184,97.996406221333,90.9065385129708,"Rhbdd1"
"ENSMUSG00000026147",15.4908656659635,20.275399798472,7.24152287441845,5.05310965492511,12.7073559159592,10.789763219384,9.13525820707341,21.7663542918381,"Col9a1"
"ENSMUSG00000026150",2548.76376423985,2445.38952352006,2384.27140640227,2151.61409106711,2450.56471394691,2585.22726736441,2882.58920334107,2608.12139367495,"Mff"
"ENSMUSG00000026153",403.795231692781,414.323387186168,401.904519530224,296.112225778611,171.060560407143,264.349198874908,358.766504132338,285.523353357641,"Fam135a"
"ENSMUSG00000026154",250.952023788608,201.872458863048,216.340495873251,216.273093230795,326.481298148491,263.27022255297,227.55097715801,212.54204779089,"Sdhaf4"
"ENSMUSG00000026155",552.50754208603,617.077385170888,612.813873247661,670.04234024307,377.310721812328,572.93642694929,612.062299873919,546.719604859698,"Smap1"
"ENSMUSG00000026156",287.097377009189,296.197144882026,285.134963180226,297.122847709596,244.372229153062,262.191246231031,243.330059515683,300.887838740115,"B3gat2"
"ENSMUSG00000026158",2154.26305194665,2391.61563709803,2907.47143407901,3189.52281418873,3076.15762057874,2499.98813793127,2652.54679212659,2692.62606327856,"Ogfrl1"
"ENSMUSG00000026159",1084.36059661744,1200.65628371821,1116.09971301974,1093.49292932579,654.917574130206,924.682707901209,1146.89014399713,1440.42050460693,"Agfg1"
"ENSMUSG00000026162",38.2108019760432,48.4846516919984,38.0179950906969,39.4142553084159,53.7618904136736,37.764171267844,47.3372470730168,64.0186890936414,"Nhej1"
"ENSMUSG00000026163",1744.27147398749,1824.78598186248,1790.46653069996,2017.2013742461,1020.49842894319,1471.72370312398,1724.90284509923,1971.77562408416,"Sphkap"
"ENSMUSG00000026167",99.1415402621661,93.4431468973059,153.882361081392,163.720752819574,130.006025909429,131.635111276485,122.910746786079,104.990650113572,"Wnt10a"
"ENSMUSG00000026170",128.057822838631,132.230868250905,70.6048480255799,134.412716821008,160.308182324409,126.240229666793,110.453576503706,99.8691549860806,"Cyp27a1"
"ENSMUSG00000026171",781.772353942289,714.928227676558,708.764051333706,713.499083275425,1218.92867901547,805.995312487985,731.651134584698,760.54202643246,"Rnf25"
"ENSMUSG00000026172",389.337090404548,345.563335695697,345.782717253481,393.131931153173,415.432789560205,395.984310151393,390.324668847682,327.775688159444,"Bcs1l"
"ENSMUSG00000026173",265.410165076841,274.158666840209,305.049151084877,289.037872261716,279.561830151103,216.874240709618,290.667306588699,295.766343612623,"Plcd4"
"ENSMUSG00000026174",437.8751361579,477.794203946602,516.863695161617,461.854222460155,400.770455811022,339.877541410596,483.338206956066,445.570076091744,"Cnot9"
"ENSMUSG00000026175",19.621763176887,7.93385209505428,8.14671323372075,16.1699508957603,4.88744458306124,18.3425974729528,16.6095603764971,14.0841116006011,"Vil1"
"ENSMUSG00000026176",500.871323199485,453.992647661439,455.31075072906,553.820818179792,554.236215719145,501.723989701356,455.101954316021,430.20559070927,"Ctdsp1"
"ENSMUSG00000026177",39.2435263537741,37.0246431102533,37.1128047313945,35.3717675844758,27.3696896651429,45.3170055214128,57.302983298915,66.5794366573871,"Slc11a1"
