"","log2FoldChange","pvalue","padj","BCH_309","BCH_313","BCH_314","BCH_317","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","gene"
"ENSMUSG00000000184",-0.0256006508711994,0.856631509708745,0.975466022861676,886.07751609311,1205.06397932658,1150.49694667323,1031.84499153571,977.488916612248,908.498063072133,1081.28238050996,1234.28032572541,"Ccnd2"
"ENSMUSG00000000194",-0.0773245601735294,0.465924257854303,0.888923807781656,892.273862359495,941.483781946441,958.596590501142,1060.14240560329,931.546937531473,826.495862604815,918.50868882029,975.644821787095,"Gpr107"
"ENSMUSG00000000197",-0.163592353518725,0.421996351959306,0.876714121522565,1361.13072984932,1295.86250885887,1360.50111003137,1163.22584256376,664.692463296329,1179.32111987867,1351.18773662804,1431.45788813382,"Nalcn"
"ENSMUSG00000000202",0.0937042841038266,0.614001129468144,0.923717824066825,381.075295382701,339.392561843989,426.344659231386,524.512782181226,544.461326553022,501.723989701356,378.697976584134,357.224285142519,"Btbd17"
"ENSMUSG00000000214",-0.389491836828829,0.0534164243976617,0.778238117240891,304.653691430615,510.411151448492,290.56610533604,310.260932812402,322.571342482042,257.875340943278,247.482449609807,253.51400881082,"Th"
"ENSMUSG00000000223",-0.106429671858349,0.444024023446545,0.884308749155656,1182.46941250188,1279.11326554708,1039.15853247905,996.473223951231,850.415357452656,1030.42238745117,1186.75308890072,1110.08406888374,"Drp2"
"ENSMUSG00000000247",0.0135379856867098,0.915266377596945,0.98531265072469,1099.85146228341,951.180712284841,1149.59175631393,1129.87531884125,906.132225699554,1222.48017275621,1165.16066041127,1076.79435055505,"Lhx2"
"ENSMUSG00000000253",0.0932558560718172,0.609247076265154,0.922980074635923,680.565364924661,651.457410916123,723.247097082542,805.465678995062,1005.836095194,853.470270653274,616.214689968043,574.8878280609,"Gmpr"
"ENSMUSG00000000263",-0.221699352186808,0.75174347864194,0.954656882396522,57.8325651529302,77.5754427071974,28.0609011383715,83.8816202717568,127.073559159592,36.6851949459056,14.9486043388474,33.2897183286935,"Glra1"
"ENSMUSG00000000266",-0.253620294121377,0.25696378212511,0.83445572828545,387.271641649086,404.626456847768,408.24085204534,327.441505639147,184.745405239715,291.323606923368,415.239009412428,390.514003471213,"Mid2"
"ENSMUSG00000000275",-0.290323191808708,0.135499241658796,0.811188251474495,128.057822838631,150.743189806031,153.882361081392,100.051571167517,122.186114576531,104.660703228025,96.3354501836832,113.953266586682,"Trim25"
"ENSMUSG00000000276",-0.203435940739341,0.211784630510497,0.824312269823683,1403.47242933629,1240.32554419349,1201.18760679416,1016.68566257093,786.87857787286,1016.39569526597,1161.83874833597,1258.60742758099,"Dgke"
"ENSMUSG00000000278",-0.0514349365983033,0.717814280756426,0.946404347179071,345.96266653985,293.552527517008,302.33358000697,291.059116123686,242.417251319838,306.429275430506,319.734037247569,321.37381925008,"Scpep1"
"ENSMUSG00000000282",-0.213339329151189,0.0709807588787789,0.793884076222764,1003.80809515443,870.079113090952,957.69140014184,1023.76001608783,707.701975627268,865.339010194597,839.613277031929,914.1868802572,"Mnt"
"ENSMUSG00000000290",-0.431149597850795,0.106668462139172,0.799297794048853,85.7161233516645,96.087764262324,95.9501780860444,83.8816202717568,41.0545344977144,50.7118871311048,89.6916260330844,87.0654171673524,"Itgb2"
"ENSMUSG00000000295",0.215386598111489,0.417295821437525,0.876076435732612,127.0250984609,113.718546695778,173.796548986043,147.550801923813,255.124607235797,166.162353578514,120.419312729604,110.112145241063,"Hddc2"
"ENSMUSG00000000296",0.067452502285443,0.579261023398282,0.916355770768265,406.893404825973,365.838735494169,414.577184560456,405.259394324994,385.130633145226,461.801865789635,383.680844697083,440.448580964253,"Tpd52l1"
"ENSMUSG00000000301",0.192963993708195,0.465285792395183,0.888923807781656,34.0799044651196,36.1431039885806,42.5439468872084,52.5523404112211,54.7393793302859,49.6329108091664,39.8629449035931,44.813082365549,"Pemt"
"ENSMUSG00000000303",0.588421988348426,0.0292270507961675,0.749791155603574,40.276250731505,28.2092518935263,42.5439468872084,55.5842062041762,58.6493349967349,75.528342535688,52.3201151859659,64.0186890936414,"Cdh1"
"ENSMUSG00000000305",-0.189090573518232,0.066518054958123,0.793884076222764,539.082125175528,622.366619900924,602.856779295336,577.065122592447,502.429303138696,517.908634530432,525.692585916134,508.308391403513,"Cdh4"
"ENSMUSG00000000308",0.211083038982899,0.145394010608443,0.811188251474495,3066.15867748303,2949.62990111685,3531.1475916383,3936.37242118666,4735.93380098634,3915.60507231445,3259.62622388756,3696.43910826686,"Ckmt1"
"ENSMUSG00000000317",0.0561763404791435,0.899917810003294,0.981461533127708,17.5563144214252,59.0631211520707,18.1038071860461,22.2336824816705,30.3021564149797,32.369289658152,40.6934229224179,17.9252329462196,"Bcl6b"
